"","Date","Year","Round","Region","wSeed","Winner","WConf","WScore","LSeed","Loser","LConf","LScore","OT","SeD","ScD","Upset"
"672","25-Mar-88",1988,"16","West",1,"Arizona","P12",99,5,"Iowa","B10",79,"",-4,20,"1 over 5"
"673","15-Mar-97",1997,"32","West",1,"Kentucky","SEC",75,8,"Iowa","B10",69,"",-7,6,"1 over 8"
"674","21-Mar-93",1993,"32","Southeast",5,"Wake Forest","ACC",84,4,"Iowa","B10",78,"",1,6,"5 over 4"
"675","16-Mar-91",1991,"32","Midwest",2,"Duke","ACC",85,7,"Iowa","B10",70,"",-5,15,"2 over 7"
"676","19-Mar-89",1989,"32","East",5,"North Carolina St.","ACC",102,4,"Iowa","B10",96,"2 OT",1,6,"5 over 4"
"677","19-Mar-14",2014,"Play-in","Midwest",11,"Tennessee","SEC",78,11,"Iowa","B10",65,"1 OT",0,13,"11 over 11"
"678","22-Mar-15",2015,"32","South",2,"Gonzaga","WCC",87,7,"Iowa","B10",69,"",-5,18,"2 over 7"
"679","17-Mar-05",2005,"64","South",7,"Cincinnati","Amer",76,10,"Iowa","B10",64,"",-3,12,"7 over 10"
"680","18-Mar-99",1999,"16","West",1,"Connecticut","Amer",78,5,"Iowa","B10",68,"",-4,10,"1 over 5"
"681","17-Mar-96",1996,"32","West",3,"Arizona","P12",87,6,"Iowa","B10",73,"",-3,14,"3 over 6"
"682","20-Mar-16",2016,"32","South",2,"Villanova","BE",87,7,"Iowa","B10",68,"",-5,19,"2 over 7"
"683","19-Mar-95",1995,"32","Southeast",2,"North Carolina","ACC",73,7,"Iowa St.","B12",51,"",-5,22,"2 over 7"
"684","18-Mar-17",2017,"32","Midwest",4,"Purdue","B10",80,5,"Iowa St.","B12",76,"",-1,4,"4 over 5"
"685","25-Mar-00",2000,"8","Midwest",1,"Michigan St.","B10",75,2,"Iowa St.","B12",64,"",-1,11,"1 over 2"
"686","14-Mar-85",1985,"64","Midwest",4,"Ohio St.","B10",75,13,"Iowa St.","B12",64,"",-9,11,"4 over 13"
"687","25-Mar-16",2016,"16","Midwest",1,"Virginia","ACC",84,4,"Iowa St.","B12",71,"",-3,13,"1 over 4"
"688","21-Mar-86",1986,"16","Midwest",6,"North Carolina St.","ACC",70,7,"Iowa St.","B12",66,"",-1,4,"6 over 7"
"689","20-Mar-05",2005,"32","East",1,"North Carolina","ACC",92,9,"Iowa St.","B12",65,"",-8,27,"1 over 9"
"690","24-Mar-13",2013,"32","West",2,"Ohio St.","B10",78,10,"Iowa St.","B12",75,"",-8,3,"2 over 10"
"691","28-Mar-14",2014,"16","East",7,"Connecticut","Amer",81,3,"Iowa St.","B12",76,"",4,5,"7 over 3"
"692","19-Mar-15",2015,"64","South",14,"UAB","CUSA",60,3,"Iowa St.","B12",59,"",11,1,"14 over 3"
"693","17-Mar-89",1989,"64","Southeast",7,"UCLA","P12",84,10,"Iowa St.","B12",74,"",-3,10,"7 over 10"
"694","22-Mar-92",1992,"32","East",2,"Kentucky","SEC",106,10,"Iowa St.","B12",98,"",-8,8,"2 over 10"
"695","16-Mar-96",1996,"32","Midwest",4,"Utah","P12",73,5,"Iowa St.","B12",67,"",-1,6,"4 over 5"
"696","15-Mar-01",2001,"64","West",15,"Hampton","MEAC",58,2,"Iowa St.","B12",57,"",13,1,"15 over 2"
"697","18-Mar-88",1988,"64","East",5,"Georgia Tech","ACC",90,12,"Iowa St.","B12",78,"",-7,12,"5 over 12"
"698","19-Mar-93",1993,"64","West",9,"UCLA","P12",81,8,"Iowa St.","B12",70,"",1,11,"9 over 8"
"699","17-Mar-12",2012,"32","South",1,"Kentucky","SEC",87,8,"Iowa St.","B12",71,"",-7,16,"1 over 8"
"700","20-Mar-97",1997,"16","Midwest",2,"UCLA","P12",74,6,"Iowa St.","B12",73,"1 OT",-4,1,"2 over 6"
"701","21-Mar-03",2003,"64","Midwest",1,"Kentucky","SEC",95,16,"IUPUI","Sum",64,"",-15,31,"1 over 16"
"702","16-Mar-07",2007,"64","Midwest",1,"Florida","SEC",112,16,"Jackson St.","SWAC",69,"",-15,43,"1 over 16"
"703","13-Mar-97",1997,"64","Southeast",1,"Kansas","B12",78,16,"Jackson St.","SWAC",64,"",-15,14,"1 over 16"
"704","16-Mar-00",2000,"64","West",1,"Arizona","P12",71,16,"Jackson St.","SWAC",47,"",-15,24,"1 over 16"
"705","13-Mar-86",1986,"64","Midwest",9,"Temple","Amer",61,8,"Jacksonville","ASun",50,"1 OT",1,11,"9 over 8"
"706","17-Mar-17",2017,"64","Midwest",2,"Louisville","ACC",78,15,"Jacksonville St.","OVC",63,"",-13,15,"2 over 15"
"707","17-Mar-94",1994,"64","East",3,"Florida","SEC",64,14,"James Madison","CAA",62,"",-11,2,"3 over 14"
"708","22-Mar-13",2013,"64","East",1,"Indiana","B10",83,16,"James Madison","CAA",62,"",-15,21,"1 over 16"
"709","24-Mar-07",2007,"8","West",2,"UCLA","P12",68,1,"Kansas","B12",55,"",1,13,"2 over 1"
"710","20-Mar-10",2010,"32","Midwest",9,"Northern Iowa","MVC",69,1,"Kansas","B12",67,"",8,2,"9 over 1"
"711","18-Mar-90",1990,"32","East",7,"UCLA","P12",71,2,"Kansas","B12",70,"",5,1,"7 over 2"
"712","23-Mar-01",2001,"16","Midwest",1,"Illinois","B10",80,4,"Kansas","B12",64,"",-3,16,"1 over 4"
"713","14-Mar-99",1999,"32","Midwest",3,"Kentucky","SEC",92,6,"Kansas","B12",88,"1 OT",-3,4,"3 over 6"
"714","26-Mar-16",2016,"8","South",2,"Villanova","BE",64,1,"Kansas","B12",59,"",1,5,"2 over 1"
"715","28-Mar-04",2004,"8","Midwest",3,"Georgia Tech","ACC",79,4,"Kansas","B12",71,"1 OT",-1,8,"3 over 4"
"716","27-Mar-09",2009,"16","Midwest",2,"Michigan St.","B10",67,3,"Kansas","B12",62,"",-1,5,"2 over 3"
"717","18-Mar-05",2005,"64","East",14,"Bucknell","Pat",64,3,"Kansas","B12",63,"",11,1,"14 over 3"
"718","22-Mar-15",2015,"32","Midwest",7,"Wichita St.","MVC",78,2,"Kansas","B12",65,"",5,13,"7 over 2"
"719","21-Mar-97",1997,"16","Southeast",4,"Arizona","P12",85,1,"Kansas","B12",82,"",3,3,"4 over 1"
"720","24-Mar-94",1994,"16","Southeast",1,"Purdue","B10",83,4,"Kansas","B12",78,"",-3,5,"1 over 4"
"721","19-Mar-87",1987,"16","Southeast",1,"Georgetown","BE",70,5,"Kansas","B12",57,"",-4,13,"1 over 5"
"722","15-Mar-98",1998,"32","Midwest",8,"Rhode Island","A10",80,1,"Kansas","B12",75,"",7,5,"8 over 1"
"723","23-Mar-14",2014,"32","South",10,"Stanford","P12",60,2,"Kansas","B12",57,"",8,3,"10 over 2"
"724","16-Mar-85",1985,"32","Southeast",11,"Auburn","SEC",66,3,"Kansas","B12",64,"",8,2,"11 over 3"
"725","30-Mar-02",2002,"4","Final Four",1,"Maryland","B10",97,1,"Kansas","B12",88,"",0,9,"1 over 1"
"726","24-Mar-96",1996,"8","West",4,"Syracuse","ACC",60,2,"Kansas","B12",57,"",2,3,"4 over 2"
"727","7-Apr-03",2003,"Champ","Championship",3,"Syracuse","ACC",81,2,"Kansas","B12",78,"",1,3,"3 over 2"
"728","19-Mar-00",2000,"32","East",1,"Duke","ACC",69,8,"Kansas","B12",64,"",-7,5,"1 over 8"
"729","29-Mar-13",2013,"16","South",4,"Michigan","B10",87,1,"Kansas","B12",85,"1 OT",3,2,"4 over 1"
"730","1-Apr-91",1991,"Champ","Championship",2,"Duke","ACC",72,3,"Kansas","B12",65,"",-1,7,"2 over 3"
"731","24-Mar-95",1995,"16","Midwest",4,"Virginia","ACC",67,1,"Kansas","B12",58,"",3,9,"4 over 1"
"732","17-Mar-06",2006,"64","West",13,"Bradley","MVC",77,4,"Kansas","B12",73,"",9,4,"13 over 4"
"733","27-Mar-11",2011,"8","Southwest",11,"VCU","A10",71,1,"Kansas","B12",61,"",10,10,"11 over 1"
"734","29-Mar-86",1986,"4","Final Four",1,"Duke","ACC",71,1,"Kansas","B12",67,"",0,4,"1 over 1"
"735","22-Mar-92",1992,"32","Midwest",9,"UTEP","CUSA",66,1,"Kansas","B12",60,"",8,6,"9 over 1"
"736","2-Apr-12",2012,"Champ","Championship",1,"Kentucky","SEC",67,2,"Kansas","B12",59,"",-1,8,"1 over 2"
"737","3-Apr-93",1993,"4","Final Four",1,"North Carolina","ACC",78,2,"Kansas","B12",68,"",-1,10,"1 over 2"
"738","25-Mar-17",2017,"8","Midwest",3,"Oregon","P12",74,1,"Kansas","B12",60,"",2,14,"3 over 1"
"739","16-Mar-90",1990,"64","Midwest",6,"Xavier","BE",87,11,"Kansas St.","B12",79,"",-5,8,"6 over 11"
"740","18-Mar-93",1993,"64","Southeast",11,"Tulane","Amer",55,6,"Kansas St.","B12",53,"",5,2,"11 over 6"
"741","19-Mar-11",2011,"32","Southeast",4,"Wisconsin","B10",70,5,"Kansas St.","B12",65,"",-1,5,"4 over 5"
"742","17-Mar-17",2017,"64","South",6,"Cincinnati","Amer",75,11,"Kansas St.","B12",61,"",-5,14,"6 over 11"
"743","15-Mar-96",1996,"64","East",7,"New Mexico","MWC",69,10,"Kansas St.","B12",48,"",-3,21,"7 over 10"
"744","14-Mar-87",1987,"32","West",1,"UNLV","MWC",80,9,"Kansas St.","B12",61,"",-8,19,"1 over 9"
"745","22-Mar-08",2008,"32","Midwest",3,"Wisconsin","B10",72,11,"Kansas St.","B12",55,"",-8,17,"3 over 11"
"746","17-Mar-12",2012,"32","East",1,"Syracuse","ACC",75,8,"Kansas St.","B12",59,"",-7,16,"1 over 8"
"747","27-Mar-10",2010,"8","West",5,"Butler","BE",63,2,"Kansas St.","B12",56,"",3,7,"5 over 2"
"748","22-Mar-13",2013,"64","West",13,"La Salle","A10",63,4,"Kansas St.","B12",61,"",9,2,"13 over 4"
"749","16-Mar-89",1989,"64","East",11,"Minnesota","B10",86,6,"Kansas St.","B12",75,"",5,11,"11 over 6"
"750","21-Mar-14",2014,"64","Midwest",8,"Kentucky","SEC",56,9,"Kansas St.","B12",49,"",-1,7,"8 over 9"
"751","27-Mar-88",1988,"8","Midwest",6,"Kansas","B12",71,4,"Kansas St.","B12",58,"",2,13,"6 over 4"
"752","12-Mar-99",1999,"64","East",6,"Temple","Amer",61,11,"Kent St.","MAC",54,"",-5,7,"6 over 11"
"753","17-Mar-06",2006,"64","West",5,"Pittsburgh","ACC",79,12,"Kent St.","MAC",64,"",-7,15,"5 over 12"
"754","17-Mar-17",2017,"64","South",3,"UCLA","P12",97,14,"Kent St.","MAC",80,"",-11,17,"3 over 14"
"755","17-Mar-01",2001,"32","West",5,"Cincinnati","Amer",66,13,"Kent St.","MAC",43,"",-8,23,"5 over 13"
"756","23-Mar-02",2002,"8","South",5,"Indiana","B10",81,10,"Kent St.","MAC",69,"",-5,12,"5 over 10"
"757","20-Mar-08",2008,"64","Midwest",8,"UNLV","MWC",71,9,"Kent St.","MAC",58,"",-1,13,"8 over 9"
"758","18-Mar-07",2007,"32","West",1,"Kansas","B12",88,8,"Kentucky","SEC",76,"",-7,12,"1 over 8"
"759","22-Mar-85",1985,"16","West",1,"St. John's","BE",86,12,"Kentucky","SEC",70,"",-11,16,"1 over 12"
"760","24-Mar-88",1988,"16","Southeast",6,"Villanova","BE",80,2,"Kentucky","SEC",74,"",4,6,"6 over 2"
"761","18-Mar-00",2000,"32","Midwest",4,"Syracuse","ACC",52,5,"Kentucky","SEC",50,"",-1,2,"4 over 5"
"762","2-Apr-11",2011,"4","Final Four",3,"Connecticut","Amer",56,4,"Kentucky","SEC",55,"",-1,1,"3 over 4"
"763","13-Mar-87",1987,"64","Southeast",9,"Ohio St.","B10",91,8,"Kentucky","SEC",77,"",1,14,"9 over 8"
"764","26-Mar-17",2017,"8","South",1,"North Carolina","ACC",75,2,"Kentucky","SEC",73,"",-1,2,"1 over 2"
"765","27-Mar-05",2005,"8","South",5,"Michigan St.","B10",94,2,"Kentucky","SEC",88,"2 OT",3,6,"5 over 2"
"766","22-Mar-86",1986,"8","Southeast",11,"LSU","SEC",59,1,"Kentucky","SEC",57,"",10,2,"11 over 1"
"767","27-Mar-10",2010,"8","East",2,"West Virginia","B12",73,1,"Kentucky","SEC",66,"",1,7,"2 over 1"
"768","21-Mar-99",1999,"8","Midwest",1,"Michigan St.","B10",73,3,"Kentucky","SEC",66,"",-2,7,"1 over 3"
"769","20-Mar-94",1994,"32","Southeast",6,"Marquette","BE",75,3,"Kentucky","SEC",63,"",3,12,"6 over 3"
"770","4-Apr-15",2015,"4","Final Four",1,"Wisconsin","B10",71,1,"Kentucky","SEC",64,"",0,7,"1 over 1"
"771","22-Mar-01",2001,"16","East",6,"USC","P12",80,2,"Kentucky","SEC",76,"",4,4,"6 over 2"
"772","20-Mar-08",2008,"64","South",6,"Marquette","BE",74,11,"Kentucky","SEC",66,"",-5,8,"6 over 11"
"773","22-Mar-02",2002,"16","East",1,"Maryland","B10",78,4,"Kentucky","SEC",68,"",-3,10,"1 over 4"
"774","19-Mar-16",2016,"32","East",5,"Indiana","B10",73,4,"Kentucky","SEC",67,"",1,6,"5 over 4"
"775","7-Apr-14",2014,"Champ","",7,"Connecticut","Amer",60,8,"Kentucky","SEC",54,"",-1,6,"7 over 8"
"776","19-Mar-06",2006,"32","East",1,"Connecticut","Amer",87,8,"Kentucky","SEC",83,"",-7,4,"1 over 8"
"777","25-Mar-95",1995,"8","Southeast",2,"North Carolina","ACC",74,1,"Kentucky","SEC",61,"",1,13,"2 over 1"
"778","28-Mar-92",1992,"8","East",1,"Duke","ACC",104,2,"Kentucky","SEC",103,"1 OT",-1,1,"1 over 2"
"779","31-Mar-97",1997,"Champ","Championship",4,"Arizona","P12",84,1,"Kentucky","SEC",79,"1 OT",3,5,"4 over 1"
"780","21-Mar-04",2004,"32","Midwest",9,"UAB","CUSA",76,1,"Kentucky","SEC",75,"",8,1,"9 over 1"
"781","3-Apr-93",1993,"4","Final Four",1,"Michigan","B10",81,1,"Kentucky","SEC",78,"1 OT",0,3,"1 over 1"
"782","29-Mar-03",2003,"8","Midwest",3,"Marquette","BE",83,1,"Kentucky","SEC",69,"",2,14,"3 over 1"
"783","17-Mar-88",1988,"64","Midwest",4,"Kansas St.","B12",66,13,"La Salle","A10",53,"",-9,13,"4 over 13"
"784","28-Mar-13",2013,"16","West",9,"Wichita St.","MVC",72,13,"La Salle","A10",58,"",-4,14,"9 over 13"
"785","17-Mar-90",1990,"32","East",5,"Clemson","ACC",79,4,"La Salle","A10",75,"",1,4,"5 over 4"
"786","16-Mar-89",1989,"64","Southeast",9,"Louisiana Tech","CUSA",83,8,"La Salle","A10",74,"",1,9,"9 over 8"
"787","19-Mar-92",1992,"64","East",4,"Seton Hall","BE",78,13,"La Salle","A10",76,"",-9,2,"4 over 13"
"788","12-Mar-99",1999,"64","East",2,"Miami FL","ACC",75,15,"Lafayette","Pat",54,"",-13,21,"2 over 15"
"789","17-Mar-00",2000,"64","East",2,"Temple","Amer",73,15,"Lafayette","Pat",47,"",-13,26,"2 over 15"
"790","19-Mar-15",2015,"64","East",1,"Villanova","BE",93,16,"Lafayette","Pat",52,"",-15,41,"1 over 16"
"791","14-Mar-12",2012,"Play-in","Midwest",16,"Vermont","AE",71,16,"Lamar","Slnd",59,"",0,12,"16 over 16"
"792","17-Mar-00",2000,"64","East",1,"Duke","ACC",82,16,"Lamar","Slnd",55,"",-15,27,"1 over 16"
"793","14-Mar-85",1985,"64","East",1,"Georgetown","BE",68,16,"Lehigh","Pat",43,"",-15,25,"1 over 16"
"794","18-Mar-10",2010,"64","Midwest",1,"Kansas","B12",90,16,"Lehigh","Pat",74,"",-15,16,"1 over 16"
"795","16-Mar-04",2004,"Play-in","Midwest",16,"Florida A&M","MEAC",72,16,"Lehigh","Pat",57,"",0,15,"16 over 16"
"796","18-Mar-12",2012,"32","South",10,"Xavier","BE",70,15,"Lehigh","Pat",58,"",-5,12,"10 over 15"
"797","18-Mar-88",1988,"64","East",1,"Temple","Amer",87,16,"Lehigh","Pat",73,"",-15,14,"1 over 16"
"798","19-Mar-13",2013,"Play-in","Midwest",16,"North Carolina A&T","MEAC",73,16,"Liberty","BSth",72,"",0,1,"16 over 16"
"799","18-Mar-94",1994,"64","East",1,"North Carolina","ACC",71,16,"Liberty","BSth",51,"",-15,20,"1 over 16"
"800","18-Mar-04",2004,"64","East",1,"Saint Joseph's","A10",82,16,"Liberty","BSth",63,"",-15,19,"1 over 16"
"801","15-Mar-12",2012,"64","West",5,"New Mexico","MWC",75,12,"Long Beach St.","BW",68,"",-7,7,"5 over 12"
"802","18-Mar-93",1993,"64","West",6,"Illinois","B10",75,11,"Long Beach St.","BW",72,"",-5,3,"6 over 11"
"803","17-Mar-95",1995,"64","West",4,"Utah","P12",76,13,"Long Beach St.","BW",64,"",-9,12,"4 over 13"
"804","16-Mar-07",2007,"64","South",5,"Tennessee","SEC",121,12,"Long Beach St.","BW",86,"",-7,35,"5 over 12"
"805","20-Mar-13",2013,"Play-in","East",16,"James Madison","CAA",68,16,"Long Island Brooklyn",NA,55,"",0,13,"16 over 16"
"806","13-Mar-97",1997,"64","East",4,"Villanova","BE",101,13,"Long Island Brooklyn",NA,91,"",-9,10,"4 over 13"
"807","16-Mar-12",2012,"64","West",1,"Michigan St.","B10",89,16,"Long Island Brooklyn",NA,67,"",-15,22,"1 over 16"
"808","18-Mar-11",2011,"64","East",2,"North Carolina","ACC",102,15,"Long Island Brooklyn",NA,87,"",-13,15,"2 over 15"
"809","19-Mar-04",2004,"64","West",3,"North Carolina St.","ACC",61,14,"Louisiana Lafayette","SB",52,"",-11,9,"3 over 14"
"810","21-Mar-14",2014,"64","West",3,"Creighton","BE",76,14,"Louisiana Lafayette","SB",66,"",-11,10,"3 over 14"
"811","22-Mar-92",1992,"32","West",12,"New Mexico St.","WAC",81,13,"Louisiana Lafayette","SB",73,"",-1,8,"12 over 13"
"812","18-Mar-94",1994,"64","Southeast",6,"Marquette","BE",81,11,"Louisiana Lafayette","SB",59,"",-5,22,"6 over 11"
"813","17-Mar-00",2000,"64","South",4,"Tennessee","SEC",63,13,"Louisiana Lafayette","SB",58,"",-9,5,"4 over 13"
"814","18-Mar-05",2005,"64","West",4,"Louisville","ACC",68,13,"Louisiana Lafayette","SB",62,"",-9,6,"4 over 13"
"815","19-Mar-92",1992,"64","Midwest",2,"USC","P12",84,15,"Louisiana Monroe","SB",54,"",-13,30,"2 over 15"
"816","14-Mar-86",1986,"64","West",4,"UNLV","MWC",74,13,"Louisiana Monroe","SB",51,"",-9,23,"4 over 13"
"817","19-Mar-93",1993,"64","Southeast",4,"Iowa","B10",82,13,"Louisiana Monroe","SB",69,"",-9,13,"4 over 13"
"818","15-Mar-96",1996,"64","Midwest",2,"Wake Forest","ACC",62,15,"Louisiana Monroe","SB",50,"",-13,12,"2 over 15"
"819","16-Mar-90",1990,"64","Midwest",2,"Purdue","B10",75,15,"Louisiana Monroe","SB",63,"",-13,12,"2 over 15"
"820","14-Mar-91",1991,"64","Midwest",2,"Duke","ACC",102,15,"Louisiana Monroe","SB",73,"",-13,29,"2 over 15"
"821","21-Mar-85",1985,"16","Midwest",1,"Oklahoma","B12",86,5,"Louisiana Tech","CUSA",84,"1 OT",-4,2,"1 over 5"
"822","18-Mar-89",1989,"32","Southeast",1,"Oklahoma","B12",124,9,"Louisiana Tech","CUSA",81,"",-8,43,"1 over 9"
"823","15-Mar-91",1991,"64","Southeast",5,"Wake Forest","ACC",71,12,"Louisiana Tech","CUSA",65,"",-7,6,"5 over 12"
"824","13-Mar-87",1987,"64","Midwest",3,"DePaul","BE",76,14,"Louisiana Tech","CUSA",62,"",-11,14,"3 over 14"
"825","23-Mar-97",1997,"8","East",1,"North Carolina","ACC",97,6,"Louisville","ACC",74,"",-5,23,"1 over 6"
"826","29-Mar-09",2009,"8","Midwest",2,"Michigan St.","B10",64,1,"Louisville","ACC",52,"",1,12,"2 over 1"
"827","19-Mar-04",2004,"64","South",7,"Xavier","BE",80,10,"Louisville","ACC",70,"",-3,10,"7 over 10"
"828","17-Mar-11",2011,"64","Southwest",13,"Morehead St.","OVC",62,4,"Louisville","ACC",61,"",9,1,"13 over 4"
"829","22-Mar-92",1992,"32","West",1,"UCLA","P12",85,8,"Louisville","ACC",69,"",-7,16,"1 over 8"
"830","29-Mar-08",2008,"8","East",1,"North Carolina","ACC",83,3,"Louisville","ACC",73,"",-2,10,"1 over 3"
"831","25-Mar-93",1993,"16","Midwest",1,"Indiana","B10",82,4,"Louisville","ACC",69,"",-3,13,"1 over 4"
"832","16-Mar-00",2000,"64","West",10,"Gonzaga","WCC",77,7,"Louisville","ACC",66,"",3,11,"10 over 7"
"833","21-Mar-96",1996,"16","Midwest",2,"Wake Forest","ACC",60,6,"Louisville","ACC",59,"",-4,1,"2 over 6"
"834","19-Mar-10",2010,"64","South",8,"California","P12",77,9,"Louisville","ACC",62,"",-1,15,"8 over 9"
"835","24-Mar-89",1989,"16","Midwest",1,"Illinois","B10",83,4,"Louisville","ACC",69,"",-3,14,"1 over 4"
"836","23-Mar-03",2003,"32","East",12,"Butler","BE",79,4,"Louisville","ACC",71,"",8,8,"12 over 4"
"837","31-Mar-12",2012,"4","Final Four",1,"Kentucky","SEC",69,4,"Louisville","ACC",61,"",-3,8,"1 over 4"
"838","24-Mar-88",1988,"16","Southeast",1,"Oklahoma","B12",108,5,"Louisville","ACC",98,"",-4,10,"1 over 5"
"839","2-Apr-05",2005,"4","Final Four",1,"Illinois","B10",72,4,"Louisville","ACC",57,"",-3,15,"1 over 4"
"840","28-Mar-14",2014,"16","Midwest",8,"Kentucky","SEC",74,4,"Louisville","ACC",69,"",4,5,"8 over 4"
"841","17-Mar-95",1995,"64","Midwest",6,"Memphis","Amer",77,11,"Louisville","ACC",56,"",-5,21,"6 over 11"
"842","17-Mar-90",1990,"32","West",12,"Ball St.","MAC",62,4,"Louisville","ACC",60,"",8,2,"12 over 4"
"843","29-Mar-15",2015,"8","East",7,"Michigan St.","B10",76,4,"Louisville","ACC",70,"1 OT",3,6,"7 over 4"
"844","17-Mar-07",2007,"32","South",3,"Texas A&M","SEC",72,6,"Louisville","ACC",69,"",-3,3,"3 over 6"
"845","11-Mar-99",1999,"64","South",10,"Creighton","BE",62,7,"Louisville","ACC",58,"",3,4,"10 over 7"
"846","19-Mar-17",2017,"32","Midwest",7,"Michigan","B10",73,2,"Louisville","ACC",69,"",5,4,"7 over 2"
"847","24-Mar-94",1994,"16","West",2,"Arizona","P12",82,3,"Louisville","ACC",70,"",-1,12,"2 over 3"
"848","21-Mar-85",1985,"16","East",1,"Georgetown","BE",65,4,"Loyola Chicago","MVC",53,"",-3,12,"1 over 4"
"849","25-Mar-90",1990,"8","West",1,"UNLV","MWC",131,11,"Loyola Marymount","WCC",101,"",-10,30,"1 over 11"
"850","19-Mar-88",1988,"32","West",2,"North Carolina","ACC",123,10,"Loyola Marymount","WCC",97,"",-8,26,"2 over 10"
"851","16-Mar-89",1989,"64","Midwest",5,"Arkansas","SEC",120,12,"Loyola Marymount","WCC",101,"",-7,19,"5 over 12"
"852","15-Mar-12",2012,"64","East",2,"Ohio St.","B10",78,15,"Loyola, Maryland",NA,59,"",-13,19,"2 over 15"
"853","18-Mar-94",1994,"64","West",2,"Arizona","P12",81,15,"Loyola, Maryland",NA,55,"",-13,26,"2 over 15"
"854","21-Mar-92",1992,"32","West",2,"Indiana","B10",89,7,"LSU","SEC",79,"",-5,10,"2 over 7"
"855","17-Mar-90",1990,"32","Southeast",4,"Georgia Tech","ACC",94,5,"LSU","SEC",91,"",-1,3,"4 over 5"
"856","18-Mar-93",1993,"64","Midwest",6,"California","P12",66,11,"LSU","SEC",64,"",-5,2,"6 over 11"
"857","21-Mar-03",2003,"64","South",9,"Purdue","B10",80,8,"LSU","SEC",56,"",1,24,"9 over 8"
"858","18-Mar-88",1988,"64","East",8,"Georgetown","BE",66,9,"LSU","SEC",63,"",-1,3,"8 over 9"
"859","21-Mar-09",2009,"32","South",1,"North Carolina","ACC",84,8,"LSU","SEC",70,"",-7,14,"1 over 8"
"860","17-Mar-89",1989,"64","West",7,"UTEP","CUSA",85,10,"LSU","SEC",74,"",-3,11,"7 over 10"
"861","29-Mar-86",1986,"4","Final Four",2,"Louisville","ACC",88,11,"LSU","SEC",77,"",-9,11,"2 over 11"
"862","1-Apr-06",2006,"4","Final Four",2,"UCLA","P12",59,4,"LSU","SEC",45,"",-2,14,"2 over 4"
"863","15-Mar-85",1985,"64","Southeast",13,"Navy","Pat",78,4,"LSU","SEC",55,"",9,23,"13 over 4"
"864","14-Mar-91",1991,"64","Midwest",11,"Connecticut","Amer",79,6,"LSU","SEC",62,"",5,17,"11 over 6"
"865","17-Mar-05",2005,"64","Midwest",11,"UAB","CUSA",82,6,"LSU","SEC",68,"",5,14,"11 over 6"
"866","23-Mar-00",2000,"16","West",8,"Wisconsin","B10",61,4,"LSU","SEC",48,"",4,13,"8 over 4"
"867","19-Mar-15",2015,"64","East",8,"North Carolina St.","ACC",66,9,"LSU","SEC",65,"",-1,1,"8 over 9"
"868","22-Mar-87",1987,"8","Midwest",1,"Indiana","B10",77,10,"LSU","SEC",76,"",-9,1,"1 over 10"
"869","21-Mar-03",2003,"64","East",3,"Syracuse","ACC",76,14,"Manhattan","MAAC",65,"",-11,11,"3 over 14"
"870","20-Mar-14",2014,"64","Midwest",4,"Louisville","ACC",71,13,"Manhattan","MAAC",64,"",-9,7,"4 over 13"
"871","17-Mar-15",2015,"Play-in","Midwest",16,"Hampton","MEAC",74,16,"Manhattan","MAAC",64,"",0,10,"16 over 16"
"872","20-Mar-04",2004,"32","East",4,"Wake Forest","ACC",84,12,"Manhattan","MAAC",80,"",-8,4,"4 over 12"
"873","19-Mar-93",1993,"64","East",6,"Virginia","ACC",78,11,"Manhattan","MAAC",66,"",-5,12,"6 over 11"
"874","18-Mar-95",1995,"32","Southeast",5,"Arizona St.","P12",64,13,"Manhattan","MAAC",54,"",-8,10,"5 over 13"
"875","13-Mar-87",1987,"64","West",3,"Pittsburgh","ACC",93,14,"Marist","MAAC",68,"",-11,25,"3 over 14"
"876","13-Mar-86",1986,"64","Southeast",2,"Georgia Tech","ACC",68,15,"Marist","MAAC",53,"",-13,15,"2 over 15"
"877","18-Mar-10",2010,"64","East",11,"Washington","P12",80,6,"Marquette","BE",78,"",5,2,"11 over 6"
"878","19-Mar-93",1993,"64","Midwest",5,"Oklahoma St.","B12",74,12,"Marquette","BE",62,"",-7,12,"5 over 12"
"879","5-Apr-03",2003,"4","Final Four",2,"Kansas","B12",94,3,"Marquette","BE",61,"",-1,33,"2 over 3"
"880","30-Mar-13",2013,"8","East",4,"Syracuse","ACC",55,3,"Marquette","BE",39,"",1,16,"4 over 3"
"881","16-Mar-06",2006,"64","West",10,"Alabama","SEC",90,7,"Marquette","BE",85,"",3,5,"10 over 7"
"882","22-Mar-12",2012,"16","West",7,"Florida","SEC",68,3,"Marquette","BE",58,"",4,10,"7 over 3"
"883","14-Mar-97",1997,"64","Southeast",10,"Providence","BE",81,7,"Marquette","BE",59,"",3,22,"10 over 7"
"884","22-Mar-09",2009,"32","West",3,"Missouri","SEC",83,6,"Marquette","BE",79,"",-3,4,"3 over 6"
"885","16-Mar-96",1996,"32","East",12,"Arkansas","SEC",65,4,"Marquette","BE",56,"",8,9,"12 over 4"
"886","22-Mar-08",2008,"32","South",3,"Stanford","P12",82,6,"Marquette","BE",81,"1 OT",-3,1,"3 over 6"
"887","15-Mar-07",2007,"64","East",9,"Michigan St.","B10",61,8,"Marquette","BE",49,"",1,12,"9 over 8"
