Date,Year,Round,Region,wSeed,Winner,WScore,LSeed,Loser,LScore,OT
21-Mar-14,2014,64,East,8,Memphis,71,9,George Washington,66,
21-Mar-14,2014,64,Midwest,1,Wichita St.,64,16,Cal Poly,37,
21-Mar-14,2014,64,Midwest,8,Kentucky,56,9,Kansas St.,49,
21-Mar-04,2004,32,South,5,Illinois,92,4,Cincinnati,68,
27-Mar-04,2004,8,East,2,Oklahoma St.,64,1,Saint Joseph's,62,
21-Mar-14,2014,64,South,2,Kansas,80,15,Eastern Kentucky,69,
21-Mar-14,2014,64,South,4,UCLA,76,13,Tulsa,59,
3-Apr-04,2004,4,Final Four,2,Connecticut,79,1,Duke,78,
3-Apr-04,2004,4,Final Four,3,Georgia Tech,67,2,Oklahoma St.,65,
21-Mar-14,2014,64,West,1,Arizona,68,16,Weber St.,59,
21-Mar-14,2014,64,West,3,Creighton,76,14,Louisiana Lafayette,66,
21-Mar-14,2014,64,West,6,Baylor,74,11,Nebraska,60,
21-Mar-14,2014,64,West,8,Gonzaga,85,9,Oklahoma St.,77,
22-Mar-14,2014,32,East,4,Michigan St.,80,12,Harvard,73,
17-Mar-05,2005,64,Midwest,9,Nevada,61,8,Texas,57,
22-Mar-14,2014,32,Midwest,2,Michigan,79,7,Texas,65,
22-Mar-14,2014,32,Midwest,4,Louisville,66,5,Saint Louis,51,
22-Mar-14,2014,32,South,1,Florida,61,9,Pittsburgh,45,
18-Mar-05,2005,64,East,9,Iowa St.,64,8,Minnesota,53,
22-Mar-14,2014,32,West,2,Wisconsin,85,7,Oregon,77,
22-Mar-14,2014,32,West,4,San Diego St.,63,12,North Dakota St.,44,
23-Mar-14,2014,32,East,1,Virginia,78,8,Memphis,60,
23-Mar-14,2014,32,East,3,Iowa St.,85,6,North Carolina,83,
18-Mar-05,2005,64,South,9,Mississippi St.,93,8,Stanford,70,
23-Mar-14,2014,32,Midwest,11,Tennessee,83,14,Mercer,63,
23-Mar-14,2014,32,South,4,UCLA,77,12,Stephen F. Austin,60,
20-Mar-05,2005,32,East,5,Villanova,76,4,Florida,65,
23-Mar-14,2014,32,West,1,Arizona,84,8,Gonzaga,61,
24-Mar-05,2005,16,Midwest,3,Arizona,79,2,Oklahoma St.,78,
27-Mar-14,2014,16,South,1,Florida,79,4,UCLA,68,
24-Mar-05,2005,16,West,7,West Virginia,65,6,Texas Tech,60,
27-Mar-14,2014,16,West,1,Arizona,70,4,San Diego St.,64,
27-Mar-14,2014,16,West,2,Wisconsin,69,6,Baylor,52,
17-Mar-06,2006,64,West,9,Bucknell,59,8,Arkansas,55,
18-Mar-06,2006,32,East,5,Washington,67,4,Illinois,64,
28-Mar-14,2014,16,Midwest,2,Michigan,73,11,Tennessee,71,
25-Mar-06,2006,8,West,2,UCLA,50,1,Memphis,45,
29-Mar-14,2014,8,South,1,Florida,62,11,Dayton,52,
3-Apr-06,2006,Champ,Championship,3,Florida,73,2,UCLA,57,
15-Mar-07,2007,64,East,9,Michigan St.,61,8,Marquette,49,
15-Mar-07,2007,64,South,9,Xavier,79,8,BYU,77,
16-Mar-07,2007,64,Midwest,9,Purdue,72,8,Arizona,63,
17-Mar-07,2007,32,Midwest,5,Butler,62,4,Maryland,59,
7-Apr-14,2014,Champ,,7,Connecticut,60,8,Kentucky,54,
17-Mar-15,2015,Play-in,Midwest,16,Hampton,74,16,Manhattan,64,
17-Mar-15,2015,Play-in,West,11,Mississippi,94,11,BYU,90,
18-Mar-15,2015,Play-in,East,11,Dayton,56,11,Boise St.,55,
18-Mar-15,2015,Play-in,South,16,Robert Morris,81,16,North Florida,77,
19-Mar-15,2015,64,East,1,Villanova,93,16,Lafayette,52,
19-Mar-15,2015,64,East,8,North Carolina St.,66,9,LSU,65,
19-Mar-15,2015,64,Midwest,1,Kentucky,79,16,Hampton,56,
19-Mar-15,2015,64,Midwest,3,Notre Dame,69,14,Northeastern,65,
19-Mar-15,2015,64,Midwest,6,Butler,56,11,Texas,48,
19-Mar-15,2015,64,Midwest,8,Cincinnati,66,9,Purdue,65,1 OT
19-Mar-15,2015,64,South,4,Georgetown,84,13,Eastern Washington,74,
19-Mar-15,2015,64,South,5,Utah,57,12,Stephen F. Austin,50,
18-Mar-07,2007,32,East,5,USC,87,4,Texas,68,
18-Mar-07,2007,32,South,5,Tennessee,77,4,Virginia,74,
19-Mar-15,2015,64,West,2,Arizona,93,15,Texas Southern,72,
19-Mar-15,2015,64,West,4,North Carolina,67,13,Harvard,65,
19-Mar-15,2015,64,West,5,Arkansas,56,12,Wofford,53,
19-Mar-15,2015,64,West,6,Xavier,76,11,Mississippi,57,
24-Mar-07,2007,8,West,2,UCLA,68,1,Kansas,55,
25-Mar-07,2007,8,East,2,Georgetown,96,1,North Carolina,84,1 OT
20-Mar-15,2015,64,East,2,Virginia,79,15,Belmont,67,
20-Mar-15,2015,64,East,3,Oklahoma,69,14,Albany,60,
20-Mar-15,2015,64,East,4,Louisville,57,13,UC Irvine,55,
20-Mar-15,2015,64,East,5,Northern Iowa,71,12,Wyoming,54,
20-Mar-15,2015,64,East,7,Michigan St.,70,10,Georgia,63,
20-Mar-08,2008,64,West,9,Texas A&M,67,8,BYU,62,
20-Mar-15,2015,64,Midwest,2,Kansas,75,15,New Mexico St.,56,
20-Mar-15,2015,64,Midwest,4,Maryland,65,13,Valparaiso,62,
20-Mar-15,2015,64,Midwest,5,West Virginia,68,12,Buffalo,62,
20-Mar-15,2015,64,Midwest,7,Wichita St.,81,10,Indiana,76,
20-Mar-15,2015,64,South,1,Duke,85,16,Robert Morris,56,
20-Mar-15,2015,64,South,2,Gonzaga,86,15,North Dakota St.,76,
20-Mar-15,2015,64,South,7,Iowa,83,10,Davidson,52,
20-Mar-15,2015,64,South,8,San Diego St.,76,9,St. John's,64,
20-Mar-15,2015,64,West,1,Wisconsin,86,16,Coastal Carolina,72,
20-Mar-15,2015,64,West,8,Oregon,79,9,Oklahoma St.,73,
21-Mar-08,2008,64,East,9,Arkansas,86,8,Indiana,72,
21-Mar-15,2015,32,Midwest,1,Kentucky,64,8,Cincinnati,51,
21-Mar-15,2015,32,Midwest,3,Notre Dame,67,6,Butler,64,1 OT
22-Mar-08,2008,32,South,5,Michigan St.,65,4,Pittsburgh,54,
21-Mar-15,2015,32,South,11,UCLA,92,14,UAB,75,
21-Mar-15,2015,32,West,2,Arizona,73,10,Ohio St.,58,
21-Mar-15,2015,32,West,4,North Carolina,87,5,Arkansas,78,
21-Mar-15,2015,32,West,6,Xavier,75,14,Georgia St.,67,
22-Mar-15,2015,32,East,3,Oklahoma,72,11,Dayton,66,
22-Mar-15,2015,32,East,4,Louisville,66,5,Northern Iowa,53,
27-Mar-08,2008,16,East,3,Louisville,79,2,Tennessee,60,
19-Mar-09,2009,64,West,9,Texas A&M,79,8,BYU,66,
20-Mar-09,2009,64,Midwest,9,Siena,74,8,Ohio St.,72,2 OT
22-Mar-15,2015,32,South,1,Duke,68,8,San Diego St.,49,
22-Mar-15,2015,32,South,2,Gonzaga,87,7,Iowa,69,
22-Mar-15,2015,32,West,1,Wisconsin,72,8,Oregon,65,
26-Mar-15,2015,16,Midwest,1,Kentucky,78,5,West Virginia,39,
26-Mar-15,2015,16,Midwest,3,Notre Dame,81,7,Wichita St.,70,
26-Mar-15,2015,16,West,1,Wisconsin,79,4,North Carolina,72,
26-Mar-15,2015,16,West,2,Arizona,68,6,Xavier,60,
27-Mar-15,2015,16,East,4,Louisville,75,8,North Carolina St.,65,
21-Mar-09,2009,32,West,5,Purdue,76,4,Washington,74,
27-Mar-15,2015,16,South,1,Duke,63,5,Utah,57,
27-Mar-15,2015,16,South,2,Gonzaga,74,11,UCLA,62,
28-Mar-15,2015,8,Midwest,1,Kentucky,68,3,Notre Dame,66,
28-Mar-15,2015,8,West,1,Wisconsin,85,2,Arizona,78,
26-Mar-09,2009,16,East,3,Villanova,77,2,Duke,54,
29-Mar-15,2015,8,South,1,Duke,66,2,Gonzaga,52,
4-Apr-15,2015,4,Final Four,1,Duke,81,7,Michigan St.,61,
4-Apr-15,2015,4,Final Four,1,Wisconsin,71,1,Kentucky,64,
6-Apr-15,2015,Champ,,1,Duke,68,1,Wisconsin,63,
15-Mar-16,2016,Play-in,East,16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,
15-Mar-16,2016,Play-in,South,11,Wichita St.,70,11,Vanderbilt,50,
16-Mar-16,2016,Play-in,East,11,Michigan,67,11,Tulsa,62,
16-Mar-16,2016,Play-in,West,16,Holy Cross,59,16,Southern,55,
17-Mar-16,2016,64,East,1,North Carolina,83,16,Florida Gulf Coast,67,
17-Mar-16,2016,64,East,4,Kentucky,85,13,Stony Brook,57,
17-Mar-16,2016,64,East,5,Indiana,99,12,Chattanooga,74,
26-Mar-09,2009,16,West,3,Missouri,102,2,Memphis,91,
17-Mar-16,2016,64,Midwest,1,Virginia,81,16,Hampton,45,
17-Mar-16,2016,64,Midwest,3,Utah,80,14,Fresno St.,69,
17-Mar-16,2016,64,Midwest,4,Iowa St.,94,13,Iona,81,
29-Mar-09,2009,8,Midwest,2,Michigan St.,64,1,Louisville,52,
4-Apr-09,2009,4,Final Four,2,Michigan St.,82,1,Connecticut,73,
18-Mar-10,2010,64,East,9,Wake Forest,81,8,Texas,80,1 OT
17-Mar-16,2016,64,South,1,Kansas,105,16,Austin Peay,79,
17-Mar-16,2016,64,South,3,Miami FL,79,14,Buffalo,72,
18-Mar-10,2010,64,Midwest,9,Northern Iowa,69,8,UNLV,66,
21-Mar-10,2010,32,Midwest,5,Michigan St.,85,4,Maryland,83,
17-Mar-16,2016,64,West,4,Duke,93,13,UNC Wilmington,85,
27-Mar-10,2010,8,East,2,West Virginia,73,1,Kentucky,66,
18-Mar-16,2016,64,East,2,Xavier,71,15,Weber St.,53,
18-Mar-16,2016,64,East,6,Notre Dame,70,11,Michigan,63,
18-Mar-16,2016,64,East,7,Wisconsin,47,10,Pittsburgh,43,
18-Mar-11,2011,64,Southwest,9,Illinois,73,8,UNLV,62,
20-Mar-11,2011,32,West,5,Arizona,70,4,Texas,69,
24-Mar-11,2011,16,West,3,Connecticut,74,2,San Diego St.,67,
18-Mar-16,2016,64,South,2,Villanova,86,15,UNC Asheville,56,
18-Mar-16,2016,64,South,5,Maryland,79,12,South Dakota St.,74,
18-Mar-16,2016,64,South,7,Iowa,72,10,Temple,70,1 OT
25-Mar-11,2011,16,Southwest,11,VCU,72,10,Florida St.,71,1 OT
18-Mar-16,2016,64,West,1,Oregon,91,16,Holy Cross,52,
18-Mar-16,2016,64,West,2,Oklahoma,82,15,Cal St. Bakersfield,68,
18-Mar-16,2016,64,West,3,Texas A&M,92,14,Green Bay,65,
18-Mar-16,2016,64,West,8,Saint Joseph's,78,9,Cincinnati,76,
16-Mar-12,2012,64,West,9,Saint Louis,61,8,Memphis,54,
18-Mar-12,2012,32,Midwest,13,Ohio,62,12,South Florida,56,
19-Mar-16,2016,32,East,1,North Carolina,85,9,Providence,66,
24-Mar-12,2012,8,East,2,Ohio St.,77,1,Syracuse,70,
19-Mar-16,2016,32,Midwest,1,Virginia,77,9,Butler,69,
19-Mar-16,2016,32,Midwest,4,Iowa St.,78,12,Arkansas Little Rock,61,
25-Mar-12,2012,8,Midwest,2,Kansas,80,1,North Carolina,67,
19-Mar-16,2016,32,South,1,Kansas,73,9,Connecticut,61,
19-Mar-16,2016,32,South,3,Miami FL,65,11,Wichita St.,57,
19-Mar-16,2016,32,West,4,Duke,71,12,Yale,64,
20-Mar-16,2016,32,East,6,Notre Dame,76,14,Stephen F. Austin,75,
21-Mar-13,2013,64,West,9,Wichita St.,73,8,Pittsburgh,55,
20-Mar-16,2016,32,Midwest,10,Syracuse,75,15,Middle Tennessee,50,
20-Mar-16,2016,32,South,2,Villanova,87,7,Iowa,68,
20-Mar-16,2016,32,South,5,Maryland,73,13,Hawaii,60,
20-Mar-16,2016,32,West,1,Oregon,69,8,Saint Joseph's,64,
20-Mar-16,2016,32,West,2,Oklahoma,85,10,VCU,81,
20-Mar-16,2016,32,West,3,Texas A&M,92,11,Northern Iowa,88,2 OT
24-Mar-16,2016,16,South,1,Kansas,79,5,Maryland,63,
24-Mar-16,2016,16,South,2,Villanova,92,3,Miami FL,69,
24-Mar-16,2016,16,West,1,Oregon,82,4,Duke,68,
24-Mar-16,2016,16,West,2,Oklahoma,77,3,Texas A&M,63,
25-Mar-16,2016,16,East,1,North Carolina,101,5,Indiana,86,
25-Mar-16,2016,16,East,6,Notre Dame,61,7,Wisconsin,56,
25-Mar-16,2016,16,Midwest,1,Virginia,84,4,Iowa St.,71,
25-Mar-16,2016,16,Midwest,10,Syracuse,63,11,Gonzaga,60,
22-Mar-13,2013,64,East,9,Temple,76,8,North Carolina St.,72,
24-Mar-13,2013,32,West,13,La Salle,76,12,Mississippi,74,
27-Mar-16,2016,8,East,1,North Carolina,88,6,Notre Dame,74,
28-Mar-13,2013,16,East,3,Marquette,71,2,Miami FL,61,
2-Apr-16,2016,4,Final Four,1,North Carolina,83,10,Syracuse,66,
2-Apr-16,2016,4,Final Four,2,Villanova,95,2,Oklahoma,51,
30-Mar-13,2013,8,East,4,Syracuse,55,3,Marquette,39,
14-Mar-17,2017,Play-in,South,11,Kansas St.,95,11,Wake Forest,88,
14-Mar-17,2017,Play-in,East,16,Mount St. Mary's,67,16,New Orleans,66,
15-Mar-17,2017,Play-in,Midwest,16,UC Davis,67,16,North Carolina Central,63,
15-Mar-17,2017,Play-in,East,11,USC,75,11,Providence,71,
16-Mar-17,2017,64,West,5,Notre Dame,60,12,Princeton,58,
16-Mar-17,2017,64,East,5,Virginia,76,12,UNC Wilmington,71,
16-Mar-17,2017,64,South,4,Butler,76,13,Winthrop,64,
16-Mar-17,2017,64,West,1,Gonzaga,66,16,San Diego St.,46,
16-Mar-17,2017,64,West,4,West Virginia,86,13,Bucknell,80,
16-Mar-17,2017,64,East,4,Florida,80,13,East Tennessee St.,65,
31-Mar-13,2013,8,South,4,Michigan,79,3,Florida,59,
16-Mar-17,2017,64,West,8,Northwestern,68,9,Vanderbilt,66,
20-Mar-14,2014,64,South,9,Pittsburgh,77,8,Colorado,48,
16-Mar-17,2017,64,East,1,Villanova,76,16,Mount St. Mary's,56,
16-Mar-17,2017,64,West,7,Saint Mary's,85,10,VCU,77,
16-Mar-17,2017,64,Midwest,4,Purdue,80,13,Vermont,70,
16-Mar-17,2017,64,West,3,Florida St.,86,14,Florida Gulf Coast,80,
16-Mar-17,2017,64,East,8,Wisconsin,84,9,Virginia Tech,74,
16-Mar-17,2017,64,Midwest,5,Iowa St.,84,12,Nevada,73,
16-Mar-17,2017,64,West,2,Arizona,100,15,North Dakota,82,
17-Mar-17,2017,64,Midwest,7,Michigan,92,10,Oklahoma St.,91,
17-Mar-17,2017,64,East,3,Baylor,91,14,New Mexico St.,73,
17-Mar-17,2017,64,South,8,Arkansas,77,9,Seton Hall,71,
17-Mar-17,2017,64,Midwest,3,Oregon,93,14,Iona,77,
17-Mar-17,2017,64,Midwest,2,Louisville,78,15,Jacksonville St.,63,
27-Mar-14,2014,16,South,11,Dayton,82,10,Stanford,72,
17-Mar-17,2017,64,South,1,North Carolina,103,16,Texas Southern,64,
29-Mar-14,2014,8,West,2,Wisconsin,64,1,Arizona,63,1 OT
17-Mar-17,2017,64,Midwest,1,Kansas,100,16,UC Davis,62,
21-Mar-15,2015,32,South,5,Utah,75,4,Georgetown,64,
17-Mar-17,2017,64,East,2,Duke,87,15,Troy,65,
17-Mar-17,2017,64,South,6,Cincinnati,75,11,Kansas St.,61,
22-Mar-15,2015,32,Midwest,5,West Virginia,69,4,Maryland,59,
17-Mar-17,2017,64,East,7,South Carolina,93,10,Marquette,73,
17-Mar-17,2017,64,South,3,UCLA,97,14,Kent St.,80,
17-Mar-17,2017,64,South,2,Kentucky,79,15,Northern Kentucky,70,
18-Mar-17,2017,32,West,4,West Virginia,83,5,Notre Dame,71,
17-Mar-16,2016,64,East,9,Providence,70,8,USC,69,
18-Mar-17,2017,32,West,1,Gonzaga,79,8,Northwestern,73,
17-Mar-16,2016,64,Midwest,9,Butler,71,8,Texas Tech,61,
18-Mar-17,2017,32,South,4,Butler,74,12,Middle Tennessee,65,
18-Mar-17,2017,32,West,2,Arizona,69,7,Saint Mary's,60,
18-Mar-17,2017,32,East,4,Florida,65,5,Virginia,39,
18-Mar-17,2017,32,Midwest,4,Purdue,80,5,Iowa St.,76,
17-Mar-16,2016,64,South,9,Connecticut,74,8,Colorado,67,
19-Mar-17,2017,32,South,2,Kentucky,65,10,Wichita St.,62,
19-Mar-17,2017,32,Midwest,1,Kansas,90,9,Michigan St.,70,
19-Mar-17,2017,32,South,1,North Carolina,72,8,Arkansas,65,
19-Mar-17,2017,32,Midwest,3,Oregon,75,11,Rhode Island,72,
19-Mar-17,2017,32,East,3,Baylor,82,11,USC,78,
19-Mar-16,2016,32,East,5,Indiana,73,4,Kentucky,67,
19-Mar-17,2017,32,South,3,UCLA,79,6,Cincinnati,67,
23-Mar-17,2017,16,Midwest,3,Oregon,69,7,Michigan,68,
23-Mar-17,2017,16,West,1,Gonzaga,61,4,West Virginia,58,
23-Mar-17,2017,16,Midwest,1,Kansas,98,4,Purdue,66,
26-Mar-16,2016,8,South,2,Villanova,64,1,Kansas,59,
24-Mar-17,2017,16,South,1,North Carolina,92,4,Butler,80,
26-Mar-16,2016,8,West,2,Oklahoma,80,1,Oregon,68,
24-Mar-17,2017,16,South,2,Kentucky,86,3,UCLA,75,
24-Mar-17,2017,16,East,4,Florida,84,8,Wisconsin,83,1 OT
25-Mar-17,2017,8,West,1,Gonzaga,83,11,Xavier,59,
4-Apr-16,2016,Champ,,2,Villanova,77,1,North Carolina,74,
17-Mar-17,2017,64,Midwest,9,Michigan St.,78,8,Miami FL,58,
26-Mar-17,2017,8,South,1,North Carolina,75,2,Kentucky,73,
1-Apr-17,2017,4,,1,Gonzaga,77,7,South Carolina,73,
1-Apr-17,2017,4,,1,North Carolina,77,3,Oregon,76,
3-Apr-17,2017,Champ,,1,North Carolina,71,1,Gonzaga,65,
