Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT,SeD,ScD,Upset
724,15-Mar-96,1996,64,Midwest,6,Louisville,ACC,82,11,Tulsa,Amer,80,1 OT,-5,2,6 over 11
725,15-Mar-96,1996,64,West,3,Arizona,P12,90,14,Valparaiso,Horz,51,,-11,39,3 over 14
726,16-Mar-96,1996,32,West,4,Syracuse,ACC,69,12,Drexel,CAA,58,,-8,11,4 over 12
727,16-Mar-96,1996,32,Southeast,1,Connecticut,Amer,95,9,Eastern Michigan,MAC,81,,-8,14,1 over 9
728,16-Mar-96,1996,32,Midwest,4,Utah,P12,73,5,Iowa St.,B12,67,,-1,6,4 over 5
729,16-Mar-96,1996,32,East,12,Arkansas,SEC,65,4,Marquette,BE,56,,8,9,12 over 4
730,16-Mar-96,1996,32,Southeast,5,Mississippi St.,SEC,63,13,Princeton,Ivy,41,,-8,22,5 over 13
731,16-Mar-96,1996,32,West,8,Georgia,SEC,76,1,Purdue,B10,69,,7,7,8 over 1
732,16-Mar-96,1996,32,East,1,Massachusetts,A10,79,9,Stanford,P12,74,,-8,5,1 over 9
733,16-Mar-96,1996,32,Midwest,1,Kentucky,SEC,84,9,Virginia Tech,ACC,60,,-8,24,1 over 9
734,17-Mar-96,1996,32,Southeast,3,Georgia Tech,ACC,103,11,Boston College,ACC,89,,-8,14,3 over 11
735,17-Mar-96,1996,32,West,3,Arizona,P12,87,6,Iowa,B10,73,,-3,14,3 over 6
736,17-Mar-96,1996,32,East,2,Georgetown,BE,73,7,New Mexico,MWC,62,,-5,11,2 over 7
737,17-Mar-96,1996,32,East,3,Texas Tech,B12,92,6,North Carolina,ACC,73,,-3,19,3 over 6
738,17-Mar-96,1996,32,West,2,Kansas,B12,76,10,Santa Clara,WCC,51,,-8,25,2 over 10
739,17-Mar-96,1996,32,Southeast,2,Cincinnati,Amer,78,7,Temple,Amer,65,,-5,13,2 over 7
740,17-Mar-96,1996,32,Midwest,2,Wake Forest,ACC,65,10,Texas,B12,62,,-8,3,2 over 10
741,17-Mar-96,1996,32,Midwest,6,Louisville,ACC,68,3,Villanova,BE,64,,3,4,6 over 3
742,21-Mar-96,1996,16,East,1,Massachusetts,A10,79,12,Arkansas,SEC,63,,-11,16,1 over 12
743,21-Mar-96,1996,16,Midwest,2,Wake Forest,ACC,60,6,Louisville,ACC,59,,-4,1,2 over 6
744,21-Mar-96,1996,16,East,2,Georgetown,BE,98,3,Texas Tech,B12,90,,-1,8,2 over 3
745,21-Mar-96,1996,16,Midwest,1,Kentucky,SEC,101,4,Utah,P12,70,,-3,31,1 over 4
746,22-Mar-96,1996,16,West,2,Kansas,B12,83,3,Arizona,P12,80,,-1,3,2 over 3
747,22-Mar-96,1996,16,Southeast,5,Mississippi St.,SEC,60,1,Connecticut,Amer,55,,4,5,5 over 1
748,22-Mar-96,1996,16,West,4,Syracuse,ACC,83,8,Georgia,SEC,81,1 OT,-4,2,4 over 8
749,22-Mar-96,1996,16,Southeast,2,Cincinnati,Amer,87,3,Georgia Tech,ACC,70,,-1,17,2 over 3
750,23-Mar-96,1996,8,East,1,Massachusetts,A10,86,2,Georgetown,BE,62,,-1,24,1 over 2
751,23-Mar-96,1996,8,Midwest,1,Kentucky,SEC,83,2,Wake Forest,ACC,63,,-1,20,1 over 2
752,24-Mar-96,1996,8,Southeast,5,Mississippi St.,SEC,73,2,Cincinnati,Amer,63,,3,10,5 over 2
753,24-Mar-96,1996,8,West,4,Syracuse,ACC,60,2,Kansas,B12,57,,2,3,4 over 2
754,30-Mar-96,1996,4,Final Four,1,Kentucky,SEC,81,1,Massachusetts,A10,74,,0,7,1 over 1
755,30-Mar-96,1996,4,Final Four,4,Syracuse,ACC,77,5,Mississippi St.,SEC,69,,-1,8,4 over 5
756,1-Apr-96,1996,Champ,Championship,1,Kentucky,SEC,76,4,Syracuse,ACC,67,,-3,9,1 over 4
757,13-Mar-97,1997,64,Midwest,3,Cincinnati,Amer,86,14,Butler,BE,69,,-11,17,3 over 14
758,13-Mar-97,1997,64,Midwest,2,UCLA,P12,109,15,Charleston Southern,BSth,75,,-13,34,2 over 15
759,13-Mar-97,1997,64,East,1,North Carolina,ACC,82,16,Fairfield,MAAC,74,,-15,8,1 over 16
760,13-Mar-97,1997,64,Midwest,6,Iowa St.,B12,69,11,Illinois St.,MVC,57,,-5,12,6 over 11
761,13-Mar-97,1997,64,East,9,Colorado,P12,80,8,Indiana,B10,62,,1,18,9 over 8
762,13-Mar-97,1997,64,Southeast,1,Kansas,B12,78,16,Jackson St.,SWAC,64,,-15,14,1 over 16
763,13-Mar-97,1997,64,East,4,Villanova,BE,101,13,Long Island Brooklyn,NA,91,,-9,10,4 over 13
764,13-Mar-97,1997,64,Southeast,12,Charleston Southern,BSth,75,5,Maryland,B10,66,,7,9,12 over 5
765,13-Mar-97,1997,64,West,1,Kentucky,SEC,92,16,Montana,BSky,54,,-15,38,1 over 16
766,13-Mar-97,1997,64,West,4,Saint Joseph's,A10,75,13,Pacific,WCC,65,,-9,10,4 over 13
767,13-Mar-97,1997,64,East,5,California,P12,55,12,Princeton,Ivy,52,,-7,3,5 over 12
768,13-Mar-97,1997,64,Southeast,8,Purdue,B10,83,9,Rhode Island,A10,76,1 OT,-1,7,8 over 9
769,13-Mar-97,1997,64,Southeast,4,Arizona,P12,65,13,South Alabama,SB,57,,-9,8,4 over 13
770,13-Mar-97,1997,64,West,5,Boston College,ACC,73,12,Valparaiso,Horz,66,,-7,7,5 over 12
771,13-Mar-97,1997,64,Midwest,7,Xavier,BE,80,10,Vanderbilt,SEC,68,,-3,12,7 over 10
772,13-Mar-97,1997,64,West,8,Iowa,B10,73,9,Virginia,ACC,60,,-1,13,8 over 9
773,14-Mar-97,1997,64,Midwest,5,Tulsa,Amer,81,12,Boston University,Pat,52,,-7,29,5 over 12
774,14-Mar-97,1997,64,West,7,Charlotte,CUSA,79,10,Georgetown,BE,67,,-3,12,7 over 10
775,14-Mar-97,1997,64,Southeast,14,Chattanooga,SC,73,3,Georgia,SEC,70,,11,3,14 over 3
776,14-Mar-97,1997,64,Southeast,10,Providence,BE,81,7,Marquette,BE,59,,3,22,10 over 7
777,14-Mar-97,1997,64,East,6,Louisville,ACC,65,11,Massachusetts,A10,57,,-5,8,6 over 11
778,14-Mar-97,1997,64,Midwest,4,Clemson,ACC,68,13,Miami OH,MAC,56,,-9,12,4 over 13
779,14-Mar-97,1997,64,Midwest,9,Temple,Amer,62,8,Mississippi,SEC,40,,1,22,9 over 8
780,14-Mar-97,1997,64,Southeast,2,Duke,ACC,81,15,Murray St.,OVC,78,,-13,3,2 over 15
781,14-Mar-97,1997,64,West,2,Utah,P12,75,15,Navy,Pat,61,,-13,14,2 over 15
782,14-Mar-97,1997,64,West,6,Stanford,P12,80,11,Oklahoma,B12,67,,-5,13,6 over 11
783,14-Mar-97,1997,64,East,3,New Mexico,MWC,59,14,Old Dominion,CUSA,55,,-11,4,3 over 14
784,14-Mar-97,1997,64,West,3,Wake Forest,ACC,68,14,Saint Mary's,WCC,46,,-11,22,3 over 14
785,14-Mar-97,1997,64,East,15,Coppin St.,MEAC,78,2,South Carolina,SEC,65,,13,13,15 over 2
786,14-Mar-97,1997,64,Midwest,1,Minnesota,B10,78,16,Texas St.,SB,46,,-15,32,1 over 16
787,14-Mar-97,1997,64,Southeast,6,Illinois,B10,90,11,USC,P12,77,,-5,13,6 over 11
788,14-Mar-97,1997,64,East,10,Texas,B12,71,7,Wisconsin,B10,58,,3,13,10 over 7
789,15-Mar-97,1997,32,West,4,Saint Joseph's,A10,81,5,Boston College,ACC,77,1 OT,-1,4,4 over 5
790,15-Mar-97,1997,32,Southeast,4,Arizona,P12,73,12,Charleston Southern,BSth,69,,-8,4,4 over 12
791,15-Mar-97,1997,32,Midwest,6,Iowa St.,B12,67,3,Cincinnati,Amer,66,,3,1,6 over 3
792,15-Mar-97,1997,32,East,1,North Carolina,ACC,73,9,Colorado,P12,56,,-8,17,1 over 9
793,15-Mar-97,1997,32,West,1,Kentucky,SEC,75,8,Iowa,B10,69,,-7,6,1 over 8
794,15-Mar-97,1997,32,Southeast,1,Kansas,B12,75,8,Purdue,B10,61,,-7,14,1 over 8
795,15-Mar-97,1997,32,East,5,California,P12,75,4,Villanova,BE,68,,1,7,5 over 4
796,15-Mar-97,1997,32,Midwest,2,UCLA,P12,96,7,Xavier,BE,83,,-5,13,2 over 7
797,16-Mar-97,1997,32,West,2,Utah,P12,77,7,Charlotte,CUSA,58,,-5,19,2 over 7
798,16-Mar-97,1997,32,East,10,Texas,B12,82,15,Coppin St.,MEAC,81,,-5,1,10 over 15
799,16-Mar-97,1997,32,Southeast,10,Providence,BE,98,2,Duke,ACC,87,,8,11,10 over 2
800,16-Mar-97,1997,32,Southeast,14,Chattanooga,SC,75,6,Illinois,B10,63,,8,12,14 over 6
801,16-Mar-97,1997,32,East,6,Louisville,ACC,64,3,New Mexico,MWC,63,,3,1,6 over 3
802,16-Mar-97,1997,32,Midwest,1,Minnesota,B10,76,9,Temple,Amer,57,,-8,19,1 over 9
803,16-Mar-97,1997,32,Midwest,4,Clemson,ACC,65,5,Tulsa,Amer,59,,-1,6,4 over 5
804,16-Mar-97,1997,32,West,6,Stanford,P12,72,3,Wake Forest,ACC,66,,3,6,6 over 3
805,20-Mar-97,1997,16,Midwest,1,Minnesota,B10,90,4,Clemson,ACC,84,2 OT,-3,6,1 over 4
806,20-Mar-97,1997,16,Midwest,2,UCLA,P12,74,6,Iowa St.,B12,73,1 OT,-4,1,2 over 6
807,20-Mar-97,1997,16,West,1,Kentucky,SEC,83,4,Saint Joseph's,A10,68,,-3,15,1 over 4
808,20-Mar-97,1997,16,West,2,Utah,P12,82,6,Stanford,P12,77,1 OT,-4,5,2 over 6
809,21-Mar-97,1997,16,East,1,North Carolina,ACC,73,5,California,P12,67,,-4,6,1 over 5
810,21-Mar-97,1997,16,Southeast,10,Providence,BE,71,14,Chattanooga,SC,65,,-4,6,10 over 14
811,21-Mar-97,1997,16,Southeast,4,Arizona,P12,85,1,Kansas,B12,82,,3,3,4 over 1
812,21-Mar-97,1997,16,East,6,Louisville,ACC,78,10,Texas,B12,63,,-4,15,6 over 10
813,22-Mar-97,1997,8,Midwest,1,Minnesota,B10,80,2,UCLA,P12,72,,-1,8,1 over 2
814,22-Mar-97,1997,8,West,1,Kentucky,SEC,72,2,Utah,P12,59,,-1,13,1 over 2
815,23-Mar-97,1997,8,East,1,North Carolina,ACC,97,6,Louisville,ACC,74,,-5,23,1 over 6
816,23-Mar-97,1997,8,Southeast,4,Arizona,P12,96,10,Providence,BE,92,1 OT,-6,4,4 over 10
817,29-Mar-97,1997,4,Final Four,1,Kentucky,SEC,78,1,Minnesota,B10,69,,0,9,1 over 1
818,29-Mar-97,1997,4,Final Four,4,Arizona,P12,66,1,North Carolina,ACC,58,,3,8,4 over 1
819,31-Mar-97,1997,Champ,Championship,4,Arizona,P12,84,1,Kentucky,SEC,79,1 OT,3,5,4 over 1
820,12-Mar-98,1998,64,East,4,Michigan St.,B10,83,13,Eastern Michigan,MAC,71,,-9,12,4 over 13
821,12-Mar-98,1998,64,East,2,Connecticut,Amer,93,15,Fairleigh Dickinson,NEC,85,,-13,8,2 over 15
822,12-Mar-98,1998,64,East,8,Charlotte,CUSA,77,9,Illinois Chicago,Horz,62,,-1,15,8 over 9
823,12-Mar-98,1998,64,East,1,North Carolina,ACC,88,16,Navy,Pat,52,,-15,36,1 over 16
824,12-Mar-98,1998,64,West,6,Arkansas,SEC,74,11,Nebraska,B10,65,,-5,9,6 over 11
825,12-Mar-98,1998,64,West,1,Arizona,P12,99,16,Nicholls St.,Slnd,60,,-15,39,1 over 16
826,12-Mar-98,1998,64,West,2,Cincinnati,Amer,65,15,Northern Arizona,BSky,62,,-13,3,2 over 15
827,12-Mar-98,1998,64,East,7,Indiana,B10,94,10,Oklahoma,B12,87,1 OT,-3,7,7 over 10
828,12-Mar-98,1998,64,West,3,Utah,P12,85,14,San Francisco,WCC,68,,-11,17,3 over 14
829,12-Mar-98,1998,64,West,5,Illinois,B10,64,12,South Alabama,SB,51,,-7,13,5 over 12
830,12-Mar-98,1998,64,East,14,Richmond,A10,62,3,South Carolina,SEC,61,,11,1,14 over 3
831,12-Mar-98,1998,64,West,10,West Virginia,B12,82,7,Temple,Amer,52,,3,30,10 over 7
832,12-Mar-98,1998,64,West,9,Illinois St.,MVC,82,8,Tennessee,SEC,81,1 OT,1,1,9 over 8
833,12-Mar-98,1998,64,East,5,Princeton,Ivy,69,12,UNLV,MWC,57,,-7,12,5 over 12
834,12-Mar-98,1998,64,West,4,Maryland,B10,82,13,Utah St.,MWC,68,,-9,14,4 over 13
835,12-Mar-98,1998,64,East,11,Washington,P12,69,6,Xavier,BE,68,,5,1,11 over 6
836,13-Mar-98,1998,64,South,4,New Mexico,MWC,79,13,Butler,BE,62,,-9,17,4 over 13
837,13-Mar-98,1998,64,Midwest,3,Stanford,P12,67,14,Charleston Southern,BSth,57,,-11,10,3 over 14
838,13-Mar-98,1998,64,Midwest,11,Western Michigan,MAC,75,6,Clemson,ACC,72,,5,3,11 over 6
839,13-Mar-98,1998,64,South,3,Michigan,B10,80,14,Davidson,A10,61,,-11,19,3 over 14
840,13-Mar-98,1998,64,Midwest,2,Purdue,B10,95,15,Delaware,CAA,56,,-13,39,2 over 15
841,13-Mar-98,1998,64,South,8,Oklahoma St.,B12,74,9,George Washington,A10,59,,-1,15,8 over 9
842,13-Mar-98,1998,64,South,5,Syracuse,ACC,63,12,Iona,MAAC,61,,-7,2,5 over 12
843,13-Mar-98,1998,64,South,10,Saint Louis,A10,51,7,Massachusetts,A10,46,,3,5,10 over 7
844,13-Mar-98,1998,64,South,6,UCLA,P12,65,11,Miami FL,ACC,62,,-5,3,6 over 11
845,13-Mar-98,1998,64,Midwest,13,Valparaiso,Horz,70,4,Mississippi,SEC,69,,9,1,13 over 4
846,13-Mar-98,1998,64,Midwest,8,Rhode Island,A10,97,9,Murray St.,OVC,74,,-1,23,8 over 9
847,13-Mar-98,1998,64,Midwest,1,Kansas,B12,110,16,Prairie View,NA,52,,-15,58,1 over 16
848,13-Mar-98,1998,64,South,1,Duke,ACC,99,16,Radford,BSth,63,,-15,36,1 over 16
849,13-Mar-98,1998,64,South,2,Kentucky,SEC,82,15,South Carolina St.,MEAC,67,,-13,15,2 over 15
850,13-Mar-98,1998,64,Midwest,10,Detroit,Horz,66,7,St. John's,BE,64,,3,2,10 over 7
851,13-Mar-98,1998,64,Midwest,12,Florida St.,ACC,96,5,TCU,B12,87,,7,9,12 over 5
852,14-Mar-98,1998,32,West,3,Utah,P12,75,6,Arkansas,SEC,69,,-3,6,3 over 6
853,14-Mar-98,1998,32,East,1,North Carolina,ACC,93,8,Charlotte,CUSA,83,1 OT,-7,10,1 over 8
854,14-Mar-98,1998,32,West,10,West Virginia,B12,75,2,Cincinnati,Amer,74,,8,1,10 over 2
855,14-Mar-98,1998,32,West,4,Maryland,B10,67,5,Illinois,B10,61,,-1,6,4 over 5
856,14-Mar-98,1998,32,West,1,Arizona,P12,82,9,Illinois St.,MVC,49,,-8,33,1 over 9
857,14-Mar-98,1998,32,East,2,Connecticut,Amer,78,7,Indiana,B10,68,,-5,10,2 over 7
858,14-Mar-98,1998,32,East,4,Michigan St.,B10,63,5,Princeton,Ivy,56,,-1,7,4 over 5
859,14-Mar-98,1998,32,East,11,Washington,P12,87,14,Richmond,A10,66,,-3,21,11 over 14
860,15-Mar-98,1998,32,Midwest,2,Purdue,B10,80,10,Detroit,Horz,65,,-8,15,2 over 10
861,15-Mar-98,1998,32,Midwest,13,Valparaiso,Horz,83,12,Florida St.,ACC,77,1 OT,1,6,13 over 12
862,15-Mar-98,1998,32,Midwest,8,Rhode Island,A10,80,1,Kansas,B12,75,,7,5,8 over 1
863,15-Mar-98,1998,32,South,6,UCLA,P12,85,3,Michigan,B10,82,,3,3,6 over 3
864,15-Mar-98,1998,32,South,5,Syracuse,ACC,56,4,New Mexico,MWC,46,,1,10,5 over 4
865,15-Mar-98,1998,32,South,1,Duke,ACC,79,8,Oklahoma St.,B12,73,,-7,6,1 over 8
866,15-Mar-98,1998,32,South,2,Kentucky,SEC,88,10,Saint Louis,A10,61,,-8,27,2 over 10
867,15-Mar-98,1998,32,Midwest,3,Stanford,P12,83,11,Western Michigan,MAC,65,,-8,18,3 over 11
868,19-Mar-98,1998,16,West,1,Arizona,P12,87,4,Maryland,B10,79,,-3,8,1 over 4
869,19-Mar-98,1998,16,East,1,North Carolina,ACC,73,4,Michigan St.,B10,58,,-3,15,1 over 4
870,19-Mar-98,1998,16,East,2,Connecticut,Amer,75,11,Washington,P12,74,,-9,1,2 over 11
871,19-Mar-98,1998,16,West,3,Utah,P12,65,10,West Virginia,B12,62,,-7,3,3 over 10
872,20-Mar-98,1998,16,Midwest,3,Stanford,P12,67,2,Purdue,B10,59,,1,8,3 over 2
873,20-Mar-98,1998,16,South,1,Duke,ACC,80,5,Syracuse,ACC,67,,-4,13,1 over 5
874,20-Mar-98,1998,16,South,2,Kentucky,SEC,94,6,UCLA,P12,68,,-4,26,2 over 6
875,20-Mar-98,1998,16,Midwest,8,Rhode Island,A10,74,13,Valparaiso,Horz,68,,-5,6,8 over 13
876,21-Mar-98,1998,8,West,3,Utah,P12,76,1,Arizona,P12,51,,2,25,3 over 1
877,21-Mar-98,1998,8,East,1,North Carolina,ACC,75,2,Connecticut,Amer,64,,-1,11,1 over 2
878,22-Mar-98,1998,8,South,2,Kentucky,SEC,86,1,Duke,ACC,84,,1,2,2 over 1
879,22-Mar-98,1998,8,Midwest,3,Stanford,P12,79,8,Rhode Island,A10,77,,-5,2,3 over 8
880,28-Mar-98,1998,4,Final Four,3,Utah,P12,65,1,North Carolina,ACC,59,,2,6,3 over 1
881,28-Mar-98,1998,4,Final Four,2,Kentucky,SEC,86,3,Stanford,P12,85,1 OT,-1,1,2 over 3
882,30-Mar-98,1998,Champ,Championship,2,Kentucky,SEC,78,3,Utah,P12,69,,-1,9,2 over 3
883,11-Mar-99,1999,64,West,2,Stanford,P12,69,15,Alcorn St.,SWAC,57,,-13,12,2 over 15
884,11-Mar-99,1999,64,South,6,Indiana,B10,108,11,George Washington,A10,88,,-5,20,6 over 11
885,11-Mar-99,1999,64,South,10,Creighton,BE,62,7,Louisville,ACC,58,,3,4,10 over 7
886,11-Mar-99,1999,64,West,10,Gonzaga,WCC,75,7,Minnesota,B10,63,,3,12,10 over 7
887,11-Mar-99,1999,64,West,9,New Mexico,MWC,61,8,Missouri,SEC,59,,1,2,9 over 8
888,11-Mar-99,1999,64,South,4,Ohio St.,B10,72,13,Murray St.,OVC,58,,-9,14,4 over 13
889,11-Mar-99,1999,64,West,14,Weber St.,BSky,76,3,North Carolina,ACC,74,,11,2,14 over 3
890,11-Mar-99,1999,64,West,6,Florida,SEC,75,11,Penn,Ivy,61,,-5,14,6 over 11
891,11-Mar-99,1999,64,South,3,St. John's,BE,69,14,Samford,SC,43,,-11,26,3 over 14
892,11-Mar-99,1999,64,West,4,Arkansas,SEC,94,13,Siena,MAAC,80,,-9,14,4 over 13
893,11-Mar-99,1999,64,South,9,Oklahoma St.,B12,69,8,Syracuse,ACC,61,,1,8,9 over 8
894,11-Mar-99,1999,64,West,5,Iowa,B10,77,12,UAB,CUSA,64,,-7,13,5 over 12
895,11-Mar-99,1999,64,South,12,Detroit,Horz,56,5,UCLA,P12,53,,7,3,12 over 5
896,11-Mar-99,1999,64,West,1,Connecticut,Amer,91,16,UTSA,CUSA,66,,-15,25,1 over 16
897,11-Mar-99,1999,64,South,2,Maryland,B10,82,15,Valparaiso,Horz,60,,-13,22,2 over 15
898,11-Mar-99,1999,64,South,1,Auburn,SEC,80,16,Winthrop,BSth,41,,-15,39,1 over 16
899,12-Mar-99,1999,64,Midwest,13,Oklahoma,B12,61,4,Arizona,P12,60,,9,1,13 over 4
900,12-Mar-99,1999,64,Midwest,2,Utah,P12,80,15,Arkansas St.,SB,58,,-13,22,2 over 15
901,12-Mar-99,1999,64,East,9,Tulsa,Amer,62,8,Charleston Southern,BSth,53,,1,9,9 over 8
902,12-Mar-99,1999,64,East,4,Tennessee,SEC,62,13,Delaware,CAA,52,,-9,10,4 over 13
903,12-Mar-99,1999,64,Midwest,6,Kansas,B12,95,11,Evansville,MVC,74,,-5,21,6 over 11
904,12-Mar-99,1999,64,East,1,Duke,ACC,99,16,Florida A&M,MEAC,58,,-15,41,1 over 16
905,12-Mar-99,1999,64,East,3,Cincinnati,Amer,72,14,George Mason,A10,48,,-11,24,3 over 14
906,12-Mar-99,1999,64,East,6,Temple,Amer,61,11,Kent St.,MAC,54,,-5,7,6 over 11
907,12-Mar-99,1999,64,East,2,Miami FL,ACC,75,15,Lafayette,Pat,54,,-13,21,2 over 15
908,12-Mar-99,1999,64,Midwest,1,Michigan St.,B10,76,16,Mount St. Mary's,NEC,53,,-15,23,1 over 16
909,12-Mar-99,1999,64,Midwest,3,Kentucky,SEC,82,14,New Mexico St.,WAC,60,,-11,22,3 over 14
910,12-Mar-99,1999,64,Midwest,5,Charlotte,CUSA,81,12,Rhode Island,A10,70,1 OT,-7,11,5 over 12
911,12-Mar-99,1999,64,East,10,Purdue,B10,58,7,Texas,B12,54,,3,4,10 over 7
912,12-Mar-99,1999,64,Midwest,9,Mississippi,SEC,72,8,Villanova,BE,70,,1,2,9 over 8
913,12-Mar-99,1999,64,Midwest,10,Miami OH,MAC,59,7,Washington,P12,58,,3,1,10 over 7
914,12-Mar-99,1999,64,East,12,Missouri St.,MVC,43,5,Wisconsin,B10,32,,7,11,12 over 5
915,13-Mar-99,1999,32,West,5,Iowa,B10,82,4,Arkansas,SEC,72,,1,10,5 over 4
916,13-Mar-99,1999,32,South,2,Maryland,B10,75,10,Creighton,BE,63,,-8,12,2 over 10
917,13-Mar-99,1999,32,South,4,Ohio St.,B10,75,12,Detroit,Horz,44,,-8,31,4 over 12
918,13-Mar-99,1999,32,South,3,St. John's,BE,86,6,Indiana,B10,61,,-3,25,3 over 6
919,13-Mar-99,1999,32,West,1,Connecticut,Amer,78,9,New Mexico,MWC,56,,-8,22,1 over 9
920,13-Mar-99,1999,32,South,1,Auburn,SEC,81,9,Oklahoma St.,B12,74,,-8,7,1 over 9
921,13-Mar-99,1999,32,West,10,Gonzaga,WCC,82,2,Stanford,P12,74,,8,8,10 over 2
922,13-Mar-99,1999,32,West,6,Florida,SEC,82,14,Weber St.,BSky,74,1 OT,-8,8,6 over 14
923,14-Mar-99,1999,32,Midwest,13,Oklahoma,B12,85,5,Charlotte,CUSA,72,,8,13,13 over 5
924,14-Mar-99,1999,32,East,6,Temple,Amer,64,3,Cincinnati,Amer,54,,3,10,6 over 3
925,14-Mar-99,1999,32,Midwest,3,Kentucky,SEC,92,6,Kansas,B12,88,1 OT,-3,4,3 over 6
926,14-Mar-99,1999,32,East,10,Purdue,B10,73,2,Miami FL,ACC,63,,8,10,10 over 2
927,14-Mar-99,1999,32,Midwest,1,Michigan St.,B10,74,9,Mississippi,SEC,66,,-8,8,1 over 9
928,14-Mar-99,1999,32,East,12,Missouri St.,MVC,81,4,Tennessee,SEC,51,,8,30,12 over 4
929,14-Mar-99,1999,32,East,1,Duke,ACC,97,9,Tulsa,Amer,56,,-8,41,1 over 9
930,14-Mar-99,1999,32,Midwest,10,Miami OH,MAC,66,2,Utah,P12,58,,8,8,10 over 2
931,18-Mar-99,1999,16,South,4,Ohio St.,B10,72,1,Auburn,SEC,64,,3,8,4 over 1
932,18-Mar-99,1999,16,West,10,Gonzaga,WCC,73,6,Florida,SEC,72,,4,1,10 over 6
933,18-Mar-99,1999,16,West,1,Connecticut,Amer,78,5,Iowa,B10,68,,-4,10,1 over 5
934,18-Mar-99,1999,16,South,3,St. John's,BE,76,2,Maryland,B10,62,,1,14,3 over 2
935,19-Mar-99,1999,16,Midwest,3,Kentucky,SEC,58,10,Miami OH,MAC,43,,-7,15,3 over 10
936,19-Mar-99,1999,16,East,1,Duke,ACC,78,12,Missouri St.,MVC,61,,-11,17,1 over 12
937,19-Mar-99,1999,16,Midwest,1,Michigan St.,B10,54,13,Oklahoma,B12,46,,-12,8,1 over 13
938,19-Mar-99,1999,16,East,6,Temple,Amer,77,10,Purdue,B10,55,,-4,22,6 over 10
939,20-Mar-99,1999,8,West,1,Connecticut,Amer,67,10,Gonzaga,WCC,62,,-9,5,1 over 10
940,20-Mar-99,1999,8,South,4,Ohio St.,B10,77,3,St. John's,BE,74,,1,3,4 over 3
941,21-Mar-99,1999,8,Midwest,1,Michigan St.,B10,73,3,Kentucky,SEC,66,,-2,7,1 over 3
942,21-Mar-99,1999,8,East,1,Duke,ACC,85,6,Temple,Amer,64,,-5,21,1 over 6
943,27-Mar-99,1999,4,Final Four,1,Duke,ACC,68,1,Michigan St.,B10,62,,0,6,1 over 1
944,27-Mar-99,1999,4,Final Four,1,Connecticut,Amer,64,4,Ohio St.,B10,58,,-3,6,1 over 4
945,29-Mar-99,1999,Champ,Championship,1,Connecticut,Amer,77,1,Duke,ACC,74,,0,3,1 over 1
946,16-Mar-00,2000,64,Midwest,6,UCLA,P12,65,11,Ball St.,MAC,57,,-5,8,6 over 11
947,16-Mar-00,2000,64,Midwest,2,Iowa St.,B12,88,15,Central Connecticut,NEC,78,,-13,10,2 over 15
948,16-Mar-00,2000,64,Midwest,7,Auburn,SEC,72,10,Creighton,BE,69,,-3,3,7 over 10
949,16-Mar-00,2000,64,West,6,Purdue,B10,62,11,Dayton,A10,61,,-5,1,6 over 11
950,16-Mar-00,2000,64,West,8,Wisconsin,B10,66,9,Fresno St.,MWC,56,,-1,10,8 over 9
951,16-Mar-00,2000,64,West,5,Texas,B12,77,12,Indiana St.,MVC,61,,-7,16,5 over 12
952,16-Mar-00,2000,64,Midwest,3,Maryland,B10,74,14,Iona,MAAC,59,,-11,15,3 over 14
953,16-Mar-00,2000,64,West,1,Arizona,P12,71,16,Jackson St.,SWAC,47,,-15,24,1 over 16
954,16-Mar-00,2000,64,West,10,Gonzaga,WCC,77,7,Louisville,ACC,66,,3,11,10 over 7
955,16-Mar-00,2000,64,West,2,St. John's,BE,61,15,Northern Arizona,BSky,56,,-13,5,2 over 15
956,16-Mar-00,2000,64,Midwest,8,Utah,P12,48,9,Saint Louis,A10,45,,-1,3,8 over 9
957,16-Mar-00,2000,64,Midwest,4,Syracuse,ACC,79,13,Samford,SC,65,,-9,14,4 over 13
958,16-Mar-00,2000,64,West,4,LSU,SEC,64,13,Southeast Missouri St.,OVC,61,,-9,3,4 over 13
959,16-Mar-00,2000,64,Midwest,5,Kentucky,SEC,85,12,St. Bonaventure,A10,80,2 OT,-7,5,5 over 12
960,16-Mar-00,2000,64,Midwest,1,Michigan St.,B10,65,16,Valparaiso,Horz,38,,-15,27,1 over 16
961,16-Mar-00,2000,64,West,3,Oklahoma,B12,74,14,Winthrop,BSth,60,,-11,14,3 over 14
962,17-Mar-00,2000,64,South,3,Ohio St.,B10,87,14,Appalachian St.,SB,61,,-11,26,3 over 14
963,17-Mar-00,2000,64,South,6,Miami FL,ACC,75,11,Arkansas,SEC,71,,-5,4,6 over 11
964,17-Mar-00,2000,64,East,5,Florida,SEC,69,12,Butler,BE,68,1 OT,-7,1,5 over 12
965,17-Mar-00,2000,64,East,8,Kansas,B12,81,9,DePaul,BE,77,1 OT,-1,4,8 over 9
966,17-Mar-00,2000,64,East,3,Oklahoma St.,B12,86,14,Hofstra,CAA,66,,-11,20,3 over 14
967,17-Mar-00,2000,64,East,11,Pepperdine,WCC,77,6,Indiana,B10,57,,5,20,11 over 6
