Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT,SeD,ScD,Upset
240,24-Mar-88,1988,16,East,2,Duke,ACC,73,11,Rhode Island,A10,72,,-9,1,2 over 11
241,24-Mar-88,1988,16,East,1,Temple,Amer,69,13,Richmond,A10,47,,-12,22,1 over 13
242,25-Mar-88,1988,16,West,1,Arizona,P12,99,5,Iowa,B10,79,,-4,20,1 over 5
243,25-Mar-88,1988,16,West,2,North Carolina,ACC,78,3,Michigan,B10,69,,-1,9,2 over 3
244,25-Mar-88,1988,16,Midwest,4,Kansas St.,B12,73,1,Purdue,B10,70,,3,3,4 over 1
245,25-Mar-88,1988,16,Midwest,6,Kansas,B12,77,7,Vanderbilt,SEC,64,,-1,13,6 over 7
246,26-Mar-88,1988,8,East,2,Duke,ACC,63,1,Temple,Amer,53,,1,10,2 over 1
247,26-Mar-88,1988,8,Southeast,1,Oklahoma,B12,78,6,Villanova,BE,59,,-5,19,1 over 6
248,27-Mar-88,1988,8,Midwest,6,Kansas,B12,71,4,Kansas St.,B12,58,,2,13,6 over 4
249,27-Mar-88,1988,8,West,1,Arizona,P12,70,2,North Carolina,ACC,52,,-1,18,1 over 2
250,2-Apr-88,1988,4,Final Four,1,Oklahoma,B12,86,1,Arizona,P12,78,,0,8,1 over 1
251,2-Apr-88,1988,4,Final Four,6,Kansas,B12,66,2,Duke,ACC,59,,4,7,6 over 2
252,4-Apr-88,1988,Champ,Championship,6,Kansas,B12,83,1,Oklahoma,B12,79,,5,4,6 over 1
253,16-Mar-89,1989,64,Midwest,4,Louisville,ACC,76,13,Arkansas Little Rock,SB,71,,-9,5,4 over 13
254,16-Mar-89,1989,64,Southeast,1,Oklahoma,B12,72,16,East Tennessee St.,SC,71,,-15,1,1 over 16
255,16-Mar-89,1989,64,Southeast,13,Middle Tennessee,CUSA,97,4,Florida St.,ACC,83,,9,14,13 over 4
256,16-Mar-89,1989,64,West,4,UNLV,MWC,68,13,Idaho,BSky,56,,-9,12,4 over 13
257,16-Mar-89,1989,64,East,11,Minnesota,B10,86,6,Kansas St.,B12,75,,5,11,11 over 6
258,16-Mar-89,1989,64,Southeast,9,Louisiana Tech,CUSA,83,8,La Salle,A10,74,,1,9,9 over 8
259,16-Mar-89,1989,64,Midwest,5,Arkansas,SEC,120,12,Loyola Marymount,WCC,101,,-7,19,5 over 12
260,16-Mar-89,1989,64,Midwest,1,Illinois,B10,77,16,McNeese St.,Slnd,71,,-15,6,1 over 16
261,16-Mar-89,1989,64,West,12,DePaul,BE,66,5,Memphis,Amer,63,,7,3,12 over 5
262,16-Mar-89,1989,64,Midwest,9,Ball St.,MAC,68,8,Pittsburgh,ACC,64,,1,4,9 over 8
263,16-Mar-89,1989,64,Southeast,5,Virginia,ACC,100,12,Providence,BE,97,,-7,3,5 over 12
264,16-Mar-89,1989,64,West,1,Arizona,P12,94,16,Robert Morris,NEC,60,,-15,34,1 over 16
265,16-Mar-89,1989,64,West,9,Clemson,ACC,83,8,Saint Mary's,WCC,70,,1,13,9 over 8
266,16-Mar-89,1989,64,East,2,Duke,ACC,90,15,South Carolina St.,MEAC,69,,-13,21,2 over 15
267,16-Mar-89,1989,64,East,14,Siena,MAAC,80,3,Stanford,P12,78,,11,2,14 over 3
268,16-Mar-89,1989,64,East,7,West Virginia,B12,84,10,Tennessee,SEC,68,,-3,16,7 over 10
269,17-Mar-89,1989,64,Southeast,11,South Alabama,SB,86,6,Alabama,SEC,84,,5,2,11 over 6
270,17-Mar-89,1989,64,Midwest,2,Syracuse,ACC,104,15,Bucknell,Pat,81,,-13,23,2 over 15
271,17-Mar-89,1989,64,Midwest,3,Missouri,SEC,85,14,Creighton,BE,69,,-11,16,3 over 14
272,17-Mar-89,1989,64,Midwest,10,Colorado St.,MWC,68,7,Florida,SEC,46,,3,22,10 over 7
273,17-Mar-89,1989,64,West,2,Indiana,B10,99,15,George Mason,A10,85,,-13,14,2 over 15
274,17-Mar-89,1989,64,Midwest,11,Texas,B12,76,6,Georgia Tech,ACC,70,,5,6,11 over 6
275,17-Mar-89,1989,64,Southeast,7,UCLA,P12,84,10,Iowa St.,B12,74,,-3,10,7 over 10
276,17-Mar-89,1989,64,West,7,UTEP,CUSA,85,10,LSU,SEC,74,,-3,11,7 over 10
277,17-Mar-89,1989,64,West,3,Seton Hall,BE,60,14,Missouri St.,MVC,51,,-11,9,3 over 14
278,17-Mar-89,1989,64,West,11,Evansville,MVC,94,6,Oregon St.,P12,90,1 OT,5,4,11 over 6
279,17-Mar-89,1989,64,East,1,Georgetown,BE,50,16,Princeton,Ivy,49,,-15,1,1 over 16
280,17-Mar-89,1989,64,East,4,Iowa,B10,87,13,Rutgers,B10,73,,-9,14,4 over 13
281,17-Mar-89,1989,64,East,5,North Carolina St.,ACC,81,12,South Carolina,SEC,66,,-7,15,5 over 12
282,17-Mar-89,1989,64,Southeast,2,North Carolina,ACC,93,15,Southern,SWAC,79,,-13,14,2 over 15
283,17-Mar-89,1989,64,East,9,Notre Dame,ACC,81,8,Vanderbilt,SEC,65,,1,16,9 over 8
284,17-Mar-89,1989,64,Southeast,3,Michigan,B10,92,14,Xavier,BE,87,,-11,5,3 over 14
285,18-Mar-89,1989,32,Midwest,4,Louisville,ACC,93,5,Arkansas,SEC,84,,-1,9,4 over 5
286,18-Mar-89,1989,32,Midwest,1,Illinois,B10,72,9,Ball St.,MAC,60,,-8,12,1 over 9
287,18-Mar-89,1989,32,West,1,Arizona,P12,94,9,Clemson,ACC,68,,-8,26,1 over 9
288,18-Mar-89,1989,32,West,4,UNLV,MWC,85,12,DePaul,BE,70,,-8,15,4 over 12
289,18-Mar-89,1989,32,Southeast,1,Oklahoma,B12,124,9,Louisiana Tech,CUSA,81,,-8,43,1 over 9
290,18-Mar-89,1989,32,Southeast,5,Virginia,ACC,104,13,Middle Tennessee,CUSA,88,,-8,16,5 over 13
291,18-Mar-89,1989,32,East,11,Minnesota,B10,80,14,Siena,MAAC,67,,-3,13,11 over 14
292,18-Mar-89,1989,32,East,2,Duke,ACC,70,7,West Virginia,B12,63,,-5,7,2 over 7
293,19-Mar-89,1989,32,Midwest,2,Syracuse,ACC,65,10,Colorado St.,MWC,50,,-8,15,2 over 10
294,19-Mar-89,1989,32,West,3,Seton Hall,BE,87,11,Evansville,MVC,73,,-8,14,3 over 11
295,19-Mar-89,1989,32,East,5,North Carolina St.,ACC,102,4,Iowa,B10,96,2 OT,1,6,5 over 4
296,19-Mar-89,1989,32,East,1,Georgetown,BE,81,9,Notre Dame,ACC,74,,-8,7,1 over 9
297,19-Mar-89,1989,32,Southeast,3,Michigan,B10,91,11,South Alabama,SB,82,,-8,9,3 over 11
298,19-Mar-89,1989,32,Midwest,3,Missouri,SEC,108,11,Texas,B12,89,,-8,19,3 over 11
299,19-Mar-89,1989,32,Southeast,2,North Carolina,ACC,88,7,UCLA,P12,81,,-5,7,2 over 7
300,19-Mar-89,1989,32,West,2,Indiana,B10,92,7,UTEP,CUSA,69,,-5,23,2 over 7
301,23-Mar-89,1989,16,West,4,UNLV,MWC,68,1,Arizona,P12,67,,3,1,4 over 1
302,23-Mar-89,1989,16,West,3,Seton Hall,BE,78,2,Indiana,B10,65,,1,13,3 over 2
303,23-Mar-89,1989,16,Southeast,3,Michigan,B10,92,2,North Carolina,ACC,87,,1,5,3 over 2
304,23-Mar-89,1989,16,Southeast,5,Virginia,ACC,86,1,Oklahoma,B12,80,,4,6,5 over 1
305,24-Mar-89,1989,16,Midwest,1,Illinois,B10,83,4,Louisville,ACC,69,,-3,14,1 over 4
306,24-Mar-89,1989,16,East,2,Duke,ACC,87,11,Minnesota,B10,70,,-9,17,2 over 11
307,24-Mar-89,1989,16,Midwest,2,Syracuse,ACC,83,3,Missouri,SEC,80,,-1,3,2 over 3
308,24-Mar-89,1989,16,East,1,Georgetown,BE,69,5,North Carolina St.,ACC,61,,-4,8,1 over 5
309,25-Mar-89,1989,8,West,3,Seton Hall,BE,84,4,UNLV,MWC,61,,-1,23,3 over 4
310,25-Mar-89,1989,8,Southeast,3,Michigan,B10,102,5,Virginia,ACC,65,,-2,37,3 over 5
311,26-Mar-89,1989,8,East,2,Duke,ACC,85,1,Georgetown,BE,77,,1,8,2 over 1
312,26-Mar-89,1989,8,Midwest,1,Illinois,B10,89,2,Syracuse,ACC,86,,-1,3,1 over 2
313,1-Apr-89,1989,4,Final Four,3,Seton Hall,BE,95,2,Duke,ACC,78,,1,17,3 over 2
314,1-Apr-89,1989,4,Final Four,3,Michigan,B10,83,1,Illinois,B10,81,,2,2,3 over 1
315,3-Apr-89,1989,Champ,Championship,3,Michigan,B10,80,3,Seton Hall,BE,79,1 OT,0,1,3 over 3
316,15-Mar-90,1990,64,West,1,UNLV,MWC,102,16,Arkansas Little Rock,SB,72,,-15,30,1 over 16
317,15-Mar-90,1990,64,East,1,Connecticut,Amer,76,16,Boston University,Pat,52,,-15,24,1 over 16
318,15-Mar-90,1990,64,East,5,Clemson,ACC,49,12,BYU,WCC,47,,-7,2,5 over 12
319,15-Mar-90,1990,64,Southeast,4,Georgia Tech,ACC,99,13,East Tennessee St.,SC,83,,-9,16,4 over 13
320,15-Mar-90,1990,64,Southeast,9,UC Santa Barbara,BW,70,8,Houston,Amer,66,,1,4,9 over 8
321,15-Mar-90,1990,64,West,4,Louisville,ACC,78,13,Idaho,BSky,59,,-9,19,4 over 13
322,15-Mar-90,1990,64,Midwest,12,Dayton,A10,88,5,Illinois,B10,86,,7,2,12 over 5
323,15-Mar-90,1990,64,East,9,California,P12,65,8,Indiana,B10,63,,1,2,9 over 8
324,15-Mar-90,1990,64,Midwest,8,North Carolina,ACC,83,9,Missouri St.,MVC,70,,-1,13,8 over 9
325,15-Mar-90,1990,64,Southeast,1,Michigan St.,B10,75,16,Murray St.,OVC,71,1 OT,-15,4,1 over 16
326,15-Mar-90,1990,64,West,12,Ball St.,MAC,54,5,Oregon St.,P12,53,,7,1,12 over 5
327,15-Mar-90,1990,64,Midwest,4,Arkansas,SEC,68,13,Princeton,Ivy,64,,-9,4,4 over 13
328,15-Mar-90,1990,64,West,8,Ohio St.,B10,84,9,Providence,BE,83,1 OT,-1,1,8 over 9
329,15-Mar-90,1990,64,East,4,La Salle,A10,79,13,Southern Mississippi,NA,63,,-9,16,4 over 13
330,15-Mar-90,1990,64,Midwest,1,Oklahoma,B12,77,16,Towson,CAA,68,,-15,9,1 over 16
331,15-Mar-90,1990,64,Southeast,5,LSU,SEC,70,12,Villanova,BE,63,,-7,7,5 over 12
332,16-Mar-90,1990,64,West,7,Alabama,SEC,71,10,Colorado St.,MWC,54,,-3,17,7 over 10
333,16-Mar-90,1990,64,Southeast,2,Syracuse,ACC,70,15,Coppin St.,MEAC,48,,-13,22,2 over 15
334,16-Mar-90,1990,64,Midwest,10,Texas,B12,100,7,Georgia,SEC,88,,3,12,10 over 7
335,16-Mar-90,1990,64,West,3,Michigan,B10,76,14,Illinois St.,MVC,70,,-11,6,3 over 14
336,16-Mar-90,1990,64,Midwest,6,Xavier,BE,87,11,Kansas St.,B12,79,,-5,8,6 over 11
337,16-Mar-90,1990,64,Midwest,2,Purdue,B10,75,15,Louisiana Monroe,SB,63,,-13,12,2 over 15
338,16-Mar-90,1990,64,Southeast,14,Northern Iowa,MVC,74,3,Missouri,SEC,71,,11,3,14 over 3
339,16-Mar-90,1990,64,West,11,Loyola Marymount,WCC,111,6,New Mexico St.,WAC,92,,5,19,11 over 6
340,16-Mar-90,1990,64,Southeast,7,Virginia,ACC,75,10,Notre Dame,ACC,67,,-3,8,7 over 10
341,16-Mar-90,1990,64,East,3,Duke,ACC,81,14,Richmond,A10,46,,-11,35,3 over 14
342,16-Mar-90,1990,64,East,2,Kansas,B12,79,15,Robert Morris,NEC,71,,-13,8,2 over 15
343,16-Mar-90,1990,64,West,2,Arizona,P12,79,15,South Florida,Amer,67,,-13,12,2 over 15
344,16-Mar-90,1990,64,East,6,St. John's,BE,81,11,Temple,Amer,65,,-5,16,6 over 11
345,16-Mar-90,1990,64,Midwest,3,Georgetown,BE,70,14,Texas Southern,SWAC,52,,-11,18,3 over 14
346,16-Mar-90,1990,64,East,7,UCLA,P12,68,10,UAB,CUSA,56,,-3,12,7 over 10
347,16-Mar-90,1990,64,Southeast,6,Minnesota,B10,64,11,UTEP,CUSA,61,1 OT,-5,3,6 over 11
348,17-Mar-90,1990,32,East,1,Connecticut,Amer,74,9,California,P12,54,,-8,20,1 over 9
349,17-Mar-90,1990,32,Midwest,4,Arkansas,SEC,86,12,Dayton,A10,84,,-8,2,4 over 12
350,17-Mar-90,1990,32,East,5,Clemson,ACC,79,4,La Salle,A10,75,,1,4,5 over 4
351,17-Mar-90,1990,32,West,12,Ball St.,MAC,62,4,Louisville,ACC,60,,8,2,12 over 4
352,17-Mar-90,1990,32,Southeast,4,Georgia Tech,ACC,94,5,LSU,SEC,91,,-1,3,4 over 5
353,17-Mar-90,1990,32,West,1,UNLV,MWC,76,8,Ohio St.,B10,65,,-7,11,1 over 8
354,17-Mar-90,1990,32,Midwest,8,North Carolina,ACC,79,1,Oklahoma,B12,77,,7,2,8 over 1
355,17-Mar-90,1990,32,Southeast,1,Michigan St.,B10,62,9,UC Santa Barbara,BW,58,,-8,4,1 over 9
356,18-Mar-90,1990,32,West,7,Alabama,SEC,77,2,Arizona,P12,55,,5,22,7 over 2
357,18-Mar-90,1990,32,Midwest,6,Xavier,BE,74,3,Georgetown,BE,71,,3,3,6 over 3
358,18-Mar-90,1990,32,East,7,UCLA,P12,71,2,Kansas,B12,70,,5,1,7 over 2
359,18-Mar-90,1990,32,West,11,Loyola Marymount,WCC,149,3,Michigan,B10,115,,8,34,11 over 3
360,18-Mar-90,1990,32,Southeast,6,Minnesota,B10,81,14,Northern Iowa,MVC,78,,-8,3,6 over 14
361,18-Mar-90,1990,32,Midwest,10,Texas,B12,73,2,Purdue,B10,72,,8,1,10 over 2
362,18-Mar-90,1990,32,East,3,Duke,ACC,76,6,St. John's,BE,72,,-3,4,3 over 6
363,18-Mar-90,1990,32,Southeast,2,Syracuse,ACC,63,7,Virginia,ACC,61,,-5,2,2 over 7
364,22-Mar-90,1990,16,East,1,Connecticut,Amer,71,5,Clemson,ACC,70,,-4,1,1 over 5
365,22-Mar-90,1990,16,Midwest,4,Arkansas,SEC,96,8,North Carolina,ACC,73,,-4,23,4 over 8
366,22-Mar-90,1990,16,East,3,Duke,ACC,90,7,UCLA,P12,81,,-4,9,3 over 7
367,22-Mar-90,1990,16,Midwest,10,Texas,B12,102,6,Xavier,BE,89,,4,13,10 over 6
368,23-Mar-90,1990,16,West,11,Loyola Marymount,WCC,62,7,Alabama,SEC,60,,4,2,11 over 7
369,23-Mar-90,1990,16,West,1,UNLV,MWC,69,12,Ball St.,MAC,67,,-11,2,1 over 12
370,23-Mar-90,1990,16,Southeast,4,Georgia Tech,ACC,81,1,Michigan St.,B10,80,1 OT,3,1,4 over 1
371,23-Mar-90,1990,16,Southeast,6,Minnesota,B10,82,2,Syracuse,ACC,75,,4,7,6 over 2
372,24-Mar-90,1990,8,East,3,Duke,ACC,79,1,Connecticut,Amer,78,1 OT,2,1,3 over 1
373,24-Mar-90,1990,8,Midwest,4,Arkansas,SEC,88,10,Texas,B12,85,,-6,3,4 over 10
374,25-Mar-90,1990,8,West,1,UNLV,MWC,131,11,Loyola Marymount,WCC,101,,-10,30,1 over 11
375,25-Mar-90,1990,8,Southeast,4,Georgia Tech,ACC,93,6,Minnesota,B10,91,,-2,2,4 over 6
376,31-Mar-90,1990,4,Final Four,3,Duke,ACC,97,4,Arkansas,SEC,83,,-1,14,3 over 4
377,31-Mar-90,1990,4,Final Four,1,UNLV,MWC,90,4,Georgia Tech,ACC,81,,-3,9,1 over 4
378,2-Apr-90,1990,Champ,Championship,1,UNLV,MWC,103,3,Duke,ACC,73,,-2,30,1 over 3
379,14-Mar-91,1991,64,Southeast,2,Indiana,B10,79,15,Coastal Carolina,SB,69,,-13,10,2 over 15
380,14-Mar-91,1991,64,Midwest,7,Iowa,B10,76,10,East Tennessee St.,SC,73,,-3,3,7 over 10
381,14-Mar-91,1991,64,Southeast,6,Pittsburgh,ACC,76,11,Georgia,SEC,68,1 OT,-5,8,6 over 11
382,14-Mar-91,1991,64,Midwest,2,Duke,ACC,102,15,Louisiana Monroe,SB,73,,-13,29,2 over 15
383,14-Mar-91,1991,64,Midwest,11,Connecticut,Amer,79,6,LSU,SEC,62,,5,17,11 over 6
384,14-Mar-91,1991,64,Midwest,14,Xavier,BE,89,3,Nebraska,B10,84,,11,5,14 over 3
385,14-Mar-91,1991,64,East,3,Oklahoma St.,B12,67,14,New Mexico,MWC,54,,-11,13,3 over 14
386,14-Mar-91,1991,64,West,11,Creighton,BE,64,6,New Mexico St.,WAC,56,,5,8,11 over 6
387,14-Mar-91,1991,64,Southeast,3,Kansas,B12,55,14,New Orleans,Slnd,49,,-11,6,3 over 14
388,14-Mar-91,1991,64,West,3,Seton Hall,BE,71,14,Pepperdine,WCC,51,,-11,20,3 over 14
389,14-Mar-91,1991,64,East,10,Temple,Amer,80,7,Purdue,B10,63,,3,17,10 over 7
390,14-Mar-91,1991,64,East,6,North Carolina St.,ACC,114,11,Southern Mississippi,NA,85,,-5,29,6 over 11
391,14-Mar-91,1991,64,West,2,Arizona,P12,93,15,"St. Francis, Penn",NA,80,,-13,13,2 over 15
392,14-Mar-91,1991,64,East,15,Richmond,A10,73,2,Syracuse,ACC,69,,13,4,15 over 2
393,14-Mar-91,1991,64,Southeast,7,Florida St.,ACC,75,10,USC,P12,72,,-3,3,7 over 10
394,14-Mar-91,1991,64,West,10,BYU,WCC,61,7,Virginia,ACC,48,,3,13,10 over 7
395,15-Mar-91,1991,64,Midwest,8,Georgia Tech,ACC,87,9,DePaul,BE,70,,-1,17,8 over 9
396,15-Mar-91,1991,64,Southeast,1,Arkansas,SEC,117,16,Georgia St.,SB,76,,-15,41,1 over 16
397,15-Mar-91,1991,64,West,5,Michigan St.,B10,60,12,Green Bay,Horz,58,,-7,2,5 over 12
398,15-Mar-91,1991,64,Southeast,5,Wake Forest,ACC,71,12,Louisiana Tech,CUSA,65,,-7,6,5 over 12
399,15-Mar-91,1991,64,East,12,Eastern Michigan,MAC,76,5,Mississippi St.,SEC,56,,7,20,12 over 5
400,15-Mar-91,1991,64,West,1,UNLV,MWC,99,16,Montana,BSky,65,,-15,34,1 over 16
401,15-Mar-91,1991,64,Southeast,4,Alabama,SEC,89,13,Murray St.,OVC,79,,-9,10,4 over 13
402,15-Mar-91,1991,64,East,1,North Carolina,ACC,101,16,Northeastern,CAA,66,,-15,35,1 over 16
403,15-Mar-91,1991,64,Midwest,4,St. John's,BE,75,13,Northern Illinois,MAC,68,,-9,7,4 over 13
404,15-Mar-91,1991,64,East,9,Villanova,BE,50,8,Princeton,Ivy,48,,1,2,9 over 8
405,15-Mar-91,1991,64,Southeast,8,Arizona St.,P12,79,9,Rutgers,B10,76,,-1,3,8 over 9
406,15-Mar-91,1991,64,West,4,Utah,P12,82,13,South Alabama,SB,72,,-9,10,4 over 13
407,15-Mar-91,1991,64,Midwest,5,Texas,B12,73,12,St. Peter's,NA,65,,-7,8,5 over 12
408,15-Mar-91,1991,64,Midwest,1,Ohio St.,B10,97,16,Towson,CAA,86,,-15,11,1 over 16
409,15-Mar-91,1991,64,East,13,Penn St.,B10,74,4,UCLA,P12,69,,9,5,13 over 4
410,15-Mar-91,1991,64,West,8,Georgetown,BE,70,9,Vanderbilt,SEC,60,,-1,10,8 over 9
411,16-Mar-91,1991,32,West,2,Arizona,P12,76,10,BYU,WCC,61,,-8,15,2 over 10
412,16-Mar-91,1991,32,West,3,Seton Hall,BE,81,11,Creighton,BE,69,,-8,12,3 over 11
413,16-Mar-91,1991,32,Southeast,2,Indiana,B10,82,7,Florida St.,ACC,60,,-5,22,2 over 7
414,16-Mar-91,1991,32,Midwest,2,Duke,ACC,85,7,Iowa,B10,70,,-5,15,2 over 7
415,16-Mar-91,1991,32,East,3,Oklahoma St.,B12,73,6,North Carolina St.,ACC,64,,-3,9,3 over 6
416,16-Mar-91,1991,32,Southeast,3,Kansas,B12,77,6,Pittsburgh,ACC,66,,-3,11,3 over 6
417,16-Mar-91,1991,32,East,10,Temple,Amer,77,15,Richmond,A10,64,,-5,13,10 over 15
418,16-Mar-91,1991,32,Midwest,11,Connecticut,Amer,66,14,Xavier,BE,50,,-3,16,11 over 14
419,17-Mar-91,1991,32,Southeast,1,Arkansas,SEC,97,8,Arizona St.,P12,90,,-7,7,1 over 8
420,17-Mar-91,1991,32,West,1,UNLV,MWC,62,8,Georgetown,BE,54,,-7,8,1 over 8
421,17-Mar-91,1991,32,Midwest,1,Ohio St.,B10,65,8,Georgia Tech,ACC,61,,-7,4,1 over 8
422,17-Mar-91,1991,32,West,4,Utah,P12,85,5,Michigan St.,B10,84,2 OT,-1,1,4 over 5
423,17-Mar-91,1991,32,East,12,Eastern Michigan,MAC,71,13,Penn St.,B10,68,1 OT,-1,3,12 over 13
424,17-Mar-91,1991,32,Midwest,4,St. John's,BE,84,5,Texas,B12,76,,-1,8,4 over 5
425,17-Mar-91,1991,32,East,1,North Carolina,ACC,84,9,Villanova,BE,69,,-8,15,1 over 9
426,17-Mar-91,1991,32,Southeast,4,Alabama,SEC,96,5,Wake Forest,ACC,88,,-1,8,4 over 5
427,21-Mar-91,1991,16,Southeast,1,Arkansas,SEC,93,4,Alabama,SEC,70,,-3,23,1 over 4
428,21-Mar-91,1991,16,West,3,Seton Hall,BE,81,2,Arizona,P12,77,,1,4,3 over 2
429,21-Mar-91,1991,16,Southeast,3,Kansas,B12,83,2,Indiana,B10,65,,1,18,3 over 2
430,21-Mar-91,1991,16,West,1,UNLV,MWC,83,4,Utah,P12,66,,-3,17,1 over 4
431,22-Mar-91,1991,16,Midwest,2,Duke,ACC,81,11,Connecticut,Amer,67,,-9,14,2 over 11
432,22-Mar-91,1991,16,East,1,North Carolina,ACC,93,12,Eastern Michigan,MAC,67,,-11,26,1 over 12
433,22-Mar-91,1991,16,Midwest,4,St. John's,BE,91,1,Ohio St.,B10,74,,3,17,4 over 1
434,22-Mar-91,1991,16,East,10,Temple,Amer,72,3,Oklahoma St.,B12,63,1 OT,7,9,10 over 3
435,23-Mar-91,1991,8,Southeast,3,Kansas,B12,93,1,Arkansas,SEC,81,,2,12,3 over 1
436,23-Mar-91,1991,8,West,1,UNLV,MWC,77,3,Seton Hall,BE,65,,-2,12,1 over 3
437,24-Mar-91,1991,8,Midwest,2,Duke,ACC,78,4,St. John's,BE,61,,-2,17,2 over 4
438,24-Mar-91,1991,8,East,1,North Carolina,ACC,75,10,Temple,Amer,72,,-9,3,1 over 10
439,30-Mar-91,1991,4,Final Four,3,Kansas,B12,79,1,North Carolina,ACC,73,,2,6,3 over 1
440,30-Mar-91,1991,4,Final Four,2,Duke,ACC,79,1,UNLV,MWC,77,,1,2,2 over 1
441,1-Apr-91,1991,Champ,Championship,2,Duke,ACC,72,3,Kansas,B12,65,,-1,7,2 over 3
442,19-Mar-92,1992,64,West,7,LSU,SEC,94,10,BYU,WCC,83,,-3,11,7 over 10
443,19-Mar-92,1992,64,East,1,Duke,ACC,82,16,Campbell,BSth,56,,-15,26,1 over 16
444,19-Mar-92,1992,64,West,2,Indiana,B10,94,15,Eastern Illinois,OVC,55,,-13,39,2 over 15
445,19-Mar-92,1992,64,Midwest,7,Georgia Tech,ACC,65,10,Houston,Amer,60,,-3,5,7 over 10
446,19-Mar-92,1992,64,East,4,Seton Hall,BE,78,13,La Salle,A10,76,,-9,2,4 over 13
447,19-Mar-92,1992,64,Midwest,2,USC,P12,84,15,Louisiana Monroe,SB,54,,-13,30,2 over 15
448,19-Mar-92,1992,64,Southeast,4,North Carolina,ACC,68,13,Miami OH,MAC,63,,-9,5,4 over 13
449,19-Mar-92,1992,64,Southeast,1,Ohio St.,B10,83,16,Mississippi Valley,NA,56,,-15,27,1 over 16
450,19-Mar-92,1992,64,West,3,Florida St.,ACC,78,14,Montana,BSky,68,,-11,10,3 over 14
451,19-Mar-92,1992,64,Midwest,3,Arkansas,SEC,80,14,Murray St.,OVC,69,,-11,11,3 over 14
452,19-Mar-92,1992,64,Southeast,9,Connecticut,Amer,86,8,Nebraska,B10,65,,1,21,9 over 8
453,19-Mar-92,1992,64,Midwest,6,Memphis,Amer,80,11,Pepperdine,WCC,70,,-5,10,6 over 11
454,19-Mar-92,1992,64,West,6,Georgetown,BE,75,11,South Florida,Amer,60,,-5,15,6 over 11
455,19-Mar-92,1992,64,Southeast,5,Alabama,SEC,80,12,Stanford,P12,75,,-7,5,5 over 12
456,19-Mar-92,1992,64,East,9,Iowa,B10,98,8,Texas,B12,92,,1,6,9 over 8
457,19-Mar-92,1992,64,East,5,Missouri,SEC,89,12,West Virginia,B12,78,,-7,11,5 over 12
458,20-Mar-92,1992,64,Southeast,14,East Tennessee St.,SC,87,3,Arizona,P12,80,,11,7,14 over 3
459,20-Mar-92,1992,64,East,10,Iowa St.,B12,76,7,Charlotte,CUSA,74,,3,2,10 over 7
460,20-Mar-92,1992,64,Midwest,4,Cincinnati,Amer,85,13,Delaware,CAA,47,,-9,38,4 over 13
461,20-Mar-92,1992,64,West,12,New Mexico St.,WAC,81,5,DePaul,BE,73,,7,8,12 over 5
462,20-Mar-92,1992,64,Midwest,9,UTEP,CUSA,55,8,Evansville,MVC,50,,1,5,9 over 8
463,20-Mar-92,1992,64,East,3,Massachusetts,A10,85,14,Fordham,A10,58,,-11,27,3 over 14
464,20-Mar-92,1992,64,Southeast,2,Oklahoma St.,B12,100,15,Georgia Southern,SB,73,,-13,27,2 over 15
465,20-Mar-92,1992,64,Midwest,1,Kansas,B12,100,16,Howard,MEAC,67,,-15,33,1 over 16
466,20-Mar-92,1992,64,Midwest,5,Michigan St.,B10,61,12,Missouri St.,MVC,54,,-7,7,5 over 12
467,20-Mar-92,1992,64,West,13,Louisiana Lafayette,SB,87,4,Oklahoma,B12,83,,9,4,13 over 4
468,20-Mar-92,1992,64,East,2,Kentucky,SEC,88,15,Old Dominion,CUSA,69,,-13,19,2 over 15
469,20-Mar-92,1992,64,East,6,Syracuse,ACC,51,11,Princeton,Ivy,43,,-5,8,6 over 11
470,20-Mar-92,1992,64,West,1,UCLA,P12,73,16,Robert Morris,NEC,53,,-15,20,1 over 16
471,20-Mar-92,1992,64,Southeast,10,Tulane,Amer,61,7,St. John's,BE,57,,3,4,10 over 7
472,20-Mar-92,1992,64,Southeast,6,Michigan,B10,73,11,Temple,Amer,66,,-5,7,6 over 11
473,20-Mar-92,1992,64,West,8,Louisville,ACC,81,9,Wake Forest,ACC,58,,-1,23,8 over 9
474,21-Mar-92,1992,32,Southeast,4,North Carolina,ACC,64,5,Alabama,SEC,55,,-1,9,4 over 5
475,21-Mar-92,1992,32,Midwest,6,Memphis,Amer,82,3,Arkansas,SEC,80,,3,2,6 over 3
476,21-Mar-92,1992,32,Southeast,1,Ohio St.,B10,78,9,Connecticut,Amer,55,,-8,23,1 over 9
477,21-Mar-92,1992,32,West,3,Florida St.,ACC,78,6,Georgetown,BE,68,,-3,10,3 over 6
478,21-Mar-92,1992,32,East,1,Duke,ACC,75,9,Iowa,B10,62,,-8,13,1 over 9
479,21-Mar-92,1992,32,West,2,Indiana,B10,89,7,LSU,SEC,79,,-5,10,2 over 7
480,21-Mar-92,1992,32,East,4,Seton Hall,BE,88,5,Missouri,SEC,71,,-1,17,4 over 5
481,21-Mar-92,1992,32,Midwest,7,Georgia Tech,ACC,79,2,USC,P12,78,,5,1,7 over 2
482,22-Mar-92,1992,32,Southeast,6,Michigan,B10,102,14,East Tennessee St.,SC,90,,-8,12,6 over 14
