"","year","budget","company","country","director","genre","gross","name","rating","released","runtime","score","star","votes","writer","Factor","Dollar","Equivalent","Newbudget","Newgross"
"3821",2003,9e+07,"Walt Disney Pictures","USA","Rob Minkoff","Comedy",75847266,"The Haunted Mansion","PG","2003-11-26",100,4.9,"Eddie Murphy",34691,"David Berenbaum",1.33,"$1,809.00 ","$2,414.32 ",119700000,100876863.78
"3822",2003,5e+07,"Phoenix Pictures","Germany","John McTiernan","Action",26536120,"Básico y letal","R","2003-03-28",98,6.5,"John Travolta",52747,"James Vanderbilt",1.33,"$1,809.00 ","$2,414.32 ",66500000,35293039.6
"3823",2003,2.3e+07,"Columbia Pictures Corporation","USA","Terry Zwigoff","Comedy",60060328,"Bad Santa","R","2003-11-26",91,7.1,"Billy Bob Thornton",118278,"Glenn Ficarra",1.33,"$1,809.00 ","$2,414.32 ",30590000,79880236.24
"3824",2003,3e+07,"Miramax","USA","Bruno Barreto","Comedy",15589458,"View from the Top","PG-13","2003-03-21",87,5.2,"Gwyneth Paltrow",22332,"Eric Wald",1.33,"$1,809.00 ","$2,414.32 ",39900000,20733979.14
"3825",2003,6e+07,"Paramount Pictures","USA","John Woo","Action",53790451,"Paycheck","PG-13","2003-12-25",119,6.3,"Ben Affleck",93707,"Philip K. Dick",1.33,"$1,809.00 ","$2,414.32 ",79800000,71541299.83
"3826",2003,0,"Fidélité Productions","France","François Ozon","Crime",10105505,"Swimming Pool: juegos perversos","R","2003-08-01",102,6.8,"Charlotte Rampling",36993,"François Ozon",1.33,"$1,809.00 ","$2,414.32 ",0,13440321.65
"3827",2003,6.2e+07,"Warner Bros.","USA","Ridley Scott","Comedy",36906460,"Matchstick Men","PG-13","2003-09-12",116,7.3,"Nicolas Cage",111886,"Eric Garcia",1.33,"$1,809.00 ","$2,414.32 ",82460000,49085591.8
"3828",2003,6e+07,"Revolution Studios","USA","Steve Carr","Comedy",104297061,"Daddy Day Care","PG","2003-05-09",92,5.5,"Eddie Murphy",53301,"Geoff Rodkey",1.33,"$1,809.00 ","$2,414.32 ",79800000,138715091.13
"3829",2003,4.6e+07,"Touchstone Pictures","USA","Roger Donaldson","Action",52802140,"The Recruit","PG-13","2003-01-31",115,6.6,"Al Pacino",118822,"Roger Towne",1.33,"$1,809.00 ","$2,414.32 ",61180000,70226846.2
"3830",2003,3e+06,"HBO Films","USA","Gus Van Sant","Crime",1227000,"Elephant","R","2003-11-14",81,7.2,"Elias McConnell",75039,"Gus Van Sant",1.33,"$1,809.00 ","$2,414.32 ",3990000,1631910
"3831",2003,1.28e+08,"Walt Disney Feature Animation Florida","USA","Aaron Blaise","Animation",85336277,"Tierra de osos","G","2003-10-31",85,6.8,"Joaquin Phoenix",77498,"Tab Murphy",1.33,"$1,809.00 ","$2,414.32 ",170240000,113497248.41
"3832",2003,0,"Touchstone Pictures","USA","Mike Figgis","Mystery",21384035,"Cold Creek Manor","R","2003-09-19",118,4.9,"Dennis Quaid",19082,"Richard Jefferies",1.33,"$1,809.00 ","$2,414.32 ",0,28440766.55
"3833",2003,3.6e+07,"""DIA"" Productions GmbH & Co. KG","USA","F. Gary Gray","Action",26183197,"A Man Apart","R","2003-04-04",109,6.1,"Vin Diesel",40381,"Christian Gudegast",1.33,"$1,809.00 ","$2,414.32 ",47880000,34823652.01
"3834",2003,1.6e+07,"Warner Bros.","USA","John Whitesell","Comedy",34308901,"Malibu's Most Wanted","PG-13","2003-04-18",100,5.1,"Jamie Kennedy",16779,"Fax Bahr",1.33,"$1,809.00 ","$2,414.32 ",21280000,45630838.33
"3835",2003,3.3e+07,"Touchstone Pictures","USA","Adam Shankman","Comedy",132716677,"Bringing Down the House","PG-13","2003-03-07",105,5.6,"Steve Martin",31366,"Jason Filardi",1.33,"$1,809.00 ","$2,414.32 ",43890000,176513180.41
"3836",2003,3.5e+07,"Mandalay Pictures","Germany","Martin Campbell","Adventure",4426297,"Más allá de las fronteras","R","2003-10-24",127,6.5,"Clive Owen",23761,"Caspian Tredwell-Owen",1.33,"$1,809.00 ","$2,414.32 ",46550000,5886975.01
"3837",2003,8e+07,"Paramount Pictures","USA","Richard Donner","Action",19481943,"Timeline","PG-13","2003-11-26",116,5.6,"Paul Walker",55054,"Michael Crichton",1.33,"$1,809.00 ","$2,414.32 ",106400000,25910984.19
"3838",2003,0,"X-Filme Creative Pool","Germany","Wolfgang Becker","Comedy",4064200,"Good Bye Lenin!","R","2004-05-14",121,7.7,"Daniel Brühl",121190,"Bernd Lichtenberg",1.33,"$1,809.00 ","$2,414.32 ",0,5405386
"3839",2003,8e+07,"Warner Bros.","Germany","Joe Dante","Animation",20991364,"Looney Tunes: Back in Action","PG","2003-11-14",100,5.7,"Brendan Fraser",26853,"Larry Doyle",1.33,"$1,809.00 ","$2,414.32 ",106400000,27918514.12
"3840",2003,5e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Carl Franklin","Action",40905277,"Out of Time","PG-13","2003-10-03",105,6.5,"Denzel Washington",49072,"David Collard",1.33,"$1,809.00 ","$2,414.32 ",66500000,54404018.41
"3841",2003,5e+06,"Lions Gate Films","Canada","James Cox","Crime",1056102,"Wonderland","R","2003-10-24",104,6.6,"Val Kilmer",19416,"James Cox",1.33,"$1,809.00 ","$2,414.32 ",6650000,1404615.66
"3842",2003,6e+07,"Regency Enterprises","USA","Gary Fleder","Drama",49443628,"Runaway Jury","PG-13","2003-10-17",127,7.1,"John Cusack",80544,"John Grisham",1.33,"$1,809.00 ","$2,414.32 ",79800000,65760025.24
"3843",2003,5.5e+07,"Twentieth Century Fox Film Corporation","USA","Bobby Farrelly","Comedy",33832741,"Stuck on You","PG-13","2003-12-12",118,5.8,"Matt Damon",46442,"Charles B. Wessler",1.33,"$1,809.00 ","$2,414.32 ",73150000,44997545.53
"3844",2003,6e+07,"Castle Rock Entertainment","USA","David McNally","Action",66934963,"Kangaroo Jack","PG","2003-01-17",89,4.4,"Anthony Anderson",25060,"Steve Bing",1.33,"$1,809.00 ","$2,414.32 ",79800000,89023500.79
"3845",2003,6e+07,"Universal Pictures","USA","Joel Coen","Comedy",35327628,"Intolerable Cruelty","PG-13","2003-10-10",100,6.3,"George Clooney",80789,"Robert Ramsey",1.33,"$1,809.00 ","$2,414.32 ",79800000,46985745.24
"3846",2003,1.1e+07,"Revolution Studios","USA","Jonathan Liebesman","Horror",32551396,"Darkness Falls","PG-13","2003-01-24",86,5,"Chaney Kley",27228,"Joe Harris",1.33,"$1,809.00 ","$2,414.32 ",14630000,43293356.68
"3847",2003,1.8e+07,"Universal Pictures","USA","Bille Woodruff","Drama",30222640,"Honey","PG-13","2003-12-05",94,5.3,"Jessica Alba",38850,"Alonzo Brown",1.33,"$1,809.00 ","$2,414.32 ",23940000,40196111.2
"3848",2003,0,"Nord-Ouest Productions","France","Yann Samuell","Comedy",548707,"Love Me If You Dare","R","2004-05-28",93,7.7,"Guillaume Canet",59405,"Yann Samuell",1.33,"$1,809.00 ","$2,414.32 ",0,729780.31
"3849",2003,5.4e+07,"Revolution Studios","USA","Martin Brest","Comedy",6068735,"Gigli","R","2003-08-01",121,2.4,"Ben Affleck",42890,"Martin Brest",1.33,"$1,809.00 ","$2,414.32 ",71820000,8071417.55
"3850",2003,1.2e+07,"Pathe Productions","UK","Jane Campion","Mystery",4750602,"In the Cut","R","2003-10-31",119,5.3,"Meg Ryan",19446,"Jane Campion",1.33,"$1,809.00 ","$2,414.32 ",15960000,6318300.66
"3851",2003,3.8e+07,"Twentieth Century Fox Film Corporation","USA","Brian Helgeland","Horror",7659747,"The Order","R","2003-09-05",102,5.2,"Heath Ledger",15575,"Brian Helgeland",1.33,"$1,809.00 ","$2,414.32 ",50540000,10187463.51
"3852",2003,5.5e+07,"Lakeshore Entertainment","USA","William Friedkin","Action",34238611,"The Hunted","R","2003-03-14",94,6,"Tommy Lee Jones",37835,"David Griffiths",1.33,"$1,809.00 ","$2,414.32 ",73150000,45537352.63
"3853",2003,1.9e+07,"New Line Cinema","USA","Troy Miller","Comedy",26276465,"Dumb and Dumberer: When Harry Met Lloyd","PG-13","2003-06-13",85,3.4,"Derek Richardson",32064,"Peter Farrelly",1.33,"$1,809.00 ","$2,414.32 ",25270000,34947698.45
"3854",2003,1.8e+07,"Twentieth Century Fox Film Corporation","USA","Shawn Levy","Comedy",56127162,"Just Married","PG-13","2003-01-10",95,5.4,"Ashton Kutcher",60573,"Sam Harper",1.33,"$1,809.00 ","$2,414.32 ",23940000,74649125.46
"3855",2003,5e+07,"Touchstone Pictures","USA","David Dobkin","Action",60476872,"Shanghai Knights","PG-13","2003-02-07",114,6.2,"Jackie Chan",87352,"Alfred Gough",1.33,"$1,809.00 ","$2,414.32 ",66500000,80434239.76
"3856",2003,4.5e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Charles Herman-Wurmfeld","Comedy",90186328,"Legally Blonde 2: Red, White & Blonde","PG-13","2003-07-02",95,4.7,"Reese Witherspoon",50536,"Amanda Brown",1.33,"$1,809.00 ","$2,414.32 ",59850000,119947816.24
"3857",2003,8.7e+07,"Universal Pictures","USA","Gary Ross","Drama",120277854,"Seabiscuit","PG-13","2003-07-25",140,7.3,"Tobey Maguire",59979,"Laura Hillenbrand",1.33,"$1,809.00 ","$2,414.32 ",115710000,159969545.82
"3858",2003,2e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Boaz Yakin","Comedy",36922190,"Uptown Girls","PG-13","2003-08-15",92,6.1,"Brittany Murphy",30845,"Julia Dahl",1.33,"$1,809.00 ","$2,414.32 ",26600000,49106512.7
"3859",2003,0,"Ren Film","Russia","Andrey Zvyagintsev","Drama",502028,"The Return","UNRATED","2003-06-25",105,8,"Vladimir Garin",34054,"Vladimir Moiseenko",1.33,"$1,809.00 ","$2,414.32 ",0,667697.24
"3860",2003,0,"900 Films","USA","Casey La Scala","Adventure",5111630,"Grind","PG-13","2003-08-15",105,6,"Adam Brody",10746,"Ralph Sall",1.33,"$1,809.00 ","$2,414.32 ",0,6798467.9
"3861",2003,0,"Asmik Ace Entertainment","USA","Jim Jarmusch","Comedy",1971135,"Coffee and Cigarettes","R","2004-06-11",95,7.1,"Bill Murray",50777,"Jim Jarmusch",1.33,"$1,809.00 ","$2,414.32 ",0,2621609.55
"3862",2003,5e+05,"SenArt Films","USA","Tom McCarthy","Comedy",5739376,"The Station Agent","R","2003-12-05",89,7.7,"Peter Dinklage",61005,"Tom McCarthy",1.33,"$1,809.00 ","$2,414.32 ",665000,7633370.08
"3863",2003,7e+06,"Boll Kino Beteiligungs GmbH & Co. KG","Germany","Uwe Boll","Action",10249719,"House of the Dead","R","2003-10-10",90,2,"Jonathan Cherry",33277,"Mark A. Altman",1.33,"$1,809.00 ","$2,414.32 ",9310000,13632126.27
"3864",2003,3e+07,"Warner Bros.","USA","Andrzej Bartkowiak","Action",34604054,"Cradle 2 the Grave","R","2003-02-28",101,5.8,"Jet Li",36878,"John O'Brien",1.33,"$1,809.00 ","$2,414.32 ",39900000,46023391.82
"3865",2003,0,"Moviola Film och Television AB","Sweden","Mikael Håfström","Drama",15280,"Evil","NOT RATED","2003-09-26",113,7.8,"Andreas Wilson",31763,"Jan Guillou",1.33,"$1,809.00 ","$2,414.32 ",0,20322.4
"3866",2003,0,"Eikon Film","Germany","Eric Till","Biography",5791328,"Lutero","PG-13","2003-09-26",123,6.6,"Joseph Fiennes",13382,"Camille Thomasson",1.33,"$1,809.00 ","$2,414.32 ",0,7702466.24
"3867",2003,3.5e+07,"Revolution Studios","USA","Michael Tollin","Biography",52277485,"Radio","PG","2003-10-24",109,6.9,"Cuba Gooding Jr.",33842,"Mike Rich",1.33,"$1,809.00 ","$2,414.32 ",46550000,69529055.05
"3868",2003,0,"Alcon Entertainment","USA","Troy Byer","Comedy",21897389,"Love Don't Cost a Thing","PG-13","2003-12-12",100,5.1,"Nick Cannon",6039,"Michael Swerdlick",1.33,"$1,809.00 ","$2,414.32 ",0,29123527.37
"3869",2003,4.1e+07,"Emperor Multimedia Group (EMG)","Hong Kong","Gordon Chan","Action",22108977,"The Medallion","PG-13","2003-08-22",88,5.2,"Jackie Chan",32750,"Alfred Cheung",1.33,"$1,809.00 ","$2,414.32 ",54530000,29404939.41
"3870",2003,0,"Columbia Pictures Corporation","USA","Dennis Dugan","Action",35764982,"National Security","PG-13","2003-01-17",88,5.6,"Martin Lawrence",41326,"Jay Scherick",1.33,"$1,809.00 ","$2,414.32 ",0,47567426.06
"3871",2003,5.6e+07,"Turner Pictures (I)","USA","Ron Maxwell","Biography",12870569,"Gods and Generals","PG-13","2003-02-21",219,6.3,"Stephen Lang",13829,"Jeff Shaara",1.33,"$1,809.00 ","$2,414.32 ",74480000,17117856.77
"3872",2003,0,"Fox 2000 Pictures","USA","Linda Mendoza","Comedy",6126237,"Chasing Papi","PG","2003-04-16",80,4.8,"Eduardo Verástegui",3577,"Laura Angelica Simon",1.33,"$1,809.00 ","$2,414.32 ",0,8147895.21
"3873",2003,6e+06,"Lions Gate Films","USA","Billy Ray","Drama",2220008,"Shattered Glass","PG-13","2003-11-26",94,7.2,"Hayden Christensen",30173,"Buzz Bissinger",1.33,"$1,809.00 ","$2,414.32 ",7980000,2952610.64
"3874",2003,2e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Chris Koch","Comedy",15408822,"A Guy Thing","PG-13","2003-01-17",101,5.6,"Jason Lee",14915,"Greg Glienna",1.33,"$1,809.00 ","$2,414.32 ",26600000,20493733.26
"3875",2003,0,"Merchant Ivory Productions","USA","James Ivory","Drama",9074550,"The Divorce","PG-13","2003-08-29",100,4.9,"Kate Hudson",10084,"Diane Johnson",1.33,"$1,809.00 ","$2,414.32 ",0,12069151.5
"3876",2003,2.2e+07,"New Line Cinema","Canada","Glen Morgan","Drama",6886089,"Willard","PG-13","2003-03-14",100,6.2,"Crispin Glover",15832,"Glen Morgan",1.33,"$1,809.00 ","$2,414.32 ",29260000,9158498.37
"3877",2003,0,"IFC Productions","USA","Todd Graff","Comedy",1628154,"Camp","PG-13","2003-08-29",114,6.3,"Don Dixon",5242,"Todd Graff",1.33,"$1,809.00 ","$2,414.32 ",0,2165444.82
"3878",2003,0,"Australian Film Commission, The","Australia","Gregor Jordan","Action",74864,"Ned Kelly","R","2004-03-26",110,6.5,"Heath Ledger",22829,"Robert Drewe",1.33,"$1,809.00 ","$2,414.32 ",0,99569.12
"3879",2003,1.2e+07,"19 Entertainment","USA","Robert Iscove","Comedy",4922166,"From Justin to Kelly","PG","2003-06-20",81,2.1,"Kelly Clarkson",23990,"Kim Fuller",1.33,"$1,809.00 ","$2,414.32 ",15960000,6546480.78
"3880",2003,5e+06,"World of Wonder","USA","Fenton Bailey","Biography",728253,"Party Monster","R","2003-10-17",98,6.3,"Macaulay Culkin",13310,"Fenton Bailey",1.33,"$1,809.00 ","$2,414.32 ",6650000,968576.49
"3881",2003,1.8e+07,"DreamWorks","USA","Woody Allen","Comedy",3203044,"Anything Else","R","2003-09-19",108,6.4,"Woody Allen",26603,"Woody Allen",1.33,"$1,809.00 ","$2,414.32 ",23940000,4260048.52
"3882",2003,5.2e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Paul Hunter","Action",23020488,"Bulletproof Monk","PG-13","2003-04-16",104,5.5,"Yun-Fat Chow",43940,"Ethan Reiff",1.33,"$1,809.00 ","$2,414.32 ",69160000,30617249.04
"3883",2003,0,"BBC Films","UK","Christine Jeffs","Biography",1302242,"Sylvia","R","2003-10-31",110,6.3,"Gwyneth Paltrow",9321,"John Brownlow",1.33,"$1,809.00 ","$2,414.32 ",0,1731981.86
"3884",2003,0,"Baa-Ram-Ewe","Thailand","Prachya Pinkaew","Action",4560061,"Ong-Bak: The Thai Warrior","R","2005-02-11",105,7.2,"Tony Jaa",63887,"Panna Rittikrai",1.33,"$1,809.00 ","$2,414.32 ",0,6064881.13
"3885",2003,0,"Recorded Picture Company (RPC)","UK","David Mackenzie","Crime",767240,"Young Adam","NC-17","2003-09-26",98,6.5,"Ewan McGregor",12050,"Alexander Trocchi",1.33,"$1,809.00 ","$2,414.32 ",0,1020429.2
"3886",2003,4e+07,"Franchise Pictures","USA","Andrew Fleming","Action",20440627,"The In-Laws","PG-13","2003-05-23",100,5.7,"Albert Brooks",14598,"Andrew Bergman",1.33,"$1,809.00 ","$2,414.32 ",53200000,27186033.91
"3887",2003,2.5e+07,"Klasky-Csupo","USA","John Eng","Animation",39399750,"Rugrats Go Wild","PG","2003-06-13",100,5.6,"Jodi Carlisle",6205,"Kate Boutilier",1.33,"$1,809.00 ","$2,414.32 ",33250000,52401667.5
"3888",2003,35200000,"DreamWorks","USA","Chris Rock","Comedy",37788228,"Head of State","PG-13","2003-03-28",95,5.4,"Chris Rock",15690,"Chris Rock",1.33,"$1,809.00 ","$2,414.32 ",46816000,50258343.24
"3889",2003,9500000,"Les Armateurs","France","Sylvain Chomet","Animation",7002255,"The Triplets of Belleville","PG-13","2004-02-13",80,7.8,"Michèle Caucheteux",44860,"Sylvain Chomet",1.33,"$1,809.00 ","$2,414.32 ",12635000,9312999.15
"3890",2003,1.7e+07,"Paramount Pictures","USA","Sam Weisman","Comedy",22734486,"Dickie Roberts: Former Child Star","PG-13","2003-09-05",98,5.6,"David Spade",12287,"Fred Wolf",1.33,"$1,809.00 ","$2,414.32 ",22610000,30236866.38
"3891",2003,0,"BiBi Film","Italy","Marco Tullio Giordana","Drama",254224,"The Best of Youth","R","2003-06-20",366,8.5,"Luigi Lo Cascio",17585,"Sandro Petraglia",1.33,"$1,809.00 ","$2,414.32 ",0,338117.92
"3892",2003,2500000,"Jasmine Productions Inc.","USA","David Gordon Green","Drama",548712,"All the Real Girls","R","2003-08-01",108,6.9,"Zooey Deschanel",9474,"David Gordon Green",1.33,"$1,809.00 ","$2,414.32 ",3325000,729786.96
"3893",2003,4e+07,"Miramax","Germany","Danny DeVito","Comedy",9692135,"Duplex","PG-13","2003-09-26",89,5.9,"Ben Stiller",48829,"Larry Doyle",1.33,"$1,809.00 ","$2,414.32 ",53200000,12890539.55
"3894",2003,780000,"Go Films","USA","Ryan Little","Action",1310470,"Saints and Soldiers","PG-13","2005-03-25",90,6.8,"Corbin Allred",18516,"Geoffrey Panos",1.33,"$1,809.00 ","$2,414.32 ",1037400,1742925.1
"3895",2003,0,"Madhouse","Japan","Satoshi Kon","Animation",128985,"Tokyo Godfathers","PG-13","2003-11-08",100,7.9,"Tôru Emori",22266,"Satoshi Kon",1.33,"$1,809.00 ","$2,414.32 ",0,171550.05
"3896",2003,1e+07,"Touchstone Pictures","UK","Nigel Cole","Comedy",31041759,"Calendar Girls","PG-13","2004-01-01",108,6.9,"Helen Mirren",20538,"Juliette Towhidi",1.33,"$1,809.00 ","$2,414.32 ",13300000,41285539.47
"3897",2003,8e+06,"British Broadcasting Corporation (BBC)","UK","Tim Fywell","Drama",1174139,"I Capture the Castle","R","2003-08-08",113,7.1,"Romola Garai",6060,"Dodie Smith",1.33,"$1,809.00 ","$2,414.32 ",10640000,1561604.87
"3898",2003,0,"International West Pictures (IWP)","Germany","David Mickey Evans","Comedy",26300,"Barely Legal","R","2006-05-25",100,4.8,"Erik von Detten",5524,"David H. Steinberg",1.33,"$1,809.00 ","$2,414.32 ",0,34979
"3899",2003,0,"Walden Media","UK","Paul Feig","Drama",284002,"I Am David","PG","2004-12-03",90,7.3,"Ben Tibber",6485,"Anne Holm",1.33,"$1,809.00 ","$2,414.32 ",0,377722.66
"3900",2003,1.5e+07,"Lions Gate Films","USA","James Foley","Crime",12212417,"Confidence","R","2003-04-25",97,6.7,"Edward Burns",31315,"Doug Jung",1.33,"$1,809.00 ","$2,414.32 ",19950000,16242514.61
"3901",2003,3200000,"ContentFilm","USA","Wayne Kramer","Crime",8243880,"The Cooler","R","2004-01-16",101,7,"William H. Macy",29549,"Frank Hannah",1.33,"$1,809.00 ","$2,414.32 ",4256000,10964360.4
"3902",2003,0,"Castle Rock Entertainment","USA","Christopher Guest","Comedy",17508936,"A Mighty Wind","PG-13","2003-05-09",91,7.3,"Christopher Guest",23253,"Christopher Guest",1.33,"$1,809.00 ","$2,414.32 ",0,23286884.88
"3903",2003,0,"DreamWorks","USA","Reggie Rock Bythewood","Action",21701045,"Biker Boyz","PG-13","2003-01-31",110,4.6,"Laurence Fishburne",11532,"Michael Gougis",1.33,"$1,809.00 ","$2,414.32 ",0,28862389.85
"3904",2003,0,"Dharma Productions","India","Nikkhil Advani","Comedy",1787378,"Kal Ho Naa Ho","NOT RATED","2003-11-28",186,8,"Preity Zinta",51400,"Niranjan Iyengar",1.33,"$1,809.00 ","$2,414.32 ",0,2377212.74
"3905",2003,0,"Good Machine","USA","Shari Springer Berman","Biography",6003587,"American Splendor","R","2003-09-12",101,7.5,"Paul Giamatti",43575,"Harvey Pekar",1.33,"$1,809.00 ","$2,414.32 ",0,7984770.71
"3906",2003,0,"Buena Vista International","USA","Fred Schepisi","Comedy",7375836,"It Runs in the Family","PG-13","2003-04-25",100,5.6,"Kirk Douglas",4199,"Jesse Wigutow",1.33,"$1,809.00 ","$2,414.32 ",0,9809861.88
"3907",2003,1.7e+07,"Touchstone Pictures","Ireland","Joel Schumacher","Biography",1571504,"Veronica Guerin","R","2003-10-17",98,6.9,"Cate Blanchett",17055,"Carol Doyle",1.33,"$1,809.00 ","$2,414.32 ",22610000,2090100.32
"3908",2003,4e+06,"Mepris Films","USA","Neil LaBute","Comedy",732241,"The Shape of Things","R","2003-05-16",96,6.7,"Paul Rudd",10052,"Neil LaBute",1.33,"$1,809.00 ","$2,414.32 ",5320000,973880.53
"3909",2003,0,"MDP Worldwide","USA","Matthew Ryan Hoge","Drama",343816,"The United States of Leland","R","2005-03-25",108,7.1,"Ryan Gosling",20860,"Matthew Ryan Hoge",1.33,"$1,809.00 ","$2,414.32 ",0,457275.28
"3910",2003,3e+05,"United Artists","USA","Peter Hedges","Comedy",2528664,"Pieces of April","PG-13","2003-11-28",80,7.1,"Katie Holmes",18540,"Peter Hedges",1.33,"$1,809.00 ","$2,414.32 ",399000,3363123.12
"3911",2003,850000,"Funny Boy Films","USA","C. Jay Cox","Comedy",819939,"Latter Days","R","2004-07-01",107,7.1,"Wes Ramsey",15271,"C. Jay Cox",1.33,"$1,809.00 ","$2,414.32 ",1130500,1090518.87
"3912",2003,0,"M&M; Productions","Denmark","Anders Thomas Jensen","Comedy",2483,"The Green Butchers","R","2003-03-21",100,7.3,"Nikolaj Lie Kaas",16028,"Anders Thomas Jensen",1.33,"$1,809.00 ","$2,414.32 ",0,3302.39
"3913",2003,1.4e+07,"Dimension Films","USA","David Zucker","Comedy",15550605,"My Boss's Daughter","PG-13","2003-08-22",86,4.7,"Ashton Kutcher",25363,"David Dorfman",1.33,"$1,809.00 ","$2,414.32 ",18620000,20682304.65
"3914",2003,1.6e+07,"Focus Features","USA","Clare Kilner","Comedy",14108518,"How to Deal","PG-13","2003-07-18",100,5.6,"Mandy Moore",8473,"Sarah Dessen",1.33,"$1,809.00 ","$2,414.32 ",21280000,18764328.94
"3915",2003,0,"EuropaCorp","France","Gérard Krawczyk","Action",497208,"Taxi 3","NOT RATED","2003-01-29",84,5.8,"Samy Naceri",33795,"Luc Besson",1.33,"$1,809.00 ","$2,414.32 ",0,661286.64
"3916",2003,0,"BR Petrobrás","Brazil","Hector Babenco","Drama",213954,"Carandiru","R","2004-03-05",145,7.6,"Enrique Diaz",15107,"Hector Babenco",1.33,"$1,809.00 ","$2,414.32 ",0,284558.82
"3917",2003,2e+07,"Disney Television Animation","USA","Steve Trenbirth","Animation",47887943,"The Jungle Book 2","G","2003-02-14",72,5.4,"John Goodman",12558,"Karl Geurs",1.33,"$1,809.00 ","$2,414.32 ",26600000,63690964.19
"3918",2003,0,"Korea Pictures","South Korea","Ki-duk Kim","Drama",2380788,"Spring, Summer, Fall, Winter... and Spring","R","2004-05-28",103,8.1,"Ki-duk Kim",66713,"Ki-duk Kim",1.33,"$1,809.00 ","$2,414.32 ",0,3166448.04
"3919",2003,8e+06,"Icon Productions","USA","Keith Gordon","Comedy",336456,"The Singing Detective","R","2003-11-14",109,5.6,"Robert Downey Jr.",7414,"Dennis Potter",1.33,"$1,809.00 ","$2,414.32 ",10640000,447486.48
"3920",2003,0,"National Lampoon Productions","USA","David Hillenbrand","Comedy",56127,"Dorm Daze","R","2004-08-20",96,4.6,"Tatyana Ali",7089,"Patrick Casey",1.33,"$1,809.00 ","$2,414.32 ",0,74648.91
"3921",2003,1.7e+07,"Metro-Goldwyn-Mayer (MGM)","USA","John Hoffman","Comedy",37566230,"Good Boy!","PG","2003-10-10",100,5.1,"Liam Aiken",3591,"Zeke Richardson",1.33,"$1,809.00 ","$2,414.32 ",22610000,49963085.9
"3922",2003,0,"BBC Films","UK","Roger Michell","Drama",1062253,"The Mother","R","2004-06-18",112,6.9,"Daniel Craig",3593,"Hanif Kureishi",1.33,"$1,809.00 ","$2,414.32 ",0,1412796.49
"3923",2003,0,"Café Film","Hungary","Nimród Antal","Comedy",237183,"Kontroll","R","2003-11-20",107,7.7,"Sándor Csányi",21046,"Jim Adler",1.33,"$1,809.00 ","$2,414.32 ",0,315453.39
"3924",2003,0,"3B Productions","France","Bruno Dumont","Drama",54523,"29 palmas - Pasiones salvajes","UNRATED","2003-09-17",114,5.2,"Yekaterina Golubeva",3679,"Bruno Dumont",1.33,"$1,809.00 ","$2,414.32 ",0,72515.59
"3925",2003,1.5e+07,"Paramount Pictures","USA","Jonathan Lynn","Comedy",30238577,"The Fighting Temptations","PG-13","2003-09-19",123,5.5,"Cuba Gooding Jr.",6052,"Elizabeth Hunter",1.33,"$1,809.00 ","$2,414.32 ",19950000,40217307.41
"3926",2003,0,"Arte France Cinéma","France","Michael Haneke","Drama",61439,"Time of the Wolf","R","2003-10-08",114,6.6,"Isabelle Huppert",8044,"Michael Haneke",1.33,"$1,809.00 ","$2,414.32 ",0,81713.87
"3927",2003,0,"Deseo, El","Spain","Isabel Coixet","Drama",395592,"La vida sin mí","R","2003-03-07",106,7.6,"Sarah Polley",22023,"Isabel Coixet",1.33,"$1,809.00 ","$2,414.32 ",0,526137.36
"3928",2003,0,"Spierigfilm","Australia","Michael Spierig","Action",41196,"Undead","R","2003-09-04",100,5.5,"Felicity Mason",11798,"Michael Spierig",1.33,"$1,809.00 ","$2,414.32 ",0,54790.68
"3929",2003,5e+06,"Brown Sauce Film Productions","Ireland","John Crowley","Comedy",896993,"Intermission","R","2004-04-16",105,6.9,"Cillian Murphy",14096,"Mark O'Rowe",1.33,"$1,809.00 ","$2,414.32 ",6650000,1193000.69
"3930",2003,7500000,"British Broadcasting Corporation (BBC)","UK","Michael Winterbottom","Drama",197148,"Code 46","R","2004-09-17",93,6.2,"Tim Robbins",18738,"Frank Cottrell Boyce",1.33,"$1,809.00 ","$2,414.32 ",9975000,262206.84
"3931",2003,0,"Film Consortium, The","UK","Stephen Fry","Comedy",931755,"Bright Young Things","R","2003-10-03",102,6.6,"Stephen Campbell Moore",4557,"Stephen Fry",1.33,"$1,809.00 ","$2,414.32 ",0,1239234.15
"3932",2003,0,"Pyramide Productions","Canada","Denys Arcand","Comedy",3432342,"The Barbarian Invasions","R","2004-03-05",99,7.7,"Rémy Girard",25849,"Denys Arcand",1.33,"$1,809.00 ","$2,414.32 ",0,4565014.86
"3933",2003,0,"Klockworx, The","Japan","Takashi Miike","Crime",54419,"Gozu","R","2004-07-14",130,7.1,"Yûta Sone",9463,"Sakichi Satô",1.33,"$1,809.00 ","$2,414.32 ",0,72377.27
"3934",2003,6800000,"Cobalt Media Group","USA","Damian Nieman","Crime",33225,"Shade","R","2004-05-09",101,6.4,"Joe Nicolo",11130,"Damian Nieman",1.33,"$1,809.00 ","$2,414.32 ",9044000,44189.25
