"","year","budget","company","country","director","genre","gross","name","rating","released","runtime","score","star","votes","writer","Factor","Dollar","Equivalent","Newbudget","Newgross"
"674",1989,0,"Morgan Creek Productions","USA","Jack Sholder","Action",9015164,"Renegades","R","1989-06-02",106,5.3,"Kiefer Sutherland",2585,"David Rich",2,"$1,205.00 ","$2,414.32 ",0,18030328
"675",1989,1.6e+07,"AM/PM Entertainment","USA","Robert Ellis Miller","Adventure",67878,"Brenda Starr","PG","1992-04-15",93,4.6,"Brooke Shields",856,"Noreen Stone",2,"$1,205.00 ","$2,414.32 ",3.2e+07,135756
"676",1989,0,"A&M; Films","USA","Will Mackenzie","Comedy",3690400,"Worth Winning","PG-13","1989-10-27",103,6,"Mark Harmon",1378,"Dan Lewandowski",2,"$1,205.00 ","$2,414.32 ",0,7380800
"677",1989,0,"Not specified","USA","Lee Grant","Comedy",4348025,"Staying Together","R","1989-11-10",91,6.3,"Sean Astin",639,"Monte Merrick",2,"$1,205.00 ","$2,414.32 ",0,8696050
"678",1989,0,"Not specified","USA","Hugh Hudson","Drama",1247946,"Lost Angels","R","1989-05-05",116,6.1,"Donald Sutherland",758,"Michael Weller",2,"$1,205.00 ","$2,414.32 ",0,2495892
"679",1989,0,"Charlie Mopic","USA","Patrick Sheane Duncan","Drama",154264,"84C MoPic","R","1989-04-07",95,7,"Jonathan Emerson",1461,"Patrick Sheane Duncan",2,"$1,205.00 ","$2,414.32 ",0,308528
"680",1989,0,"North Street Films","USA","Paul Bartel","Comedy",2156471,"Scenes from the Class Struggle in Beverly Hills","R","1989-07",103,6.2,"Jacqueline Bisset",872,"Paul Bartel",2,"$1,205.00 ","$2,414.32 ",0,4312942
"681",1989,0,"Concorde Pictures","USA","Thierry Notz","Horror",858591,"The Terror Within","R","1989-01-20",88,4.9,"Andrew Stevens",958,"Thomas McKelvey Cleaver",2,"$1,205.00 ","$2,414.32 ",0,1717182
"682",1989,0,"Paulist Pictures","USA","John Duigan","Biography",1316495,"Romero","PG-13","1989-08-25",102,7.3,"Raul Julia",1789,"John Sacret Young",2,"$1,205.00 ","$2,414.32 ",0,2632990
"683",1989,0,"Cinetel Films","USA","William Lustig","Crime",6985999,"Relentless","R","1989-08-30",92,5.9,"Judd Nelson",1064,"Phil Alden Robinson",2,"$1,205.00 ","$2,414.32 ",0,13971998
"684",1989,0,"Initial Film and Television","UK","Damian Harris","Drama",201468,"The Rachel Papers","R","1989-05-12",95,6.1,"Dexter Fletcher",1621,"Damian Harris",2,"$1,205.00 ","$2,414.32 ",0,402936
"685",1989,1.4e+07,"Columbia Pictures Corporation","USA","Jonathan Kaplan","Drama",5932613,"Immediate Family","PG-13","1989-10-27",95,6.1,"Glenn Close",1235,"Barbara Benedek",2,"$1,205.00 ","$2,414.32 ",2.8e+07,11865226
"686",1989,0,"Budapest Stúdió Vállalat","Hungary","Ildikó Enyedi","Comedy",682016,"My Twentieth Century","Not specified","1990-01-13",100,7.1,"Dorota Segda",692,"Ildikó Enyedi",2,"$1,205.00 ","$2,414.32 ",0,1364032
"687",1989,0,"Kouf/Bigelow Productions","USA","Jim Kouf","Action",7723506,"Disorganized Crime","R","1989-04-14",98,6.3,"Hoyt Axton",1842,"Jim Kouf",2,"$1,205.00 ","$2,414.32 ",0,15447012
"688",1989,0,"FM Entertainment","USA","Larry Peerce","Biography",1089000,"Wired","R","1989-08-25",112,4.4,"Michael Chiklis",685,"Bob Woodward",2,"$1,205.00 ","$2,414.32 ",0,2178000
"689",1989,0,"Nova International Films","USA","Robert M. Young","Biography",408839,"Triumph of the Spirit","R","1989-12-23",120,6.9,"Willem Dafoe",1834,"Shimon Arama",2,"$1,205.00 ","$2,414.32 ",0,817678
"690",1989,0,"Cinéa","France","Patrice Leconte","Crime",1417030,"Monsieur Hire","PG-13","1990-06",81,7.7,"Michel Blanc",4920,"Georges Simenon",2,"$1,205.00 ","$2,414.32 ",0,2834060
"691",1989,0,"Aaron Russo Productions","USA","David Greenwalt","Comedy",3169719,"Rude Awakening","R","1989-08-16",100,4.4,"Cheech Marin",1123,"Neil Levy",2,"$1,205.00 ","$2,414.32 ",0,6339438
"692",1989,0,"Hemdale","USA","Mick Jackson","Biography",259486,"Chattahoochee","R","1990-04-20",94,6.4,"Gary Oldman",1524,"James Cresson",2,"$1,205.00 ","$2,414.32 ",0,518972
"693",1989,0,"Twentieth Century Fox Film Corporation","USA","Savage Steve Holland","Comedy",1642239,"How I Got Into College","PG-13","1989-05-19",86,5.8,"Anthony Edwards",1807,"Terrel Seltzer",2,"$1,205.00 ","$2,414.32 ",0,3284478
"694",1989,0,"Lorimar Film Entertainment","USA","Joel Zwick","Comedy",5368865,"Second Sight","PG","1989-11-03",83,4.4,"John Larroquette",983,"Tom Schulman",2,"$1,205.00 ","$2,414.32 ",0,10737730
"695",1989,0,"Breton Film Productions","USA","Steve Carver","Adventure",535031,"River of Death","R","1989-09-29",107,4.2,"Michael Dudikoff",783,"Alistair MacLean",2,"$1,205.00 ","$2,414.32 ",0,1070062
"696",1989,0,"Corsair Pictures","USA","Thomas Schlamme","Comedy",646890,"Miss Firecracker","PG","1990-01-19",102,6.1,"Holly Hunter",1706,"Beth Henley",2,"$1,205.00 ","$2,414.32 ",0,1293780
"697",1989,0,"Lorimar Film Entertainment","USA","Alan J. Pakula","Drama",4795000,"See You in the Morning","PG-13","1989-04-21",119,5.8,"Jeff Bridges",720,"Alan J. Pakula",2,"$1,205.00 ","$2,414.32 ",0,9590000
"698",1989,1.7e+07,"Columbia Pictures Corporation","USA","Michael Crichton","Crime",3560932,"Physical Evidence","R","1989-01-27",99,5.1,"Burt Reynolds",1238,"Steve Ransohoff",2,"$1,205.00 ","$2,414.32 ",3.4e+07,7121864
"699",1989,0,"Lorimar Film Entertainment","USA","Susan Seidelman","Comedy",1869417,"Cookie","R","1989-08-23",94,5.2,"Peter Falk",929,"Nora Ephron",2,"$1,205.00 ","$2,414.32 ",0,3738834
"700",1989,4e+06,"American Playhouse Theatrical Films","USA","Howard Brookner","Comedy",43671,"Bloodhounds of Broadway","PG","1989-11-03",93,5.7,"Josef Sommer",1021,"Howard Brookner",2,"$1,205.00 ","$2,414.32 ",8e+06,87342
"701",1989,0,"HandMade Films","UK","Jonathan Wacks","Drama",283747,"Powwow Highway","R","1989-02-24",100,7.3,"Gary Farmer",1374,"David Seals",2,"$1,205.00 ","$2,414.32 ",0,567494
"702",1989,0,"United Artists","USA","Nancy Savoca","Comedy",1354268,"True Love","R","1989-09-15",104,6,"Annabella Sciorra",599,"Nancy Savoca",2,"$1,205.00 ","$2,414.32 ",0,2708536
"703",1989,5e+06,"Silver Screen Partners III","USA","Jeff Blyth","Adventure",8153677,"Cheetah","G","1989-08-18",83,6.1,"Keith Coogan",703,"Alan Caillou",2,"$1,205.00 ","$2,414.32 ",1e+07,16307354
"704",1989,0,"Cinéa","France","Coline Serreau","Comedy",495063,"Mama, There's a Man in Your Bed","NOT RATED","1989-03-22",100,6.9,"Daniel Auteuil",1286,"Coline Serreau",2,"$1,205.00 ","$2,414.32 ",0,990126
"705",1989,0,"Avenue Pictures","USA","Robert Dornhelm","Comedy",289975,"Cold Feet","R","1989-05-19",94,4.7,"Keith Carradine",313,"Thomas McGuane",2,"$1,205.00 ","$2,414.32 ",0,579950
"706",1989,0,"Allied Vision","UK","Gérard Kikoïne","Horror",102219,"Edge of Sanity","R","1989-04-14",85,5.3,"Anthony Perkins",1070,"J.P. Félix",2,"$1,205.00 ","$2,414.32 ",0,204438
"707",1989,0,"Varney Productions","USA","Michael A. Simpson","Comedy",472340,"Fast Food","PG-13","1989-04-28",92,4.3,"Clark Brandon",486,"Scott B. Sowers",2,"$1,205.00 ","$2,414.32 ",0,944680
"708",1989,0,"Management Company Entertainment Group (MCEG)","UK","Randal Kleiser","Comedy",960385,"Getting It Right","R","1989-05-05",100,6.5,"Jesse Birdsall",579,"Elizabeth Jane Howard",2,"$1,205.00 ","$2,414.32 ",0,1920770
"709",1989,0,"Koch Company","USA","Robert Wise","Action",2043889,"Rooftops","R","1989-03-17",98,4.6,"Jason Gedrick",341,"Allan A. Goldstein",2,"$1,205.00 ","$2,414.32 ",0,4087778
"710",1989,0,"Braunstein and Hamady Productions","USA","Malcolm Mowbray","Comedy",294266,"Out Cold","R","1989-03-03",92,5.5,"John Lithgow",592,"Leonard Glasser",2,"$1,205.00 ","$2,414.32 ",0,588532
"711",1989,0,"Film Four International","UK","Nick Broomfield","Drama",333811,"Dark Obsession","R","1991-06-17",100,4.8,"Gabriel Byrne",276,"Nick Broomfield",2,"$1,205.00 ","$2,414.32 ",0,667622
"712",1989,0,"Gibraltar Entertainment","USA","Andrew Lane","Crime",197343,"Mortal Passions","R","1990-01-26",100,4.8,"Zach Galligan",215,"Alan Moskowitz",2,"$1,205.00 ","$2,414.32 ",0,394686
"713",1989,0,"TriStar Pictures","USA","James Ivory","Drama",463972,"Slaves of New York","R","1989-03",124,5.4,"Bernadette Peters",773,"Tama Janowitz",2,"$1,205.00 ","$2,414.32 ",0,927944
"714",1989,0,"Premiere Pictures Corporation","USA","Rupert Hitzig","Horror",166635,"Night Visitor","R","1989-05-12",93,4.5,"Derek Rydall",383,"Randal Viscovich",2,"$1,205.00 ","$2,414.32 ",0,333270
"715",1989,0,"Curzon Films","UK","Michael Winner","Comedy",216373,"A Chorus of Disapproval","PG","1989-11-03",100,5.7,"Jeremy Irons",607,"Alan Ayckbourn",2,"$1,205.00 ","$2,414.32 ",0,432746
"716",1989,0,"Cage Productions","USA","Lang Elliott","Action",618178,"Cage","R","1989-09-01",100,4.9,"Lou Ferrigno",482,"Hugh Kelley",2,"$1,205.00 ","$2,414.32 ",0,1236356
"717",1989,0,"New Horizons Picture","USA","Terence H. Winkless","Action",1770082,"Bloodfist","R","1989-09-22",85,4.8,"Joe Mari Avellana",849,"Robert King",2,"$1,205.00 ","$2,414.32 ",0,3540164
"718",1989,0,"Epic Productions","USA","Peter Masterson","Thriller",337812,"Night Game","R","1989-09-15",95,4.9,"Roy Scheider",498,"Spencer Eastman",2,"$1,205.00 ","$2,414.32 ",0,675624
"719",1989,6e+06,"Samuel Goldwyn Company, The","USA","Bill Forsyth","Adventure",1877618,"Breaking In","R","1989-10-13",94,6.1,"Burt Reynolds",1209,"John Sayles",2,"$1,205.00 ","$2,414.32 ",1.2e+07,3755236
"720",1989,0,"Channel Four Films","UK","David Hare","Drama",764794,"Strapless","R","1990-05-18",100,5.8,"Blair Brown",322,"David Hare",2,"$1,205.00 ","$2,414.32 ",0,1529588
"721",1989,0,"Hachette Première","France","Bertrand Tavernier","Drama",428758,"Life and Nothing But","PG","1989-09-06",100,7.5,"Philippe Noiret",1227,"Jean Cosmos",2,"$1,205.00 ","$2,414.32 ",0,857516
"722",1989,0,"Ciné Valse","France","Bertrand Blier","Comedy",1776440,"Too Beautiful for You","R","1990-04",91,6.7,"Gérard Depardieu",2117,"Bertrand Blier",2,"$1,205.00 ","$2,414.32 ",0,3552880
"723",1989,0,"Bayerischer Rundfunk (BR)","USA","Percy Adlon","Comedy",574080,"Rosalie Goes Shopping","PG","1990-05",94,6,"Marianne Sägebrecht",690,"Percy Adlon",2,"$1,205.00 ","$2,414.32 ",0,1148160
"724",1989,0,"Erre Produzioni","UK","Jerzy Skolimowski","Drama",111747,"Torrents of Spring","PG-13","1990-02-09",100,6,"Timothy Hutton",262,"Jerzy Skolimowski",2,"$1,205.00 ","$2,414.32 ",0,223494
"725",1989,0,"Stock Films International","Canada","Jacques W. Benoit","Comedy",491193,"How to Make Love to a Negro Without Getting Tired","Not specified","1990-06-08",100,4.6,"Isaach De Bankolé",266,"Dany Laferrière",2,"$1,205.00 ","$2,414.32 ",0,982386
"726",1989,0,"Eagle Film","USA","Frank Zuniga","Action",221163,"Fist Fighter","R","1989-05-12",100,5,"Jorge Rivero",199,"Max Bloom",2,"$1,205.00 ","$2,414.32 ",0,442326
"727",1989,0,"Columbia Pictures Corporation","UK","Franklin J. Schaffner","Drama",1029822,"Welcome Home","R","1989-09-29",92,5.7,"Kris Kristofferson",261,"Maggie Kleinman",2,"$1,205.00 ","$2,414.32 ",0,2059644
"728",1989,0,"Gathsemane 84","USA","Wendell B. Harris Jr.","Comedy",235011,"Chameleon Street","R","1991-05-16",94,7.1,"Wendell B. Harris Jr.",386,"Wendell B. Harris Jr.",2,"$1,205.00 ","$2,414.32 ",0,470022
"729",1989,0,"Channel Four Films","UK","Jon Amiel","Comedy",1236844,"Queen of Hearts","PG","1989-10",112,6.9,"Vittorio Duse",406,"Tony Grisoni",2,"$1,205.00 ","$2,414.32 ",0,2473688
"730",1989,0,"American Playhouse","USA","John David Coles","Drama",95836,"Signs of Life","PG-13","1991-05-25",90,6.3,"Beau Bridges",319,"Mark Malone",2,"$1,205.00 ","$2,414.32 ",0,191672
"731",1989,0,"Not specified","USA","Michael Fischa","Action",862551,"Crack House","R","1989-11-10",90,5.6,"Jim Brown",295,"Blake Schaffer",2,"$1,205.00 ","$2,414.32 ",0,1725102
"732",1989,0,"Edward R. Pressman Film","USA","David Odell","Comedy",129778,"Martians Go Home","PG-13","1990-04-20",89,2.8,"Randy Quaid",605,"Fredric Brown",2,"$1,205.00 ","$2,414.32 ",0,259556
"733",1989,0,"Alberta Motion Picture Development Corporation","Canada","Anne Wheeler","Drama",161323,"Bye Bye Blues","PG","1990-09-21",117,7.2,"Rebecca Jenkins",260,"Anne Wheeler",2,"$1,205.00 ","$2,414.32 ",0,322646
"734",1989,0,"Les Productions Vidéofilms Ltée","Canada","Robert Ménard","Comedy",3400000,"Cruising Bar","R","1989-07-14",96,6.8,"Michel Côté",849,"Michel Côté",2,"$1,205.00 ","$2,414.32 ",0,6800000
"735",1989,0,"Clear Productions","USA","Carl Reiner","Comedy",75868,"Bert Rigby, You're a Fool","R","1989-02-24",94,6.1,"Robert Lindsay",217,"Carl Reiner",2,"$1,205.00 ","$2,414.32 ",0,151736
"736",1989,0,"Skouras Pictures","USA","Jim Sotos","Comedy",192561,"Beverly Hills Brats","PG-13","1989-10-06",90,3.9,"Peter Billingsley",233,"Terry Moore",2,"$1,205.00 ","$2,414.32 ",0,385122
"737",1989,0,"Interscope Communications","USA","Peter Yates","Action",20047604,"An Innocent Man","R","1989-10-06",113,6.4,"Tom Selleck",5088,"Larry Brothers",2,"$1,205.00 ","$2,414.32 ",0,40095208
"738",1989,1.9e+07,"Malpaso Productions","USA","Buddy Van Horn","Action",12143484,"Pink Cadillac","PG-13","1989-05-26",122,5.3,"Clint Eastwood",9301,"John Eskow",2,"$1,205.00 ","$2,414.32 ",3.8e+07,24286968
"739",1989,0,"Weintraub Entertainment Group","USA","Stan Dragoti","Comedy",12065892,"She's Out of Control","PG","1989-04-14",90,5.3,"Tony Danza",3316,"Seth Winston",2,"$1,205.00 ","$2,414.32 ",0,24131784
"740",1989,0,"TriStar Pictures","USA","Paul Flaherty","Comedy",10982364,"Who's Harry Crumb?","PG-13","1989-02-03",94,5.8,"John Candy",13375,"Robert Conte",2,"$1,205.00 ","$2,414.32 ",0,21964728
"741",1989,8e+06,"New Line Cinema","USA","Thomas J. Wright","Action",16093651,"No Holds Barred","PG-13","1989-06-02",93,4.3,"Hulk Hogan",4966,"Dennis Hackin",2,"$1,205.00 ","$2,414.32 ",1.6e+07,32187302
"742",1989,0,"Beco Films","USA","Blake Edwards","Comedy",19674852,"Skin Deep","R","1989-03-03",97,6.1,"John Ritter",3318,"Blake Edwards",2,"$1,205.00 ","$2,414.32 ",0,39349704
"743",1989,3e+06,"Sean S. Cunningham Films","USA","James Isaac","Horror",1738897,"The Horror Show","R","1989-04-28",95,4.9,"Lance Henriksen",2627,"Allyn Warner",2,"$1,205.00 ","$2,414.32 ",6e+06,3477794
"744",1989,0,"A&M; Films","USA","Carl Schenkel","Action",4557214,"The Mighty Quinn","R","1989-02-17",98,6.1,"Denzel Washington",3782,"Albert Z. Carr",2,"$1,205.00 ","$2,414.32 ",0,9114428
"745",1989,1.2e+07,"Warner Bros.","USA","Peter Bonerz","Comedy",11567217,"Police Academy 6: City Under Siege","PG","1989-03-10",84,4.2,"Bubba Smith",23683,"Neal Israel",2,"$1,205.00 ","$2,414.32 ",2.4e+07,23134434
"746",1989,1.9e+07,"Amblin Entertainment","USA","Gary David Goldberg","Drama",19738015,"Dad","PG","1989-11-10",117,6.2,"Jack Lemmon",3891,"William Wharton",2,"$1,205.00 ","$2,414.32 ",3.8e+07,39476030
"747",1989,0,"Allied Filmmakers","USA","Uli Edel","Drama",1730005,"Last Exit to Brooklyn","R","1990-05-04",102,6.9,"Jennifer Jason Leigh",4841,"Hubert Selby Jr.",2,"$1,205.00 ","$2,414.32 ",0,3460010
"748",1989,0,"Kings Road Entertainment","Australia","David Webb Peoples","Action",882290,"The Blood of Heroes","R","1990-02-23",90,6.5,"Rutger Hauer",5155,"David Webb Peoples",2,"$1,205.00 ","$2,414.32 ",0,1764580
"749",1989,0,"Davros Films","USA","Euzhan Palcy","Drama",3766879,"A Dry White Season","R","1989-09-20",97,7,"Donald Sutherland",3879,"André P. Brink",2,"$1,205.00 ","$2,414.32 ",0,7533758
"750",1989,1.3e+07,"Paramount Pictures","USA","Joel Schumacher","Comedy",22030000,"Cousins","PG-13","1989-02-10",109,6.3,"Ted Danson",3667,"Jean-Charles Tacchella",2,"$1,205.00 ","$2,414.32 ",2.6e+07,44060000
"751",1989,5e+06,"Allied Vision","USA","Philippe Mora","Biography",1919653,"Communion","R","1989-11-10",106,5.7,"Christopher Walken",4489,"Whitley Strieber",2,"$1,205.00 ","$2,414.32 ",1e+07,3839306
"752",1989,0,"KB Erik the Viking","UK","Terry Jones","Comedy",1932642,"Erik the Viking","PG-13","1989-09-22",107,6.2,"Tim Robbins",11465,"Terry Jones",2,"$1,205.00 ","$2,414.32 ",0,3865284
"753",1989,3e+06,"Great American Films Limited Partnership","Canada","Bob Balaban","Comedy",870532,"Parents","R","1989-01-27",81,6.2,"Randy Quaid",4968,"Christopher Hawthorne",2,"$1,205.00 ","$2,414.32 ",6e+06,1741064
"754",1989,5e+06,"Aspen Film Society","USA","Christopher Guest","Comedy",117463,"The Big Picture","PG-13","1989-12-15",100,6.3,"Kevin Bacon",4057,"Michael Varhol",2,"$1,205.00 ","$2,414.32 ",1e+07,234926
"755",1989,1.8e+07,"Orion Pictures","USA","Andrew Davis","Action",10647219,"The Package","R","1989-08-25",108,6.4,"Gene Hackman",6979,"John Bishop",2,"$1,205.00 ","$2,414.32 ",3.6e+07,21294438
"756",1989,0,"Beco Films","USA","Nick Castle","Comedy",9114702,"Tap","PG-13","1989-02-10",111,6.5,"Gregory Hines",1195,"Nick Castle",2,"$1,205.00 ","$2,414.32 ",0,18229404
"757",1989,0,"Trans World Entertainment (TWE)","USA","Tibor Takács","Fantasy",151203,"I, Madman","R","1989-04-07",89,6.1,"Jenny Wright",2093,"David Chaskin",2,"$1,205.00 ","$2,414.32 ",0,302406
"758",1989,0,"Metro-Goldwyn-Mayer (MGM)","USA","Pat O'Connor","Action",4611062,"The January Man","R","1989-01-13",97,5.6,"Kevin Kline",5405,"John Patrick Shanley",2,"$1,205.00 ","$2,414.32 ",0,9222124
"759",1989,0,"Touchstone Pictures","USA","Ron Shelton","Biography",19131246,"Blaze","R","1989-12-13",120,5.9,"Paul Newman",3129,"Blaze Starr",2,"$1,205.00 ","$2,414.32 ",0,38262492
"760",1989,16400000,"Touchstone Pictures","USA","Peter Weir","Comedy",95860116,"Dead Poets Society","PG","1989-06-09",128,8,"Robin Williams",301100,"Tom Schulman",2,"$1,205.00 ","$2,414.32 ",32800000,191720232
"761",1989,3.5e+07,"Warner Bros.","USA","Tim Burton","Action",251188924,"Batman","PG-13","1989-06-23",126,7.6,"Michael Keaton",288860,"Bob Kane",2,"$1,205.00 ","$2,414.32 ",7e+07,502377848
"762",1989,11500000,"Paramount Pictures","USA","Mary Lambert","Horror",57469179,"Pet Sematary","R","1989-04-21",103,6.6,"Dale Midkiff",70178,"Stephen King",2,"$1,205.00 ","$2,414.32 ",2.3e+07,114938358
"763",1989,4.8e+07,"Paramount Pictures","USA","Steven Spielberg","Action",197171806,"Indiana Jones and the Last Crusade","PG-13","1989-05-24",127,8.3,"Harrison Ford",566432,"Jeffrey Boam",2,"$1,205.00 ","$2,414.32 ",9.6e+07,394343612
"764",1989,4e+07,"Walt Disney Pictures","USA","Ron Clements","Animation",111543479,"The Little Mermaid","G","1989-11-17",83,7.6,"Jodi Benson",188455,"John Musker",2,"$1,205.00 ","$2,414.32 ",8e+07,223086958
"765",1989,5.5e+07,"Warner Bros.","USA","Andrey Konchalovskiy","Action",63408614,"Tango & Cash","R","1989-12-22",104,6.3,"Sylvester Stallone",81242,"Randy Feldman",2,"$1,205.00 ","$2,414.32 ",1.1e+08,126817228
"766",1989,1.7e+07,"Silver Pictures","USA","Rowdy Herrington","Action",30050028,"Road House","R","1989-05-19",114,6.5,"Patrick Swayze",47394,"R. Lance Hill",2,"$1,205.00 ","$2,414.32 ",3.4e+07,60100056
"767",1989,2.7e+07,"Warner Bros.","USA","Jeremiah S. Chechik","Comedy",71320000,"National Lampoon's Christmas Vacation","PG-13","1989-12-01",97,7.6,"Chevy Chase",115848,"John Hughes",2,"$1,205.00 ","$2,414.32 ",5.4e+07,142640000
"768",1989,1e+07,"De Laurentiis Entertainment Group (DEG)","USA","Stephen Herek","Adventure",40485039,"Bill & Ted's Excellent Adventure","PG","1989-02-17",90,6.9,"Keanu Reeves",90901,"Chris Matheson",2,"$1,205.00 ","$2,414.32 ",2e+07,80970078
"769",1989,0,"Gordon Company","USA","Phil Alden Robinson","Drama",64431625,"Field of Dreams","PG","1989-05-05",107,7.5,"Kevin Costner",91800,"W.P. Kinsella",2,"$1,205.00 ","$2,414.32 ",0,128863250
"770",1989,4e+07,"Universal Pictures","USA","Robert Zemeckis","Adventure",118500000,"Back to the Future Part II","PG","1989-11-22",108,7.8,"Michael J. Fox",377402,"Robert Zemeckis",2,"$1,205.00 ","$2,414.32 ",8e+07,2.37e+08
"771",1989,7e+07,"Twentieth Century Fox Film Corporation","USA","James Cameron","Adventure",54461047,"The Abyss","PG-13","1989-08-09",145,7.6,"Ed Harris",140371,"James Cameron",2,"$1,205.00 ","$2,414.32 ",1.4e+08,108922094
"772",1989,1.5e+07,"Universal Pictures","USA","John Hughes","Comedy",66758538,"Uncle Buck","PG","1989-08-16",100,7,"John Candy",68231,"John Hughes",2,"$1,205.00 ","$2,414.32 ",3e+07,133517076
"773",1989,6500000,"40 Acres & A Mule Filmworks","USA","Spike Lee","Comedy",27545445,"Do the Right Thing","R","1989-07-21",120,7.9,"Danny Aiello",65617,"Spike Lee",2,"$1,205.00 ","$2,414.32 ",1.3e+07,55090890
"774",1989,0,"Gladden Entertainment","USA","Ted Kotcheff","Adventure",30218387,"Weekend at Bernie's","PG-13","1989-07-05",97,6.4,"Andrew McCarthy",40910,"Robert Klane",2,"$1,205.00 ","$2,414.32 ",0,60436774
"775",1989,1.8e+07,"TriStar Pictures","USA","Edward Zwick","Biography",26830000,"Glory","R","1990-02-16",122,7.9,"Matthew Broderick",107207,"Kevin Jarre",2,"$1,205.00 ","$2,414.32 ",3.6e+07,53660000
"776",1989,1.6e+07,"Castle Rock Entertainment","USA","Rob Reiner","Comedy",92823600,"When Harry Met Sally...","R","1989-07-21",96,7.6,"Billy Crystal",161347,"Nora Ephron",2,"$1,205.00 ","$2,414.32 ",3.2e+07,185647200
"777",1989,0,"TriStar Pictures","USA","Herbert Ross","Comedy",83759091,"Steel Magnolias","PG","1989-11-22",117,7.2,"Shirley MacLaine",37333,"Robert Harling",2,"$1,205.00 ","$2,414.32 ",0,167518182
"778",1989,3.7e+07,"Columbia Pictures Corporation","USA","Ivan Reitman","Action",112494738,"Ghostbusters II","PG","1989-06-16",108,6.5,"Bill Murray",152597,"Dan Aykroyd",2,"$1,205.00 ","$2,414.32 ",7.4e+07,224989476
"779",1989,0,"Gracie Films","USA","Cameron Crowe","Comedy",20781385,"Say Anything...","PG-13","1989-04-14",100,7.4,"John Cusack",70820,"Cameron Crowe",2,"$1,205.00 ","$2,414.32 ",0,41562770
"780",1989,7500000,"TriStar Pictures","USA","Amy Heckerling","Comedy",140088813,"Look Who's Talking","PG-13","1989-10-13",93,5.8,"John Travolta",67535,"Amy Heckerling",2,"$1,205.00 ","$2,414.32 ",1.5e+07,280177626
"781",1989,2.5e+07,"Filmauro","USA","George P. Cosmatos","Adventure",15704614,"Leviathan","R","1989-03-17",98,5.8,"Peter Weller",14315,"David Webb Peoples",2,"$1,205.00 ","$2,414.32 ",5e+07,31409228
"782",1989,1.8e+07,"Buena Vista Pictures","USA","Joe Johnston","Adventure",130724172,"Honey, I Shrunk the Kids","PG","1989-06-23",93,6.3,"Rick Moranis",116845,"Stuart Gordon",2,"$1,205.00 ","$2,414.32 ",3.6e+07,261448344
"783",1989,1.1e+07,"Mirage Enterprises","USA","David S. Ward","Comedy",49797148,"Major League","R","1989-04-07",107,7.2,"Tom Berenger",52280,"David S. Ward",2,"$1,205.00 ","$2,414.32 ",2.2e+07,99594296
"784",1989,1.4e+07,"Ixtlan","USA","Oliver Stone","Biography",70001698,"Born on the Fourth of July","R","1990-01-05",145,7.2,"Tom Cruise",82727,"Ron Kovic",2,"$1,205.00 ","$2,414.32 ",2.8e+07,140003396
"785",1989,0,"Columbia Pictures Corporation","USA","John G. Avildsen","Action",38956288,"The Karate Kid Part III","PG","1989-06-30",112,5,"Ralph Macchio",38560,"Robert Mark Kamen",2,"$1,205.00 ","$2,414.32 ",0,77912576
"786",1989,0,"Imagine Entertainment","USA","Joe Dante","Comedy",36602000,"The 'Burbs","PG","1989-02-17",101,6.9,"Tom Hanks",55800,"Dana Olsen",2,"$1,205.00 ","$2,414.32 ",0,73204000
"787",1989,3.1e+07,"Imagine Entertainment","USA","Ron Howard","Comedy",100047830,"Parenthood","PG-13","1989-08-02",124,7,"Steve Martin",37913,"Lowell Ganz",2,"$1,205.00 ","$2,414.32 ",6.2e+07,200095660
"788",1989,2.8e+07,"Warner Bros.","USA","Richard Donner","Action",147253986,"Lethal Weapon 2","R","1989-07-07",114,7.2,"Mel Gibson",137637,"Jeffrey Boam",2,"$1,205.00 ","$2,414.32 ",5.6e+07,294507972
"789",1989,3.2e+07,"Danjaq","UK","John Glen","Action",34667015,"Licence to Kill","PG-13","1989-07-14",133,6.6,"Timothy Dalton",79153,"Michael G. Wilson",2,"$1,205.00 ","$2,414.32 ",6.4e+07,69334030
"790",1989,0,"Vision PDG","USA","Zalman King","Drama",11060485,"Wild Orchid","R","1990-04-27",105,4.5,"Mickey Rourke",9667,"Patricia Louisianna Knop",2,"$1,205.00 ","$2,414.32 ",0,22120970
"791",1989,0,"Ferndale Films","Ireland","Jim Sheridan","Biography",14743391,"My Left Foot","R","1990-03-30",103,7.9,"Daniel Day-Lewis",54654,"Shane Connaughton",2,"$1,205.00 ","$2,414.32 ",0,29486782
"792",1989,0,"Davis Entertainment","USA","Richard Greenberg","Adventure",793775,"Little Monsters","PG","1989-08-25",100,6.1,"Fred Savage",8801,"Terry Rossio",2,"$1,205.00 ","$2,414.32 ",0,1587550
"793",1989,3.1e+07,"Universal Pictures","USA","Steven Spielberg","Fantasy",43858790,"Always","PG","1989-12-22",122,6.4,"Richard Dreyfuss",23834,"Jerry Belson",2,"$1,205.00 ","$2,414.32 ",6.2e+07,87717580
"794",1989,1200000,"Outlaw Productions (I)","USA","Steven Soderbergh","Drama",24741700,"Sex, Lies, and Videotape","R","1989-09-22",100,7.2,"James Spader",40625,"Steven Soderbergh",2,"$1,205.00 ","$2,414.32 ",2400000,49483400
