Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT
296,19-Mar-89,1989,32,East,1,Georgetown,BE,81,9,Notre Dame,ACC,74,
297,19-Mar-89,1989,32,Southeast,3,Michigan,B10,91,11,South Alabama,SB,82,
298,19-Mar-89,1989,32,Midwest,3,Missouri,SEC,108,11,Texas,B12,89,
299,19-Mar-89,1989,32,Southeast,2,North Carolina,ACC,88,7,UCLA,P12,81,
300,19-Mar-89,1989,32,West,2,Indiana,B10,92,7,UTEP,CUSA,69,
301,23-Mar-89,1989,16,West,4,UNLV,MWC,68,1,Arizona,P12,67,
302,23-Mar-89,1989,16,West,3,Seton Hall,BE,78,2,Indiana,B10,65,
303,23-Mar-89,1989,16,Southeast,3,Michigan,B10,92,2,North Carolina,ACC,87,
304,23-Mar-89,1989,16,Southeast,5,Virginia,ACC,86,1,Oklahoma,B12,80,
305,24-Mar-89,1989,16,Midwest,1,Illinois,B10,83,4,Louisville,ACC,69,
306,24-Mar-89,1989,16,East,2,Duke,ACC,87,11,Minnesota,B10,70,
307,24-Mar-89,1989,16,Midwest,2,Syracuse,ACC,83,3,Missouri,SEC,80,
308,24-Mar-89,1989,16,East,1,Georgetown,BE,69,5,North Carolina St.,ACC,61,
309,25-Mar-89,1989,8,West,3,Seton Hall,BE,84,4,UNLV,MWC,61,
310,25-Mar-89,1989,8,Southeast,3,Michigan,B10,102,5,Virginia,ACC,65,
311,26-Mar-89,1989,8,East,2,Duke,ACC,85,1,Georgetown,BE,77,
312,26-Mar-89,1989,8,Midwest,1,Illinois,B10,89,2,Syracuse,ACC,86,
313,1-Apr-89,1989,4,Final Four,3,Seton Hall,BE,95,2,Duke,ACC,78,
314,1-Apr-89,1989,4,Final Four,3,Michigan,B10,83,1,Illinois,B10,81,
315,3-Apr-89,1989,Champ,Championship,3,Michigan,B10,80,3,Seton Hall,BE,79,1 OT
316,15-Mar-90,1990,64,West,1,UNLV,MWC,102,16,Arkansas Little Rock,SB,72,
317,15-Mar-90,1990,64,East,1,Connecticut,Amer,76,16,Boston University,Pat,52,
318,15-Mar-90,1990,64,East,5,Clemson,ACC,49,12,BYU,WCC,47,
319,15-Mar-90,1990,64,Southeast,4,Georgia Tech,ACC,99,13,East Tennessee St.,SC,83,
320,15-Mar-90,1990,64,Southeast,9,UC Santa Barbara,BW,70,8,Houston,Amer,66,
321,15-Mar-90,1990,64,West,4,Louisville,ACC,78,13,Idaho,BSky,59,
322,15-Mar-90,1990,64,Midwest,12,Dayton,A10,88,5,Illinois,B10,86,
323,15-Mar-90,1990,64,East,9,California,P12,65,8,Indiana,B10,63,
324,15-Mar-90,1990,64,Midwest,8,North Carolina,ACC,83,9,Missouri St.,MVC,70,
325,15-Mar-90,1990,64,Southeast,1,Michigan St.,B10,75,16,Murray St.,OVC,71,1 OT
326,15-Mar-90,1990,64,West,12,Ball St.,MAC,54,5,Oregon St.,P12,53,
327,15-Mar-90,1990,64,Midwest,4,Arkansas,SEC,68,13,Princeton,Ivy,64,
328,15-Mar-90,1990,64,West,8,Ohio St.,B10,84,9,Providence,BE,83,1 OT
329,15-Mar-90,1990,64,East,4,La Salle,A10,79,13,Southern Mississippi,NA,63,
330,15-Mar-90,1990,64,Midwest,1,Oklahoma,B12,77,16,Towson,CAA,68,
331,15-Mar-90,1990,64,Southeast,5,LSU,SEC,70,12,Villanova,BE,63,
332,16-Mar-90,1990,64,West,7,Alabama,SEC,71,10,Colorado St.,MWC,54,
333,16-Mar-90,1990,64,Southeast,2,Syracuse,ACC,70,15,Coppin St.,MEAC,48,
334,16-Mar-90,1990,64,Midwest,10,Texas,B12,100,7,Georgia,SEC,88,
335,16-Mar-90,1990,64,West,3,Michigan,B10,76,14,Illinois St.,MVC,70,
336,16-Mar-90,1990,64,Midwest,6,Xavier,BE,87,11,Kansas St.,B12,79,
337,16-Mar-90,1990,64,Midwest,2,Purdue,B10,75,15,Louisiana Monroe,SB,63,
338,16-Mar-90,1990,64,Southeast,14,Northern Iowa,MVC,74,3,Missouri,SEC,71,
339,16-Mar-90,1990,64,West,11,Loyola Marymount,WCC,111,6,New Mexico St.,WAC,92,
340,16-Mar-90,1990,64,Southeast,7,Virginia,ACC,75,10,Notre Dame,ACC,67,
341,16-Mar-90,1990,64,East,3,Duke,ACC,81,14,Richmond,A10,46,
342,16-Mar-90,1990,64,East,2,Kansas,B12,79,15,Robert Morris,NEC,71,
343,16-Mar-90,1990,64,West,2,Arizona,P12,79,15,South Florida,Amer,67,
344,16-Mar-90,1990,64,East,6,St. John's,BE,81,11,Temple,Amer,65,
345,16-Mar-90,1990,64,Midwest,3,Georgetown,BE,70,14,Texas Southern,SWAC,52,
346,16-Mar-90,1990,64,East,7,UCLA,P12,68,10,UAB,CUSA,56,
347,16-Mar-90,1990,64,Southeast,6,Minnesota,B10,64,11,UTEP,CUSA,61,1 OT
348,17-Mar-90,1990,32,East,1,Connecticut,Amer,74,9,California,P12,54,
349,17-Mar-90,1990,32,Midwest,4,Arkansas,SEC,86,12,Dayton,A10,84,
350,17-Mar-90,1990,32,East,5,Clemson,ACC,79,4,La Salle,A10,75,
351,17-Mar-90,1990,32,West,12,Ball St.,MAC,62,4,Louisville,ACC,60,
352,17-Mar-90,1990,32,Southeast,4,Georgia Tech,ACC,94,5,LSU,SEC,91,
353,17-Mar-90,1990,32,West,1,UNLV,MWC,76,8,Ohio St.,B10,65,
354,17-Mar-90,1990,32,Midwest,8,North Carolina,ACC,79,1,Oklahoma,B12,77,
355,17-Mar-90,1990,32,Southeast,1,Michigan St.,B10,62,9,UC Santa Barbara,BW,58,
356,18-Mar-90,1990,32,West,7,Alabama,SEC,77,2,Arizona,P12,55,
357,18-Mar-90,1990,32,Midwest,6,Xavier,BE,74,3,Georgetown,BE,71,
358,18-Mar-90,1990,32,East,7,UCLA,P12,71,2,Kansas,B12,70,
359,18-Mar-90,1990,32,West,11,Loyola Marymount,WCC,149,3,Michigan,B10,115,
360,18-Mar-90,1990,32,Southeast,6,Minnesota,B10,81,14,Northern Iowa,MVC,78,
361,18-Mar-90,1990,32,Midwest,10,Texas,B12,73,2,Purdue,B10,72,
362,18-Mar-90,1990,32,East,3,Duke,ACC,76,6,St. John's,BE,72,
363,18-Mar-90,1990,32,Southeast,2,Syracuse,ACC,63,7,Virginia,ACC,61,
364,22-Mar-90,1990,16,East,1,Connecticut,Amer,71,5,Clemson,ACC,70,
365,22-Mar-90,1990,16,Midwest,4,Arkansas,SEC,96,8,North Carolina,ACC,73,
366,22-Mar-90,1990,16,East,3,Duke,ACC,90,7,UCLA,P12,81,
367,22-Mar-90,1990,16,Midwest,10,Texas,B12,102,6,Xavier,BE,89,
368,23-Mar-90,1990,16,West,11,Loyola Marymount,WCC,62,7,Alabama,SEC,60,
369,23-Mar-90,1990,16,West,1,UNLV,MWC,69,12,Ball St.,MAC,67,
370,23-Mar-90,1990,16,Southeast,4,Georgia Tech,ACC,81,1,Michigan St.,B10,80,1 OT
371,23-Mar-90,1990,16,Southeast,6,Minnesota,B10,82,2,Syracuse,ACC,75,
372,24-Mar-90,1990,8,East,3,Duke,ACC,79,1,Connecticut,Amer,78,1 OT
373,24-Mar-90,1990,8,Midwest,4,Arkansas,SEC,88,10,Texas,B12,85,
374,25-Mar-90,1990,8,West,1,UNLV,MWC,131,11,Loyola Marymount,WCC,101,
375,25-Mar-90,1990,8,Southeast,4,Georgia Tech,ACC,93,6,Minnesota,B10,91,
376,31-Mar-90,1990,4,Final Four,3,Duke,ACC,97,4,Arkansas,SEC,83,
377,31-Mar-90,1990,4,Final Four,1,UNLV,MWC,90,4,Georgia Tech,ACC,81,
378,2-Apr-90,1990,Champ,Championship,1,UNLV,MWC,103,3,Duke,ACC,73,
379,14-Mar-91,1991,64,Southeast,2,Indiana,B10,79,15,Coastal Carolina,SB,69,
380,14-Mar-91,1991,64,Midwest,7,Iowa,B10,76,10,East Tennessee St.,SC,73,
381,14-Mar-91,1991,64,Southeast,6,Pittsburgh,ACC,76,11,Georgia,SEC,68,1 OT
382,14-Mar-91,1991,64,Midwest,2,Duke,ACC,102,15,Louisiana Monroe,SB,73,
383,14-Mar-91,1991,64,Midwest,11,Connecticut,Amer,79,6,LSU,SEC,62,
384,14-Mar-91,1991,64,Midwest,14,Xavier,BE,89,3,Nebraska,B10,84,
385,14-Mar-91,1991,64,East,3,Oklahoma St.,B12,67,14,New Mexico,MWC,54,
386,14-Mar-91,1991,64,West,11,Creighton,BE,64,6,New Mexico St.,WAC,56,
387,14-Mar-91,1991,64,Southeast,3,Kansas,B12,55,14,New Orleans,Slnd,49,
388,14-Mar-91,1991,64,West,3,Seton Hall,BE,71,14,Pepperdine,WCC,51,
389,14-Mar-91,1991,64,East,10,Temple,Amer,80,7,Purdue,B10,63,
390,14-Mar-91,1991,64,East,6,North Carolina St.,ACC,114,11,Southern Mississippi,NA,85,
391,14-Mar-91,1991,64,West,2,Arizona,P12,93,15,"St. Francis, Penn",NA,80,
392,14-Mar-91,1991,64,East,15,Richmond,A10,73,2,Syracuse,ACC,69,
393,14-Mar-91,1991,64,Southeast,7,Florida St.,ACC,75,10,USC,P12,72,
394,14-Mar-91,1991,64,West,10,BYU,WCC,61,7,Virginia,ACC,48,
395,15-Mar-91,1991,64,Midwest,8,Georgia Tech,ACC,87,9,DePaul,BE,70,
396,15-Mar-91,1991,64,Southeast,1,Arkansas,SEC,117,16,Georgia St.,SB,76,
397,15-Mar-91,1991,64,West,5,Michigan St.,B10,60,12,Green Bay,Horz,58,
398,15-Mar-91,1991,64,Southeast,5,Wake Forest,ACC,71,12,Louisiana Tech,CUSA,65,
399,15-Mar-91,1991,64,East,12,Eastern Michigan,MAC,76,5,Mississippi St.,SEC,56,
400,15-Mar-91,1991,64,West,1,UNLV,MWC,99,16,Montana,BSky,65,
401,15-Mar-91,1991,64,Southeast,4,Alabama,SEC,89,13,Murray St.,OVC,79,
402,15-Mar-91,1991,64,East,1,North Carolina,ACC,101,16,Northeastern,CAA,66,
403,15-Mar-91,1991,64,Midwest,4,St. John's,BE,75,13,Northern Illinois,MAC,68,
404,15-Mar-91,1991,64,East,9,Villanova,BE,50,8,Princeton,Ivy,48,
405,15-Mar-91,1991,64,Southeast,8,Arizona St.,P12,79,9,Rutgers,B10,76,
406,15-Mar-91,1991,64,West,4,Utah,P12,82,13,South Alabama,SB,72,
407,15-Mar-91,1991,64,Midwest,5,Texas,B12,73,12,St. Peter's,NA,65,
408,15-Mar-91,1991,64,Midwest,1,Ohio St.,B10,97,16,Towson,CAA,86,
409,15-Mar-91,1991,64,East,13,Penn St.,B10,74,4,UCLA,P12,69,
410,15-Mar-91,1991,64,West,8,Georgetown,BE,70,9,Vanderbilt,SEC,60,
411,16-Mar-91,1991,32,West,2,Arizona,P12,76,10,BYU,WCC,61,
412,16-Mar-91,1991,32,West,3,Seton Hall,BE,81,11,Creighton,BE,69,
413,16-Mar-91,1991,32,Southeast,2,Indiana,B10,82,7,Florida St.,ACC,60,
414,16-Mar-91,1991,32,Midwest,2,Duke,ACC,85,7,Iowa,B10,70,
415,16-Mar-91,1991,32,East,3,Oklahoma St.,B12,73,6,North Carolina St.,ACC,64,
416,16-Mar-91,1991,32,Southeast,3,Kansas,B12,77,6,Pittsburgh,ACC,66,
417,16-Mar-91,1991,32,East,10,Temple,Amer,77,15,Richmond,A10,64,
418,16-Mar-91,1991,32,Midwest,11,Connecticut,Amer,66,14,Xavier,BE,50,
419,17-Mar-91,1991,32,Southeast,1,Arkansas,SEC,97,8,Arizona St.,P12,90,
420,17-Mar-91,1991,32,West,1,UNLV,MWC,62,8,Georgetown,BE,54,
421,17-Mar-91,1991,32,Midwest,1,Ohio St.,B10,65,8,Georgia Tech,ACC,61,
422,17-Mar-91,1991,32,West,4,Utah,P12,85,5,Michigan St.,B10,84,2 OT
423,17-Mar-91,1991,32,East,12,Eastern Michigan,MAC,71,13,Penn St.,B10,68,1 OT
424,17-Mar-91,1991,32,Midwest,4,St. John's,BE,84,5,Texas,B12,76,
425,17-Mar-91,1991,32,East,1,North Carolina,ACC,84,9,Villanova,BE,69,
426,17-Mar-91,1991,32,Southeast,4,Alabama,SEC,96,5,Wake Forest,ACC,88,
427,21-Mar-91,1991,16,Southeast,1,Arkansas,SEC,93,4,Alabama,SEC,70,
428,21-Mar-91,1991,16,West,3,Seton Hall,BE,81,2,Arizona,P12,77,
429,21-Mar-91,1991,16,Southeast,3,Kansas,B12,83,2,Indiana,B10,65,
430,21-Mar-91,1991,16,West,1,UNLV,MWC,83,4,Utah,P12,66,
431,22-Mar-91,1991,16,Midwest,2,Duke,ACC,81,11,Connecticut,Amer,67,
432,22-Mar-91,1991,16,East,1,North Carolina,ACC,93,12,Eastern Michigan,MAC,67,
433,22-Mar-91,1991,16,Midwest,4,St. John's,BE,91,1,Ohio St.,B10,74,
434,22-Mar-91,1991,16,East,10,Temple,Amer,72,3,Oklahoma St.,B12,63,1 OT
435,23-Mar-91,1991,8,Southeast,3,Kansas,B12,93,1,Arkansas,SEC,81,
436,23-Mar-91,1991,8,West,1,UNLV,MWC,77,3,Seton Hall,BE,65,
437,24-Mar-91,1991,8,Midwest,2,Duke,ACC,78,4,St. John's,BE,61,
438,24-Mar-91,1991,8,East,1,North Carolina,ACC,75,10,Temple,Amer,72,
439,30-Mar-91,1991,4,Final Four,3,Kansas,B12,79,1,North Carolina,ACC,73,
440,30-Mar-91,1991,4,Final Four,2,Duke,ACC,79,1,UNLV,MWC,77,
441,1-Apr-91,1991,Champ,Championship,2,Duke,ACC,72,3,Kansas,B12,65,
442,19-Mar-92,1992,64,West,7,LSU,SEC,94,10,BYU,WCC,83,
443,19-Mar-92,1992,64,East,1,Duke,ACC,82,16,Campbell,BSth,56,
444,19-Mar-92,1992,64,West,2,Indiana,B10,94,15,Eastern Illinois,OVC,55,
445,19-Mar-92,1992,64,Midwest,7,Georgia Tech,ACC,65,10,Houston,Amer,60,
446,19-Mar-92,1992,64,East,4,Seton Hall,BE,78,13,La Salle,A10,76,
447,19-Mar-92,1992,64,Midwest,2,USC,P12,84,15,Louisiana Monroe,SB,54,
448,19-Mar-92,1992,64,Southeast,4,North Carolina,ACC,68,13,Miami OH,MAC,63,
449,19-Mar-92,1992,64,Southeast,1,Ohio St.,B10,83,16,Mississippi Valley,NA,56,
450,19-Mar-92,1992,64,West,3,Florida St.,ACC,78,14,Montana,BSky,68,
451,19-Mar-92,1992,64,Midwest,3,Arkansas,SEC,80,14,Murray St.,OVC,69,
452,19-Mar-92,1992,64,Southeast,9,Connecticut,Amer,86,8,Nebraska,B10,65,
453,19-Mar-92,1992,64,Midwest,6,Memphis,Amer,80,11,Pepperdine,WCC,70,
454,19-Mar-92,1992,64,West,6,Georgetown,BE,75,11,South Florida,Amer,60,
455,19-Mar-92,1992,64,Southeast,5,Alabama,SEC,80,12,Stanford,P12,75,
456,19-Mar-92,1992,64,East,9,Iowa,B10,98,8,Texas,B12,92,
457,19-Mar-92,1992,64,East,5,Missouri,SEC,89,12,West Virginia,B12,78,
458,20-Mar-92,1992,64,Southeast,14,East Tennessee St.,SC,87,3,Arizona,P12,80,
459,20-Mar-92,1992,64,East,10,Iowa St.,B12,76,7,Charlotte,CUSA,74,
460,20-Mar-92,1992,64,Midwest,4,Cincinnati,Amer,85,13,Delaware,CAA,47,
461,20-Mar-92,1992,64,West,12,New Mexico St.,WAC,81,5,DePaul,BE,73,
462,20-Mar-92,1992,64,Midwest,9,UTEP,CUSA,55,8,Evansville,MVC,50,
463,20-Mar-92,1992,64,East,3,Massachusetts,A10,85,14,Fordham,A10,58,
464,20-Mar-92,1992,64,Southeast,2,Oklahoma St.,B12,100,15,Georgia Southern,SB,73,
465,20-Mar-92,1992,64,Midwest,1,Kansas,B12,100,16,Howard,MEAC,67,
466,20-Mar-92,1992,64,Midwest,5,Michigan St.,B10,61,12,Missouri St.,MVC,54,
467,20-Mar-92,1992,64,West,13,Louisiana Lafayette,SB,87,4,Oklahoma,B12,83,
468,20-Mar-92,1992,64,East,2,Kentucky,SEC,88,15,Old Dominion,CUSA,69,
469,20-Mar-92,1992,64,East,6,Syracuse,ACC,51,11,Princeton,Ivy,43,
470,20-Mar-92,1992,64,West,1,UCLA,P12,73,16,Robert Morris,NEC,53,
471,20-Mar-92,1992,64,Southeast,10,Tulane,Amer,61,7,St. John's,BE,57,
472,20-Mar-92,1992,64,Southeast,6,Michigan,B10,73,11,Temple,Amer,66,
473,20-Mar-92,1992,64,West,8,Louisville,ACC,81,9,Wake Forest,ACC,58,
474,21-Mar-92,1992,32,Southeast,4,North Carolina,ACC,64,5,Alabama,SEC,55,
475,21-Mar-92,1992,32,Midwest,6,Memphis,Amer,82,3,Arkansas,SEC,80,
476,21-Mar-92,1992,32,Southeast,1,Ohio St.,B10,78,9,Connecticut,Amer,55,
477,21-Mar-92,1992,32,West,3,Florida St.,ACC,78,6,Georgetown,BE,68,
478,21-Mar-92,1992,32,East,1,Duke,ACC,75,9,Iowa,B10,62,
479,21-Mar-92,1992,32,West,2,Indiana,B10,89,7,LSU,SEC,79,
480,21-Mar-92,1992,32,East,4,Seton Hall,BE,88,5,Missouri,SEC,71,
481,21-Mar-92,1992,32,Midwest,7,Georgia Tech,ACC,79,2,USC,P12,78,
482,22-Mar-92,1992,32,Southeast,6,Michigan,B10,102,14,East Tennessee St.,SC,90,
483,22-Mar-92,1992,32,East,2,Kentucky,SEC,106,10,Iowa St.,B12,98,
484,22-Mar-92,1992,32,Midwest,9,UTEP,CUSA,66,1,Kansas,B12,60,
485,22-Mar-92,1992,32,West,12,New Mexico St.,WAC,81,13,Louisiana Lafayette,SB,73,
486,22-Mar-92,1992,32,West,1,UCLA,P12,85,8,Louisville,ACC,69,
487,22-Mar-92,1992,32,Midwest,4,Cincinnati,Amer,77,5,Michigan St.,B10,65,
488,22-Mar-92,1992,32,East,3,Massachusetts,A10,77,6,Syracuse,ACC,71,1 OT
489,22-Mar-92,1992,32,Southeast,2,Oklahoma St.,B12,87,10,Tulane,Amer,71,
490,26-Mar-92,1992,16,West,2,Indiana,B10,85,3,Florida St.,ACC,74,
491,26-Mar-92,1992,16,East,2,Kentucky,SEC,87,3,Massachusetts,A10,77,
492,26-Mar-92,1992,16,West,1,UCLA,P12,85,12,New Mexico St.,WAC,78,
493,26-Mar-92,1992,16,East,1,Duke,ACC,81,4,Seton Hall,BE,69,
494,27-Mar-92,1992,16,Midwest,6,Memphis,Amer,83,7,Georgia Tech,ACC,79,1 OT
495,27-Mar-92,1992,16,Southeast,1,Ohio St.,B10,80,4,North Carolina,ACC,73,
496,27-Mar-92,1992,16,Southeast,6,Michigan,B10,75,2,Oklahoma St.,B12,72,
497,27-Mar-92,1992,16,Midwest,4,Cincinnati,Amer,69,9,UTEP,CUSA,67,
498,28-Mar-92,1992,8,East,1,Duke,ACC,104,2,Kentucky,SEC,103,1 OT
499,28-Mar-92,1992,8,West,2,Indiana,B10,106,1,UCLA,P12,79,
500,29-Mar-92,1992,8,Midwest,4,Cincinnati,Amer,88,6,Memphis,Amer,57,
501,29-Mar-92,1992,8,Southeast,6,Michigan,B10,75,1,Ohio St.,B10,71,1 OT
502,4-Apr-92,1992,4,Final Four,6,Michigan,B10,76,4,Cincinnati,Amer,72,
503,4-Apr-92,1992,4,Final Four,1,Duke,ACC,81,2,Indiana,B10,78,
504,6-Apr-92,1992,Champ,Championship,1,Duke,ACC,71,6,Michigan,B10,51,
505,18-Mar-93,1993,64,West,15,Santa Clara,WCC,64,2,Arizona,P12,61,
506,18-Mar-93,1993,64,Midwest,2,Kansas,B12,94,15,Ball St.,MAC,72,
507,18-Mar-93,1993,64,West,3,Vanderbilt,SEC,92,14,Boise St.,MWC,72,
508,18-Mar-93,1993,64,East,1,North Carolina,ACC,85,16,East Carolina,Amer,65,
509,18-Mar-93,1993,64,Southeast,3,Florida St.,ACC,82,14,Evansville,MVC,70,
510,18-Mar-93,1993,64,East,4,Arkansas,SEC,94,13,Holy Cross,Pat,64,
511,18-Mar-93,1993,64,Southeast,11,Tulane,Amer,55,6,Kansas St.,B12,53,
512,18-Mar-93,1993,64,West,6,Illinois,B10,75,11,Long Beach St.,BW,72,
513,18-Mar-93,1993,64,Midwest,6,California,P12,66,11,LSU,SEC,64,
514,18-Mar-93,1993,64,Southeast,7,Western Kentucky,CUSA,55,10,Memphis,Amer,52,
515,18-Mar-93,1993,64,West,7,Temple,Amer,75,10,Missouri,SEC,61,
516,18-Mar-93,1993,64,East,8,Rhode Island,A10,74,9,Purdue,B10,68,
517,18-Mar-93,1993,64,Midwest,7,BYU,WCC,80,10,SMU,Amer,71,
518,18-Mar-93,1993,64,Midwest,3,Duke,ACC,105,14,Southern Illinois,MVC,70,
519,18-Mar-93,1993,64,Southeast,2,Seton Hall,BE,81,15,Tennessee St.,OVC,59,
520,18-Mar-93,1993,64,East,5,St. John's,BE,85,12,Texas Tech,B12,67,
521,19-Mar-93,1993,64,Southeast,5,Wake Forest,ACC,81,12,Chattanooga,SC,58,
522,19-Mar-93,1993,64,West,1,Michigan,B10,84,16,Coastal Carolina,SB,53,
523,19-Mar-93,1993,64,East,2,Cincinnati,Amer,93,15,Coppin St.,MEAC,66,
524,19-Mar-93,1993,64,Midwest,4,Louisville,ACC,76,13,Delaware,CAA,70,
525,19-Mar-93,1993,64,West,13,Southern,SWAC,93,4,Georgia Tech,ACC,78,
526,19-Mar-93,1993,64,West,9,UCLA,P12,81,8,Iowa St.,B12,70,
527,19-Mar-93,1993,64,Southeast,4,Iowa,B10,82,13,Louisiana Monroe,SB,69,
528,19-Mar-93,1993,64,East,6,Virginia,ACC,78,11,Manhattan,MAAC,66,
529,19-Mar-93,1993,64,Midwest,5,Oklahoma St.,B12,74,12,Marquette,BE,62,
530,19-Mar-93,1993,64,East,7,New Mexico St.,WAC,93,10,Nebraska,B10,79,
531,19-Mar-93,1993,64,West,12,George Washington,A10,82,5,New Mexico,MWC,68,
532,19-Mar-93,1993,64,Midwest,9,Xavier,BE,73,8,New Orleans,Slnd,55,
533,19-Mar-93,1993,64,East,3,Massachusetts,A10,54,14,Penn,Ivy,50,
534,19-Mar-93,1993,64,Southeast,8,Utah,P12,86,9,Pittsburgh,ACC,85,
535,19-Mar-93,1993,64,Southeast,1,Kentucky,SEC,96,16,Rider,MAAC,52,
536,19-Mar-93,1993,64,Midwest,1,Indiana,B10,97,16,Wright St.,Horz,54,
537,20-Mar-93,1993,32,Midwest,2,Kansas,B12,90,7,BYU,WCC,76,
538,20-Mar-93,1993,32,Midwest,6,California,P12,82,3,Duke,ACC,77,
539,20-Mar-93,1993,32,West,3,Vanderbilt,SEC,85,6,Illinois,B10,68,
540,20-Mar-93,1993,32,East,1,North Carolina,ACC,112,8,Rhode Island,A10,67,
541,20-Mar-93,1993,32,West,7,Temple,Amer,68,15,Santa Clara,WCC,57,
542,20-Mar-93,1993,32,Southeast,7,Western Kentucky,CUSA,72,2,Seton Hall,BE,68,
543,20-Mar-93,1993,32,East,4,Arkansas,SEC,80,5,St. John's,BE,74,
544,20-Mar-93,1993,32,Southeast,3,Florida St.,ACC,94,11,Tulane,Amer,63,
545,21-Mar-93,1993,32,Southeast,5,Wake Forest,ACC,84,4,Iowa,B10,78,
546,21-Mar-93,1993,32,East,6,Virginia,ACC,71,3,Massachusetts,A10,56,
547,21-Mar-93,1993,32,East,2,Cincinnati,Amer,92,7,New Mexico St.,WAC,55,
548,21-Mar-93,1993,32,Midwest,4,Louisville,ACC,78,5,Oklahoma St.,B12,63,
549,21-Mar-93,1993,32,West,12,George Washington,A10,90,13,Southern,SWAC,80,
550,21-Mar-93,1993,32,West,1,Michigan,B10,86,9,UCLA,P12,84,1 OT
551,21-Mar-93,1993,32,Southeast,1,Kentucky,SEC,83,8,Utah,P12,62,
552,21-Mar-93,1993,32,Midwest,1,Indiana,B10,73,9,Xavier,BE,70,
553,25-Mar-93,1993,16,Midwest,2,Kansas,B12,93,6,California,P12,76,
554,25-Mar-93,1993,16,Midwest,1,Indiana,B10,82,4,Louisville,ACC,69,
555,25-Mar-93,1993,16,Southeast,1,Kentucky,SEC,103,5,Wake Forest,ACC,69,
556,25-Mar-93,1993,16,Southeast,3,Florida St.,ACC,81,7,Western Kentucky,CUSA,78,1 OT
557,26-Mar-93,1993,16,East,1,North Carolina,ACC,80,4,Arkansas,SEC,74,
558,26-Mar-93,1993,16,West,1,Michigan,B10,72,12,George Washington,A10,64,
559,26-Mar-93,1993,16,West,7,Temple,Amer,67,3,Vanderbilt,SEC,59,
560,26-Mar-93,1993,16,East,2,Cincinnati,Amer,71,6,Virginia,ACC,54,
561,27-Mar-93,1993,8,Southeast,1,Kentucky,SEC,106,3,Florida St.,ACC,81,
562,27-Mar-93,1993,8,Midwest,2,Kansas,B12,83,1,Indiana,B10,77,
563,28-Mar-93,1993,8,East,1,North Carolina,ACC,75,2,Cincinnati,Amer,68,1 OT
564,28-Mar-93,1993,8,West,1,Michigan,B10,77,7,Temple,Amer,72,
565,3-Apr-93,1993,4,Final Four,1,North Carolina,ACC,78,2,Kansas,B12,68,
566,3-Apr-93,1993,4,Final Four,1,Michigan,B10,81,1,Kentucky,SEC,78,1 OT
567,5-Apr-93,1993,Champ,Championship,1,North Carolina,ACC,77,1,Michigan,B10,71,
568,17-Mar-94,1994,64,West,12,Green Bay,Horz,61,5,California,P12,57,
569,17-Mar-94,1994,64,Southeast,5,Wake Forest,ACC,68,12,Charleston Southern,BSth,58,
570,17-Mar-94,1994,64,Southeast,4,Kansas,B12,102,13,Chattanooga,SC,73,
571,17-Mar-94,1994,64,West,9,Wisconsin,B10,80,8,Cincinnati,Amer,72,
572,17-Mar-94,1994,64,West,4,Syracuse,ACC,92,13,Hawaii,BW,78,
573,17-Mar-94,1994,64,East,3,Florida,SEC,64,14,James Madison,CAA,62,
574,17-Mar-94,1994,64,West,1,Missouri,SEC,76,16,Navy,Pat,53,
575,17-Mar-94,1994,64,East,11,Penn,Ivy,90,6,Nebraska,B10,80,
576,17-Mar-94,1994,64,Midwest,3,Michigan,B10,78,14,Pepperdine,WCC,74,1 OT
577,17-Mar-94,1994,64,Southeast,9,Alabama,SEC,76,8,Providence,BE,70,
578,17-Mar-94,1994,64,East,2,Connecticut,Amer,64,15,Rider,MAAC,46,
579,17-Mar-94,1994,64,Midwest,10,Maryland,B10,74,7,Saint Louis,A10,66,
580,17-Mar-94,1994,64,Midwest,2,Massachusetts,A10,78,15,Texas St.,SB,60,
581,17-Mar-94,1994,64,East,10,George Washington,A10,51,7,UAB,CUSA,46,
582,17-Mar-94,1994,64,Southeast,1,Purdue,B10,98,16,UCF,Amer,67,
583,17-Mar-94,1994,64,Midwest,6,Texas,B12,91,11,Western Kentucky,CUSA,77,
584,18-Mar-94,1994,64,West,3,Louisville,ACC,67,14,Boise St.,MWC,58,
585,18-Mar-94,1994,64,East,4,Temple,Amer,61,13,Drexel,CAA,39,
586,18-Mar-94,1994,64,Midwest,9,Georgetown,BE,84,8,Illinois,B10,77,
587,18-Mar-94,1994,64,East,1,North Carolina,ACC,71,16,Liberty,BSth,51,
588,18-Mar-94,1994,64,Southeast,6,Marquette,BE,81,11,Louisiana Lafayette,SB,59,
589,18-Mar-94,1994,64,West,2,Arizona,P12,81,15,"Loyola, Maryland",NA,55,
590,18-Mar-94,1994,64,West,7,Virginia,ACC,57,10,New Mexico,MWC,54,
591,18-Mar-94,1994,64,Midwest,4,Oklahoma St.,B12,65,13,New Mexico St.,WAC,55,
592,18-Mar-94,1994,64,Midwest,1,Arkansas,SEC,94,16,North Carolina A&T,MEAC,79,
593,18-Mar-94,1994,64,East,5,Indiana,B10,84,12,Ohio,MAC,72,
