Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT
594,18-Mar-94,1994,64,Southeast,7,Michigan St.,B10,84,10,Seton Hall,BE,73,
595,18-Mar-94,1994,64,West,6,Minnesota,B10,74,11,Southern Illinois,MVC,60,
596,18-Mar-94,1994,64,Southeast,3,Kentucky,SEC,83,14,Tennessee St.,OVC,70,
597,18-Mar-94,1994,64,Southeast,2,Duke,ACC,82,15,Texas Southern,SWAC,70,
598,18-Mar-94,1994,64,Midwest,12,Tulsa,Amer,112,5,UCLA,P12,102,
599,18-Mar-94,1994,64,East,9,Boston College,ACC,67,8,Washington St.,P12,64,
600,19-Mar-94,1994,32,Southeast,1,Purdue,B10,83,9,Alabama,SEC,73,
601,19-Mar-94,1994,32,East,2,Connecticut,Amer,75,10,George Washington,A10,63,
602,19-Mar-94,1994,32,West,4,Syracuse,ACC,64,12,Green Bay,Horz,59,
603,19-Mar-94,1994,32,Midwest,10,Maryland,B10,95,2,Massachusetts,A10,87,
604,19-Mar-94,1994,32,East,3,Florida,SEC,70,11,Penn,Ivy,58,
605,19-Mar-94,1994,32,Midwest,3,Michigan,B10,84,6,Texas,B12,79,
606,19-Mar-94,1994,32,Southeast,4,Kansas,B12,69,5,Wake Forest,ACC,58,
607,19-Mar-94,1994,32,West,1,Missouri,SEC,109,9,Wisconsin,B10,96,
608,20-Mar-94,1994,32,Midwest,1,Arkansas,SEC,85,9,Georgetown,BE,73,
609,20-Mar-94,1994,32,Southeast,6,Marquette,BE,75,3,Kentucky,SEC,63,
610,20-Mar-94,1994,32,Southeast,2,Duke,ACC,85,7,Michigan St.,B10,74,
611,20-Mar-94,1994,32,West,3,Louisville,ACC,60,6,Minnesota,B10,55,
612,20-Mar-94,1994,32,East,9,Boston College,ACC,75,1,North Carolina,ACC,72,
613,20-Mar-94,1994,32,Midwest,12,Tulsa,Amer,82,4,Oklahoma St.,B12,80,
614,20-Mar-94,1994,32,East,5,Indiana,B10,67,4,Temple,Amer,58,
615,20-Mar-94,1994,32,West,2,Arizona,P12,71,7,Virginia,ACC,58,
616,24-Mar-94,1994,16,Southeast,1,Purdue,B10,83,4,Kansas,B12,78,
617,24-Mar-94,1994,16,West,2,Arizona,P12,82,3,Louisville,ACC,70,
618,24-Mar-94,1994,16,Southeast,2,Duke,ACC,59,6,Marquette,BE,49,
619,24-Mar-94,1994,16,West,1,Missouri,SEC,98,4,Syracuse,ACC,88,1 OT
620,25-Mar-94,1994,16,East,3,Florida,SEC,69,2,Connecticut,Amer,60,1 OT
621,25-Mar-94,1994,16,East,9,Boston College,ACC,77,5,Indiana,B10,68,
622,25-Mar-94,1994,16,Midwest,3,Michigan,B10,78,10,Maryland,B10,71,
623,25-Mar-94,1994,16,Midwest,1,Arkansas,SEC,103,12,Tulsa,Amer,84,
624,26-Mar-94,1994,8,West,2,Arizona,P12,92,1,Missouri,SEC,72,
625,26-Mar-94,1994,8,Southeast,2,Duke,ACC,69,1,Purdue,B10,60,
626,27-Mar-94,1994,8,East,3,Florida,SEC,74,9,Boston College,ACC,66,
627,27-Mar-94,1994,8,Midwest,1,Arkansas,SEC,76,3,Michigan,B10,68,
628,2-Apr-94,1994,4,Final Four,1,Arkansas,SEC,91,2,Arizona,P12,82,
629,2-Apr-94,1994,4,Final Four,2,Duke,ACC,70,3,Florida,SEC,65,
630,4-Apr-94,1994,Champ,Championship,1,Arkansas,SEC,76,2,Duke,ACC,72,
631,16-Mar-95,1995,64,Midwest,12,Miami OH,MAC,71,5,Arizona,P12,62,
632,16-Mar-95,1995,64,Southeast,5,Arizona St.,P12,81,12,Ball St.,MAC,66,
633,16-Mar-95,1995,64,Southeast,9,Tulane,Amer,76,8,BYU,WCC,70,
634,16-Mar-95,1995,64,West,2,Connecticut,Amer,100,15,Chattanooga,SC,71,
635,16-Mar-95,1995,64,Midwest,1,Kansas,B12,82,16,Colgate,Pat,68,
636,16-Mar-95,1995,64,East,4,Oklahoma St.,B12,73,13,Drexel,CAA,49,
637,16-Mar-95,1995,64,West,3,Maryland,B10,87,14,Gonzaga,WCC,63,
638,16-Mar-95,1995,64,Midwest,8,Western Kentucky,CUSA,82,9,Michigan,B10,76,1 OT
639,16-Mar-95,1995,64,East,9,Saint Louis,A10,64,8,Minnesota,B10,61,1 OT
640,16-Mar-95,1995,64,Southeast,1,Kentucky,SEC,113,16,Mount St. Mary's,NEC,67,
641,16-Mar-95,1995,64,Midwest,4,Virginia,ACC,96,13,Nicholls St.,Slnd,72,
642,16-Mar-95,1995,64,East,1,Wake Forest,ACC,79,16,North Carolina A&T,MEAC,47,
643,16-Mar-95,1995,64,Southeast,13,Manhattan,MAAC,77,4,Oklahoma,B12,67,
644,16-Mar-95,1995,64,West,11,Texas,B12,90,6,Oregon,P12,73,
645,16-Mar-95,1995,64,East,5,Alabama,SEC,91,12,Penn,Ivy,85,1 OT
646,16-Mar-95,1995,64,West,7,Cincinnati,Amer,77,10,Temple,Amer,71,
647,17-Mar-95,1995,64,East,10,Stanford,P12,70,7,Charlotte,CUSA,68,
648,17-Mar-95,1995,64,Southeast,7,Iowa St.,B12,64,10,Florida,SEC,61,
649,17-Mar-95,1995,64,West,1,UCLA,P12,92,16,Florida International,NA,56,
650,17-Mar-95,1995,64,Midwest,3,Purdue,B10,49,14,Green Bay,Horz,48,
651,17-Mar-95,1995,64,East,6,Tulsa,Amer,68,11,Illinois,B10,62,
652,17-Mar-95,1995,64,West,8,Missouri,SEC,65,9,Indiana,B10,60,
653,17-Mar-95,1995,64,West,4,Utah,P12,76,13,Long Beach St.,BW,64,
654,17-Mar-95,1995,64,Midwest,6,Memphis,Amer,77,11,Louisville,ACC,56,
655,17-Mar-95,1995,64,Southeast,14,Weber St.,BSky,79,3,Michigan St.,B10,72,
656,17-Mar-95,1995,64,Southeast,2,North Carolina,ACC,80,15,Murray St.,OVC,70,
657,17-Mar-95,1995,64,West,5,Mississippi St.,SEC,75,12,Santa Clara,WCC,67,
658,17-Mar-95,1995,64,Midwest,7,Syracuse,ACC,96,10,Southern Illinois,MVC,92,
659,17-Mar-95,1995,64,East,2,Massachusetts,A10,68,15,St. Peter's,NA,51,
660,17-Mar-95,1995,64,Midwest,2,Arkansas,SEC,79,15,Texas Southern,SWAC,78,
661,17-Mar-95,1995,64,East,14,Old Dominion,CUSA,89,3,Villanova,BE,81,3 OT
662,17-Mar-95,1995,64,Southeast,6,Georgetown,BE,68,11,Xavier,BE,63,
663,18-Mar-95,1995,32,East,4,Oklahoma St.,B12,66,5,Alabama,SEC,52,
664,18-Mar-95,1995,32,West,2,Connecticut,Amer,96,7,Cincinnati,Amer,91,
665,18-Mar-95,1995,32,Southeast,5,Arizona St.,P12,64,13,Manhattan,MAAC,54,
666,18-Mar-95,1995,32,Midwest,4,Virginia,ACC,60,12,Miami OH,MAC,54,1 OT
667,18-Mar-95,1995,32,East,1,Wake Forest,ACC,64,9,Saint Louis,A10,59,
668,18-Mar-95,1995,32,West,3,Maryland,B10,82,11,Texas,B12,68,
669,18-Mar-95,1995,32,Southeast,1,Kentucky,SEC,82,9,Tulane,Amer,60,
670,18-Mar-95,1995,32,Midwest,1,Kansas,B12,75,8,Western Kentucky,CUSA,70,
671,19-Mar-95,1995,32,Southeast,2,North Carolina,ACC,73,7,Iowa St.,B12,51,
672,19-Mar-95,1995,32,West,1,UCLA,P12,75,8,Missouri,SEC,74,
673,19-Mar-95,1995,32,East,6,Tulsa,Amer,64,14,Old Dominion,CUSA,52,
674,19-Mar-95,1995,32,Midwest,6,Memphis,Amer,75,3,Purdue,B10,73,
675,19-Mar-95,1995,32,East,2,Massachusetts,A10,75,10,Stanford,P12,53,
676,19-Mar-95,1995,32,Midwest,2,Arkansas,SEC,96,7,Syracuse,ACC,94,1 OT
677,19-Mar-95,1995,32,West,5,Mississippi St.,SEC,78,4,Utah,P12,64,
678,19-Mar-95,1995,32,Southeast,6,Georgetown,BE,53,14,Weber St.,BSky,51,
679,23-Mar-95,1995,16,Southeast,1,Kentucky,SEC,97,5,Arizona St.,P12,73,
680,23-Mar-95,1995,16,Southeast,2,North Carolina,ACC,74,6,Georgetown,BE,64,
681,23-Mar-95,1995,16,West,2,Connecticut,Amer,99,3,Maryland,B10,89,
682,23-Mar-95,1995,16,West,1,UCLA,P12,86,5,Mississippi St.,SEC,67,
683,24-Mar-95,1995,16,Midwest,4,Virginia,ACC,67,1,Kansas,B12,58,
684,24-Mar-95,1995,16,Midwest,2,Arkansas,SEC,96,6,Memphis,Amer,91,1 OT
685,24-Mar-95,1995,16,East,2,Massachusetts,A10,76,6,Tulsa,Amer,51,
686,24-Mar-95,1995,16,East,4,Oklahoma St.,B12,71,1,Wake Forest,ACC,66,
687,25-Mar-95,1995,8,West,1,UCLA,P12,102,2,Connecticut,Amer,96,
688,25-Mar-95,1995,8,Southeast,2,North Carolina,ACC,74,1,Kentucky,SEC,61,
689,26-Mar-95,1995,8,East,4,Oklahoma St.,B12,68,2,Massachusetts,A10,54,
690,26-Mar-95,1995,8,Midwest,2,Arkansas,SEC,68,4,Virginia,ACC,61,
691,1-Apr-95,1995,4,Final Four,2,Arkansas,SEC,75,2,North Carolina,ACC,68,
692,1-Apr-95,1995,4,Final Four,1,UCLA,P12,74,4,Oklahoma St.,B12,61,
693,3-Apr-95,1995,Champ,Championship,1,UCLA,P12,89,2,Arkansas,SEC,78,
694,14-Mar-96,1996,64,East,9,Stanford,P12,66,8,Bradley,MVC,58,
695,14-Mar-96,1996,64,Midwest,5,Iowa St.,B12,74,12,California,P12,64,
696,14-Mar-96,1996,64,Midwest,4,Utah,P12,72,13,Canisius,MAAC,43,
697,14-Mar-96,1996,64,West,8,Georgia,SEC,81,9,Clemson,ACC,74,
698,14-Mar-96,1996,64,Southeast,1,Connecticut,Amer,68,16,Colgate,Pat,59,
699,14-Mar-96,1996,64,Southeast,9,Eastern Michigan,MAC,75,8,Duke,ACC,60,
700,14-Mar-96,1996,64,Midwest,9,Virginia Tech,ACC,61,8,Green Bay,Horz,48,
701,14-Mar-96,1996,64,West,12,Drexel,CAA,75,5,Memphis,Amer,63,
702,14-Mar-96,1996,64,East,4,Marquette,BE,68,13,Monmouth,MAAC,44,
703,14-Mar-96,1996,64,West,4,Syracuse,ACC,88,13,Montana St.,BSky,55,
704,14-Mar-96,1996,64,East,12,Arkansas,SEC,86,5,Penn St.,B10,80,
705,14-Mar-96,1996,64,Midwest,1,Kentucky,SEC,110,16,San Jose St.,MWC,72,
706,14-Mar-96,1996,64,East,1,Massachusetts,A10,92,16,UCF,Amer,70,
707,14-Mar-96,1996,64,Southeast,13,Princeton,Ivy,43,4,UCLA,P12,41,
708,14-Mar-96,1996,64,Southeast,5,Mississippi St.,SEC,58,12,VCU,A10,51,
709,14-Mar-96,1996,64,West,1,Purdue,B10,73,16,Western Carolina,SC,71,
710,15-Mar-96,1996,64,Southeast,3,Georgia Tech,ACC,90,14,Austin Peay,OVC,79,
711,15-Mar-96,1996,64,West,6,Iowa,B10,81,11,George Washington,A10,79,
712,15-Mar-96,1996,64,Southeast,11,Boston College,ACC,64,6,Indiana,B10,51,
713,15-Mar-96,1996,64,East,7,New Mexico,MWC,69,10,Kansas St.,B12,48,
714,15-Mar-96,1996,64,Midwest,2,Wake Forest,ACC,62,15,Louisiana Monroe,SB,50,
715,15-Mar-96,1996,64,West,10,Santa Clara,WCC,91,7,Maryland,B10,79,
716,15-Mar-96,1996,64,Midwest,10,Texas,B12,80,7,Michigan,B10,76,
717,15-Mar-96,1996,64,East,2,Georgetown,BE,93,15,Mississippi Valley,NA,56,
718,15-Mar-96,1996,64,East,6,North Carolina,ACC,83,11,New Orleans,Slnd,62,
719,15-Mar-96,1996,64,Southeast,2,Cincinnati,Amer,66,15,North Carolina Greensboro,NA,61,
720,15-Mar-96,1996,64,East,3,Texas Tech,B12,74,14,Northern Illinois,MAC,73,
721,15-Mar-96,1996,64,Southeast,7,Temple,Amer,61,10,Oklahoma,B12,43,
722,15-Mar-96,1996,64,Midwest,3,Villanova,BE,92,14,Portland,WCC,58,
723,15-Mar-96,1996,64,West,2,Kansas,B12,92,15,South Carolina St.,MEAC,54,
724,15-Mar-96,1996,64,Midwest,6,Louisville,ACC,82,11,Tulsa,Amer,80,1 OT
725,15-Mar-96,1996,64,West,3,Arizona,P12,90,14,Valparaiso,Horz,51,
726,16-Mar-96,1996,32,West,4,Syracuse,ACC,69,12,Drexel,CAA,58,
727,16-Mar-96,1996,32,Southeast,1,Connecticut,Amer,95,9,Eastern Michigan,MAC,81,
728,16-Mar-96,1996,32,Midwest,4,Utah,P12,73,5,Iowa St.,B12,67,
729,16-Mar-96,1996,32,East,12,Arkansas,SEC,65,4,Marquette,BE,56,
730,16-Mar-96,1996,32,Southeast,5,Mississippi St.,SEC,63,13,Princeton,Ivy,41,
731,16-Mar-96,1996,32,West,8,Georgia,SEC,76,1,Purdue,B10,69,
732,16-Mar-96,1996,32,East,1,Massachusetts,A10,79,9,Stanford,P12,74,
733,16-Mar-96,1996,32,Midwest,1,Kentucky,SEC,84,9,Virginia Tech,ACC,60,
734,17-Mar-96,1996,32,Southeast,3,Georgia Tech,ACC,103,11,Boston College,ACC,89,
735,17-Mar-96,1996,32,West,3,Arizona,P12,87,6,Iowa,B10,73,
736,17-Mar-96,1996,32,East,2,Georgetown,BE,73,7,New Mexico,MWC,62,
737,17-Mar-96,1996,32,East,3,Texas Tech,B12,92,6,North Carolina,ACC,73,
738,17-Mar-96,1996,32,West,2,Kansas,B12,76,10,Santa Clara,WCC,51,
739,17-Mar-96,1996,32,Southeast,2,Cincinnati,Amer,78,7,Temple,Amer,65,
740,17-Mar-96,1996,32,Midwest,2,Wake Forest,ACC,65,10,Texas,B12,62,
741,17-Mar-96,1996,32,Midwest,6,Louisville,ACC,68,3,Villanova,BE,64,
742,21-Mar-96,1996,16,East,1,Massachusetts,A10,79,12,Arkansas,SEC,63,
743,21-Mar-96,1996,16,Midwest,2,Wake Forest,ACC,60,6,Louisville,ACC,59,
744,21-Mar-96,1996,16,East,2,Georgetown,BE,98,3,Texas Tech,B12,90,
745,21-Mar-96,1996,16,Midwest,1,Kentucky,SEC,101,4,Utah,P12,70,
746,22-Mar-96,1996,16,West,2,Kansas,B12,83,3,Arizona,P12,80,
747,22-Mar-96,1996,16,Southeast,5,Mississippi St.,SEC,60,1,Connecticut,Amer,55,
748,22-Mar-96,1996,16,West,4,Syracuse,ACC,83,8,Georgia,SEC,81,1 OT
749,22-Mar-96,1996,16,Southeast,2,Cincinnati,Amer,87,3,Georgia Tech,ACC,70,
750,23-Mar-96,1996,8,East,1,Massachusetts,A10,86,2,Georgetown,BE,62,
751,23-Mar-96,1996,8,Midwest,1,Kentucky,SEC,83,2,Wake Forest,ACC,63,
752,24-Mar-96,1996,8,Southeast,5,Mississippi St.,SEC,73,2,Cincinnati,Amer,63,
753,24-Mar-96,1996,8,West,4,Syracuse,ACC,60,2,Kansas,B12,57,
754,30-Mar-96,1996,4,Final Four,1,Kentucky,SEC,81,1,Massachusetts,A10,74,
755,30-Mar-96,1996,4,Final Four,4,Syracuse,ACC,77,5,Mississippi St.,SEC,69,
756,1-Apr-96,1996,Champ,Championship,1,Kentucky,SEC,76,4,Syracuse,ACC,67,
757,13-Mar-97,1997,64,Midwest,3,Cincinnati,Amer,86,14,Butler,BE,69,
758,13-Mar-97,1997,64,Midwest,2,UCLA,P12,109,15,Charleston Southern,BSth,75,
759,13-Mar-97,1997,64,East,1,North Carolina,ACC,82,16,Fairfield,MAAC,74,
760,13-Mar-97,1997,64,Midwest,6,Iowa St.,B12,69,11,Illinois St.,MVC,57,
761,13-Mar-97,1997,64,East,9,Colorado,P12,80,8,Indiana,B10,62,
762,13-Mar-97,1997,64,Southeast,1,Kansas,B12,78,16,Jackson St.,SWAC,64,
763,13-Mar-97,1997,64,East,4,Villanova,BE,101,13,Long Island Brooklyn,NA,91,
764,13-Mar-97,1997,64,Southeast,12,Charleston Southern,BSth,75,5,Maryland,B10,66,
765,13-Mar-97,1997,64,West,1,Kentucky,SEC,92,16,Montana,BSky,54,
766,13-Mar-97,1997,64,West,4,Saint Joseph's,A10,75,13,Pacific,WCC,65,
767,13-Mar-97,1997,64,East,5,California,P12,55,12,Princeton,Ivy,52,
768,13-Mar-97,1997,64,Southeast,8,Purdue,B10,83,9,Rhode Island,A10,76,1 OT
769,13-Mar-97,1997,64,Southeast,4,Arizona,P12,65,13,South Alabama,SB,57,
770,13-Mar-97,1997,64,West,5,Boston College,ACC,73,12,Valparaiso,Horz,66,
771,13-Mar-97,1997,64,Midwest,7,Xavier,BE,80,10,Vanderbilt,SEC,68,
772,13-Mar-97,1997,64,West,8,Iowa,B10,73,9,Virginia,ACC,60,
773,14-Mar-97,1997,64,Midwest,5,Tulsa,Amer,81,12,Boston University,Pat,52,
774,14-Mar-97,1997,64,West,7,Charlotte,CUSA,79,10,Georgetown,BE,67,
775,14-Mar-97,1997,64,Southeast,14,Chattanooga,SC,73,3,Georgia,SEC,70,
776,14-Mar-97,1997,64,Southeast,10,Providence,BE,81,7,Marquette,BE,59,
777,14-Mar-97,1997,64,East,6,Louisville,ACC,65,11,Massachusetts,A10,57,
778,14-Mar-97,1997,64,Midwest,4,Clemson,ACC,68,13,Miami OH,MAC,56,
779,14-Mar-97,1997,64,Midwest,9,Temple,Amer,62,8,Mississippi,SEC,40,
780,14-Mar-97,1997,64,Southeast,2,Duke,ACC,81,15,Murray St.,OVC,78,
781,14-Mar-97,1997,64,West,2,Utah,P12,75,15,Navy,Pat,61,
782,14-Mar-97,1997,64,West,6,Stanford,P12,80,11,Oklahoma,B12,67,
783,14-Mar-97,1997,64,East,3,New Mexico,MWC,59,14,Old Dominion,CUSA,55,
784,14-Mar-97,1997,64,West,3,Wake Forest,ACC,68,14,Saint Mary's,WCC,46,
785,14-Mar-97,1997,64,East,15,Coppin St.,MEAC,78,2,South Carolina,SEC,65,
786,14-Mar-97,1997,64,Midwest,1,Minnesota,B10,78,16,Texas St.,SB,46,
787,14-Mar-97,1997,64,Southeast,6,Illinois,B10,90,11,USC,P12,77,
788,14-Mar-97,1997,64,East,10,Texas,B12,71,7,Wisconsin,B10,58,
789,15-Mar-97,1997,32,West,4,Saint Joseph's,A10,81,5,Boston College,ACC,77,1 OT
790,15-Mar-97,1997,32,Southeast,4,Arizona,P12,73,12,Charleston Southern,BSth,69,
791,15-Mar-97,1997,32,Midwest,6,Iowa St.,B12,67,3,Cincinnati,Amer,66,
792,15-Mar-97,1997,32,East,1,North Carolina,ACC,73,9,Colorado,P12,56,
793,15-Mar-97,1997,32,West,1,Kentucky,SEC,75,8,Iowa,B10,69,
794,15-Mar-97,1997,32,Southeast,1,Kansas,B12,75,8,Purdue,B10,61,
795,15-Mar-97,1997,32,East,5,California,P12,75,4,Villanova,BE,68,
796,15-Mar-97,1997,32,Midwest,2,UCLA,P12,96,7,Xavier,BE,83,
797,16-Mar-97,1997,32,West,2,Utah,P12,77,7,Charlotte,CUSA,58,
798,16-Mar-97,1997,32,East,10,Texas,B12,82,15,Coppin St.,MEAC,81,
799,16-Mar-97,1997,32,Southeast,10,Providence,BE,98,2,Duke,ACC,87,
800,16-Mar-97,1997,32,Southeast,14,Chattanooga,SC,75,6,Illinois,B10,63,
801,16-Mar-97,1997,32,East,6,Louisville,ACC,64,3,New Mexico,MWC,63,
802,16-Mar-97,1997,32,Midwest,1,Minnesota,B10,76,9,Temple,Amer,57,
803,16-Mar-97,1997,32,Midwest,4,Clemson,ACC,65,5,Tulsa,Amer,59,
804,16-Mar-97,1997,32,West,6,Stanford,P12,72,3,Wake Forest,ACC,66,
805,20-Mar-97,1997,16,Midwest,1,Minnesota,B10,90,4,Clemson,ACC,84,2 OT
806,20-Mar-97,1997,16,Midwest,2,UCLA,P12,74,6,Iowa St.,B12,73,1 OT
807,20-Mar-97,1997,16,West,1,Kentucky,SEC,83,4,Saint Joseph's,A10,68,
808,20-Mar-97,1997,16,West,2,Utah,P12,82,6,Stanford,P12,77,1 OT
809,21-Mar-97,1997,16,East,1,North Carolina,ACC,73,5,California,P12,67,
810,21-Mar-97,1997,16,Southeast,10,Providence,BE,71,14,Chattanooga,SC,65,
811,21-Mar-97,1997,16,Southeast,4,Arizona,P12,85,1,Kansas,B12,82,
812,21-Mar-97,1997,16,East,6,Louisville,ACC,78,10,Texas,B12,63,
813,22-Mar-97,1997,8,Midwest,1,Minnesota,B10,80,2,UCLA,P12,72,
814,22-Mar-97,1997,8,West,1,Kentucky,SEC,72,2,Utah,P12,59,
815,23-Mar-97,1997,8,East,1,North Carolina,ACC,97,6,Louisville,ACC,74,
816,23-Mar-97,1997,8,Southeast,4,Arizona,P12,96,10,Providence,BE,92,1 OT
817,29-Mar-97,1997,4,Final Four,1,Kentucky,SEC,78,1,Minnesota,B10,69,
818,29-Mar-97,1997,4,Final Four,4,Arizona,P12,66,1,North Carolina,ACC,58,
819,31-Mar-97,1997,Champ,Championship,4,Arizona,P12,84,1,Kentucky,SEC,79,1 OT
820,12-Mar-98,1998,64,East,4,Michigan St.,B10,83,13,Eastern Michigan,MAC,71,
821,12-Mar-98,1998,64,East,2,Connecticut,Amer,93,15,Fairleigh Dickinson,NEC,85,
822,12-Mar-98,1998,64,East,8,Charlotte,CUSA,77,9,Illinois Chicago,Horz,62,
823,12-Mar-98,1998,64,East,1,North Carolina,ACC,88,16,Navy,Pat,52,
824,12-Mar-98,1998,64,West,6,Arkansas,SEC,74,11,Nebraska,B10,65,
825,12-Mar-98,1998,64,West,1,Arizona,P12,99,16,Nicholls St.,Slnd,60,
826,12-Mar-98,1998,64,West,2,Cincinnati,Amer,65,15,Northern Arizona,BSky,62,
827,12-Mar-98,1998,64,East,7,Indiana,B10,94,10,Oklahoma,B12,87,1 OT
828,12-Mar-98,1998,64,West,3,Utah,P12,85,14,San Francisco,WCC,68,
829,12-Mar-98,1998,64,West,5,Illinois,B10,64,12,South Alabama,SB,51,
830,12-Mar-98,1998,64,East,14,Richmond,A10,62,3,South Carolina,SEC,61,
831,12-Mar-98,1998,64,West,10,West Virginia,B12,82,7,Temple,Amer,52,
832,12-Mar-98,1998,64,West,9,Illinois St.,MVC,82,8,Tennessee,SEC,81,1 OT
833,12-Mar-98,1998,64,East,5,Princeton,Ivy,69,12,UNLV,MWC,57,
834,12-Mar-98,1998,64,West,4,Maryland,B10,82,13,Utah St.,MWC,68,
835,12-Mar-98,1998,64,East,11,Washington,P12,69,6,Xavier,BE,68,
836,13-Mar-98,1998,64,South,4,New Mexico,MWC,79,13,Butler,BE,62,
837,13-Mar-98,1998,64,Midwest,3,Stanford,P12,67,14,Charleston Southern,BSth,57,
838,13-Mar-98,1998,64,Midwest,11,Western Michigan,MAC,75,6,Clemson,ACC,72,
839,13-Mar-98,1998,64,South,3,Michigan,B10,80,14,Davidson,A10,61,
840,13-Mar-98,1998,64,Midwest,2,Purdue,B10,95,15,Delaware,CAA,56,
841,13-Mar-98,1998,64,South,8,Oklahoma St.,B12,74,9,George Washington,A10,59,
842,13-Mar-98,1998,64,South,5,Syracuse,ACC,63,12,Iona,MAAC,61,
843,13-Mar-98,1998,64,South,10,Saint Louis,A10,51,7,Massachusetts,A10,46,
844,13-Mar-98,1998,64,South,6,UCLA,P12,65,11,Miami FL,ACC,62,
845,13-Mar-98,1998,64,Midwest,13,Valparaiso,Horz,70,4,Mississippi,SEC,69,
846,13-Mar-98,1998,64,Midwest,8,Rhode Island,A10,97,9,Murray St.,OVC,74,
847,13-Mar-98,1998,64,Midwest,1,Kansas,B12,110,16,Prairie View,NA,52,
848,13-Mar-98,1998,64,South,1,Duke,ACC,99,16,Radford,BSth,63,
849,13-Mar-98,1998,64,South,2,Kentucky,SEC,82,15,South Carolina St.,MEAC,67,
850,13-Mar-98,1998,64,Midwest,10,Detroit,Horz,66,7,St. John's,BE,64,
851,13-Mar-98,1998,64,Midwest,12,Florida St.,ACC,96,5,TCU,B12,87,
852,14-Mar-98,1998,32,West,3,Utah,P12,75,6,Arkansas,SEC,69,
853,14-Mar-98,1998,32,East,1,North Carolina,ACC,93,8,Charlotte,CUSA,83,1 OT
854,14-Mar-98,1998,32,West,10,West Virginia,B12,75,2,Cincinnati,Amer,74,
855,14-Mar-98,1998,32,West,4,Maryland,B10,67,5,Illinois,B10,61,
856,14-Mar-98,1998,32,West,1,Arizona,P12,82,9,Illinois St.,MVC,49,
857,14-Mar-98,1998,32,East,2,Connecticut,Amer,78,7,Indiana,B10,68,
858,14-Mar-98,1998,32,East,4,Michigan St.,B10,63,5,Princeton,Ivy,56,
859,14-Mar-98,1998,32,East,11,Washington,P12,87,14,Richmond,A10,66,
860,15-Mar-98,1998,32,Midwest,2,Purdue,B10,80,10,Detroit,Horz,65,
861,15-Mar-98,1998,32,Midwest,13,Valparaiso,Horz,83,12,Florida St.,ACC,77,1 OT
862,15-Mar-98,1998,32,Midwest,8,Rhode Island,A10,80,1,Kansas,B12,75,
863,15-Mar-98,1998,32,South,6,UCLA,P12,85,3,Michigan,B10,82,
864,15-Mar-98,1998,32,South,5,Syracuse,ACC,56,4,New Mexico,MWC,46,
865,15-Mar-98,1998,32,South,1,Duke,ACC,79,8,Oklahoma St.,B12,73,
866,15-Mar-98,1998,32,South,2,Kentucky,SEC,88,10,Saint Louis,A10,61,
867,15-Mar-98,1998,32,Midwest,3,Stanford,P12,83,11,Western Michigan,MAC,65,
868,19-Mar-98,1998,16,West,1,Arizona,P12,87,4,Maryland,B10,79,
869,19-Mar-98,1998,16,East,1,North Carolina,ACC,73,4,Michigan St.,B10,58,
870,19-Mar-98,1998,16,East,2,Connecticut,Amer,75,11,Washington,P12,74,
871,19-Mar-98,1998,16,West,3,Utah,P12,65,10,West Virginia,B12,62,
872,20-Mar-98,1998,16,Midwest,3,Stanford,P12,67,2,Purdue,B10,59,
873,20-Mar-98,1998,16,South,1,Duke,ACC,80,5,Syracuse,ACC,67,
874,20-Mar-98,1998,16,South,2,Kentucky,SEC,94,6,UCLA,P12,68,
875,20-Mar-98,1998,16,Midwest,8,Rhode Island,A10,74,13,Valparaiso,Horz,68,
876,21-Mar-98,1998,8,West,3,Utah,P12,76,1,Arizona,P12,51,
877,21-Mar-98,1998,8,East,1,North Carolina,ACC,75,2,Connecticut,Amer,64,
878,22-Mar-98,1998,8,South,2,Kentucky,SEC,86,1,Duke,ACC,84,
879,22-Mar-98,1998,8,Midwest,3,Stanford,P12,79,8,Rhode Island,A10,77,
880,28-Mar-98,1998,4,Final Four,3,Utah,P12,65,1,North Carolina,ACC,59,
881,28-Mar-98,1998,4,Final Four,2,Kentucky,SEC,86,3,Stanford,P12,85,1 OT
882,30-Mar-98,1998,Champ,Championship,2,Kentucky,SEC,78,3,Utah,P12,69,
883,11-Mar-99,1999,64,West,2,Stanford,P12,69,15,Alcorn St.,SWAC,57,
884,11-Mar-99,1999,64,South,6,Indiana,B10,108,11,George Washington,A10,88,
885,11-Mar-99,1999,64,South,10,Creighton,BE,62,7,Louisville,ACC,58,
886,11-Mar-99,1999,64,West,10,Gonzaga,WCC,75,7,Minnesota,B10,63,
887,11-Mar-99,1999,64,West,9,New Mexico,MWC,61,8,Missouri,SEC,59,
888,11-Mar-99,1999,64,South,4,Ohio St.,B10,72,13,Murray St.,OVC,58,
889,11-Mar-99,1999,64,West,14,Weber St.,BSky,76,3,North Carolina,ACC,74,
890,11-Mar-99,1999,64,West,6,Florida,SEC,75,11,Penn,Ivy,61,
891,11-Mar-99,1999,64,South,3,St. John's,BE,69,14,Samford,SC,43,
892,11-Mar-99,1999,64,West,4,Arkansas,SEC,94,13,Siena,MAAC,80,
