"","X","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"1166",1202,1991,"1991-06-27","Europa","Alicéléo","Spain","R","Drama",0,1.007001,0,1.8126018,1.8126018,112,16870,7.7,"Lars von Trier","Barbara Sukowa","Lars von Trier"
"1167",1203,1991,"1991-07-26","Life Stinks","Brooksfilms","USA","PG-13","Comedy",13,4.102526,23.4,7.3845468,-16.0154532,92,7979,5.8,"Mel Brooks","Mel Brooks","Mel Brooks"
"1168",1204,1991,"1991-08-09","Delirious","Metro-Goldwyn-Mayer (MGM)","USA","PG","Comedy",18,5.546827,32.4,9.9842886,-22.4157114,96,6370,5.7,"Tom Mankiewicz","John Candy","Lawrence J. Cohen"
"1169",1205,1991,"1991-09-20","The Indian Runner","Columbia Pictures Corporation","USA","R","Drama",7,0.191125,12.6,0.344025,-12.255975,127,7239,7.1,"Sean Penn","David Morse","Sean Penn"
"1170",1206,1991,"1991-11-15","Kafka","Baltimore Pictures","France","PG-13","Drama",11,1.059071,19.8,1.9063278,-17.8936722,98,8341,6.9,"Steven Soderbergh","Jeremy Irons","Lem Dobbs"
"1171",1207,1991,"1991-05-31","Soapdish","Paramount Pictures","USA","PG-13","Comedy",0,36.489888,0,65.6817984,65.6817984,97,12336,6.5,"Michael Hoffman","Sally Field","Robert Harling"
"1172",1208,1991,"1991-08-16","The Doctor","Touchstone Pictures","USA","PG-13","Drama",0,38.120905,0,68.617629,68.617629,122,4314,6.9,"Randa Haines","William Hurt","Ed Rosenbaum"
"1173",1209,1991,"1991-10-04","Black Robe","Alliance Communications Corporation","Canada","R","Adventure",0,8.211952,0,14.7815136,14.7815136,101,5638,7.1,"Bruce Beresford","Lothaire Bluteau","Brian Moore"
"1174",1210,1991,"1991-07-19","Dutch","Twentieth Century Fox Film Corporation","USA","PG-13","Comedy",17,4.603929,30.6,8.2870722,-22.3129278,107,10048,6.4,"Peter Faiman","Ed O'Neill","John Hughes"
"1175",1211,1991,"1991-11-01","Billy Bathgate","Touchstone Pictures","USA","R","Crime",48,15.965919,86.4,28.7386542,-57.6613458,106,10085,5.9,"Robert Benton","Dustin Hoffman","E.L. Doctorow"
"1176",1212,1991,"1991-12-20","High Heels","Canal+","Spain","R","Comedy",0,1.710057,0,3.0781026,3.0781026,112,10971,7.2,"Pedro Almodóvar","Victoria Abril","Pedro Almodóvar"
"1177",1213,1991,"1991-02-22","He Said, She Said","Paramount Pictures","USA","PG-13","Comedy",0,9.804775,0,17.648595,17.648595,115,5289,5.6,"Ken Kwapis","Kevin Bacon","Brian Hohlfeld"
"1178",1214,1991,"1992-09-11","Where the Day Takes You","Cinetel Films","USA","R","Crime",3,0.390152,5.4,0.7022736,-4.6977264,105,2522,6.8,"Marc Rocco","Dermot Mulroney","Michael Hitchcock"
"1179",1215,1991,"1991-05-03","A Rage in Harlem","Palace Pictures","UK","R","Comedy",8,10.438504,14.4,18.7893072,4.3893072,100,1581,5.9,"Bill Duke","Forest Whitaker","Chester Himes"
"1180",1216,1991,"1991-05-24","Only the Lonely","Twentieth Century Fox Film Corporation","USA","PG-13","Comedy",0,21.830957,0,39.2957226,39.2957226,104,8491,6.3,"Chris Columbus","John Candy","Chris Columbus"
"1181",1217,1991,"1991-09-20","Rambling Rose","Carolco Pictures","USA","R","Drama",7.5,6.266621,13.5,11.2799178,-2.2200822,112,4115,6.7,"Martha Coolidge","Laura Dern","Calder Willingham"
"1182",1218,1991,"1992-01-17","Grand Canyon","Twentieth Century Fox Film Corporation","USA","R","Crime",0,33.24302,0,59.837436,59.837436,134,13271,6.9,"Lawrence Kasdan","Danny Glover","Lawrence Kasdan"
"1183",1219,1991,"1991-11-08","All I Want for Christmas","Paramount Pictures","USA","G","Comedy",0,14.812,0,26.6616,26.6616,92,3508,6,"Robert Lieberman","Harley Jane Kozak","Thom Eberhardt"
"1184",1220,1991,"1997-07-18","Armour of God 2: Operation Condor","Golden Harvest Company","Hong Kong","PG-13","Action",0,10.440032,0,18.7920576,18.7920576,106,15147,7.3,"Jackie Chan","Jackie Chan","Jackie Chan"
"1185",1221,1991,"1991-05-17","Mannequin: On the Move","Gladden Entertainment","USA","PG","Comedy",13,3.752426,23.4,6.7543668,-16.6456332,95,4885,4.1,"Stewart Raffill","Kristy Swanson","Edward Rugoff"
"1186",1222,1991,"1991-03-15","The Perfect Weapon","Paramount Pictures","USA","R","Action",10,14.061361,18,25.3104498,7.3104498,90,2867,6,"Mark DiSalle","Jeff Speakman","David C. Wilson"
"1187",1223,1991,"1991-09-06","Company Business","Pathé Entertainment","USA","PG-13","Action",18,1.501785,32.4,2.703213,-29.696787,98,1996,5.7,"Nicholas Meyer","Gene Hackman","Nicholas Meyer"
"1188",1224,1991,"1991-10-04","The Rapture","New Line Cinema","USA","R","Drama",0,1.277401,0,2.2993218,2.2993218,100,4296,6.4,"Michael Tolkin","Mimi Rogers","Michael Tolkin"
"1189",1225,1991,"1991-01-18","Flight of the Intruder","Paramount Pictures","USA","PG-13","Action",35,14.587732,63,26.2579176,-36.7420824,115,5162,5.7,"John Milius","Danny Glover","Stephen Coonts"
"1190",1226,1991,"1991-11-27","For the Boys","All Girl Productions","USA","R","Comedy",40,17.86028,72,32.148504,-39.851496,138,4430,6.3,"Mark Rydell","Bette Midler","Neal Jimenez"
"1191",1227,1991,"1991-06-14","Kickboxer 2: The Road Back","Kings Road Entertainment","USA","R","Action",0,1.250712,0,2.2512816,2.2512816,100,4588,4.5,"Albert Pyun","Sasha Mitchell","Mark DiSalle"
"1192",1228,1991,"1992-03-20","Shadows and Fog","Orion Pictures","USA","PG-13","Comedy",14,2.735731,25.2,4.9243158,-20.2756842,85,14024,6.8,"Woody Allen","Woody Allen","Woody Allen"
"1193",1229,1991,"1991-06-27","The Pit and the Pendulum","Empire Pictures (II)","USA","R","Horror",2,0.003331,3.6,0.0059958,-3.5940042,97,3241,6.1,"Stuart Gordon","Lance Henriksen","Edgar Allan Poe"
"1194",1230,1991,"1991-10-23","House Party 2","Hudlin Brothers, The","USA","R","Comedy",5,19.281235,9,34.706223,25.706223,100,3925,5.1,"George Jackson","Christopher Reid","Reginald Hudlin"
"1195",1231,1991,"1991-08-30","Prospero's Books","Allarts","UK","R","Drama",0,1.750301,0,3.1505418,3.1505418,124,5335,6.9,"Peter Greenaway","John Gielgud","William Shakespeare"
"1196",1232,1991,"1991-03-15","Guilty by Suspicion","Warner Bros.","USA","PG-13","Drama",0,9.480198,0,17.0643564,17.0643564,105,6588,6.5,"Irwin Winkler","Robert De Niro","Irwin Winkler"
"1197",1233,1991,"1991-12-06","At Play in the Fields of the Lord","The Saul Zaentz Company","USA","R","Drama",36,1.342903,64.8,2.4172254,-62.3827746,189,2755,6.8,"Hector Babenco","Tom Berenger","Peter Matthiessen"
"1198",1234,1991,"1991-03-15","True Colors","Paramount Pictures","USA","R","Drama",0,0.418807,0,0.7538526,0.7538526,111,4205,6.3,"Herbert Ross","John Cusack","Kevin Wade"
"1199",1235,1991,"1991-04-05","The Marrying Man","Hollywood Pictures","USA","R","Comedy",26,12.454768,46.8,22.4185824,-24.3814176,115,4445,5.7,"Jerry Rees","Kim Basinger","Neil Simon"
"1200",1236,1991,"1991-08-09","Pure Luck","Sean Daniel Company","USA","PG","Comedy",17.01,22.641969,30.618,40.7555442,10.1375442,96,5618,5.7,"Nadia Tass","Martin Short","Francis Veber"
"1201",1237,1991,"1991-10-04","The Super","Largo Entertainment","USA","R","Comedy",22,11.000863,39.6,19.8015534,-19.7984466,84,4400,5.5,"Rod Daniel","Joe Pesci","Sam Simon"
"1202",1238,1991,"1991-10-25","The Butcher's Wife","Paramount Pictures","USA","PG-13","Comedy",0,9.689816,0,17.4416688,17.4416688,107,5723,5.3,"Terry Hughes","Demi Moore","Ezra Litwak"
"1203",1239,1991,"1991-05-10","F/X2","Orion Pictures","USA","PG-13","Action",16.4,21.082165,29.52,37.947897,8.427897,108,7248,5.8,"Richard Franklin","Bryan Brown","Robert T. Megginson"
"1204",1240,1991,"1999-07-02","The Lovers on the Bridge","Films A2","France","R","Drama",28,0.117569,50.4,0.2116242,-50.1883758,125,9590,7.6,"Leos Carax","Juliette Binoche","Leos Carax"
"1205",1241,1991,"1992-05-01","K2","Paramount Pictures","UK","R","Action",0,3.106559,0,5.5918062,5.5918062,102,5614,6.2,"Franc Roddam","Michael Biehn","Patrick Meyers"
"1206",1242,1991,"1991-08-16","Poison","Bronze Eye Productions","USA","R","Drama",0.25,0.609524,0.45,1.0971432,0.6471432,85,2724,6.5,"Todd Haynes","Edith Meeks","Jean Genet"
"1207",1243,1991,"1991-03-15","Class Action","Interscope Communications","USA","R","Drama",0,24.277858,0,43.7001444,43.7001444,110,5499,6.4,"Michael Apted","Gene Hackman","Carolyn Shelby"
"1208",1244,1991,"1992-12-25","Enchanted April","BBC Films","UK","PG","Drama",0,13.20017,0,23.760306,23.760306,95,5334,7.4,"Mike Newell","Alfred Molina","Elizabeth von Arnim"
"1209",1245,1991,"1991-02-01","Run","Hollywood Pictures","USA","R","Action",16,4.409328,28.8,7.9367904,-20.8632096,91,2157,6.1,"Geoff Burrowes","Patrick Dempsey","Dennis Shryack"
"1210",1246,1991,"1991-10-04","Shout","Robert Simonds Productions","USA","PG-13","Drama",0,3.547684,0,6.3858312,6.3858312,89,1594,5,"Jeffrey Hornaday","John Travolta","Joe Gayton"
"1211",1247,1991,"1991-04-26","A Kiss Before Dying","Universal Pictures","UK","R","Crime",0,15.429177,0,27.7725186,27.7725186,94,4042,5.7,"James Dearden","Matt Dillon","Ira Levin"
"1212",1248,1991,"1991-10-18","Other People's Money","Warner Bros.","USA","R","Comedy",0,25.68209,0,46.227762,46.227762,103,6905,6.1,"Norman Jewison","Danny DeVito","Jerry Sterner"
"1213",1249,1991,"1991-03-22","Scissors","DDM Film Corporation","USA","R","Horror",0,0.002368,0,0.0042624,0.0042624,100,2057,5.2,"Frank De Felitta","Sharon Stone","Joyce Selznick"
"1214",1251,1991,"1991-05-03","One Good Cop","Hollywood Pictures","USA","R","Action",4,11.276846,7.2,20.2983228,13.0983228,114,3226,5.8,"Heywood Gould","Michael Keaton","Heywood Gould"
"1215",1252,1991,"1991-11-30","Sex and Zen","Golden Harvest Company","Hong Kong","R","Adventure",0,0.396003,0,0.7128054,0.7128054,100,1687,5.8,"Michael Mak","Amy Yip","Alexander Lee"
"1216",1253,1991,"1991-05","Impromptu","C.L.G. Films","UK","PG-13","Biography",0,4.076211,0,7.3371798,7.3371798,107,4064,7,"James Lapine","Judy Davis","Sarah Kernochan"
"1217",1254,1991,"1991-10-25","The Hitman","Cannon Pictures","USA","R","Action",0,4.654288,0,8.3777184,8.3777184,95,2836,5.3,"Aaron Norris","Chuck Norris","Robert Geoffrion"
"1218",1255,1991,"1994-06-03","The Princess and the Goblin","Siriol Productions","UK","G","Animation",0,2.144238,0,3.8596284,3.8596284,100,1975,6.9,"József Gémes","Claire Bloom","Robin Lyons"
"1219",1256,1991,"1991-12-20","Rapsodia en agosto","Feature Film Enterprise II","Japan","PG","Drama",0,0.516431,0,0.9295758,0.9295758,98,5202,7.3,"Akira Kurosawa","Sachiko Murase","Kiyoko Murata"
"1220",1257,1991,"1992-05-08","Wild Orchid II: Two Shades of Blue","Vision PDG","USA","R","Drama",0,0.573904,0,1.0330272,1.0330272,111,1253,3.7,"Zalman King","Nina Siemaszko","Zalman King"
"1221",1258,1991,"1991-02-01","Once Around","Cinecom Entertainment Group","USA","R","Comedy",16,14.851083,28.8,26.7319494,-2.0680506,115,3594,6.5,"Lasse Hallström","Richard Dreyfuss","Malia Scotch Marmo"
"1222",1260,1991,"1991-12-25","Madame Bovary","MK2 Productions","France","PG-13","Drama",0,1.942424,0,3.4963632,3.4963632,143,3041,6.7,"Claude Chabrol","Isabelle Huppert","Gustave Flaubert"
"1223",1261,1991,"1992-03-20","Proof","House & Moorhouse Films","Australia","R","Drama",0,0.524668,0,0.9444024,0.9444024,86,5369,7.4,"Jocelyn Moorhouse","Hugo Weaving","Jocelyn Moorhouse"
"1224",1262,1991,"1991-08-28","Homicide","Edward R. Pressman Film","USA","R","Crime",0,2.971661,0,5.3489898,5.3489898,102,5024,7.1,"David Mamet","Joe Mantegna","David Mamet"
"1225",1263,1991,"1991-11-08","Strictly Business","Island World","USA","PG-13","Comedy",0,7.683267,0,13.8298806,13.8298806,100,1507,5.4,"Kevin Hooks","Tommy Davidson","Pam Gibson"
"1226",1264,1991,"1991-01-31","Mediterraneo","A.M.A. Film","Italy","R","Comedy",0,4.532791,0,8.1590238,8.1590238,96,11479,7.4,"Gabriele Salvatores","Diego Abatantuono","Enzo Monteleone"
"1227",1265,1991,"1991-10-24","Johnny Stecchino","Cecchi Gori Group Tiger Cinematografica","Italy","R","Comedy",0,0.574392,0,1.0339056,1.0339056,102,8466,7.2,"Roberto Benigni","Roberto Benigni","Roberto Benigni"
"1228",1266,1991,"1991-10-18","Edward II","British Screen Productions","UK","R","Drama",0,0.694438,0,1.2499884,1.2499884,87,1997,7,"Derek Jarman","Steven Waddington","Christopher Marlowe"
"1229",1267,1991,"1991-08-30","Beastmaster 2: Through the Portal of Time","Les Films 21","USA","PG-13","Action",6,0.869325,10.8,1.564785,-9.235215,107,2462,3.8,"Sylvio Tabet","Marc Singer","Andre Norton"
"1230",1268,1991,"1991-07-26","V.I. Warshawski","Hollywood Pictures","USA","R","Action",0,11.128309,0,20.0309562,20.0309562,89,4135,4.8,"Jeff Kanew","Kathleen Turner","Sara Paretsky"
"1231",1269,1991,"1991-11-01","Year of the Gun","Initial Films","USA","R","Action",0,1.182273,0,2.1280914,2.1280914,111,1977,5.7,"John Frankenheimer","Andrew McCarthy","Michael Mewshaw"
"1232",1270,1991,"1992-01-31","Voyager","Action Films","France","PG-13","Drama",0,0.516517,0,0.9297306,0.9297306,117,2507,6.8,"Volker Schlöndorff","Sam Shepard","Max Frisch"
"1233",1272,1991,"1992-07","The Adjuster","Alliance Entertainment","Canada","R","Comedy",0,0.396573,0,0.7138314,0.7138314,102,2727,6.7,"Atom Egoyan","Elias Koteas","Atom Egoyan"
"1234",1273,1991,"1991-08-16","Mystery Date","Orion Pictures","USA","PG-13","Comedy",10,6.166819,18,11.1002742,-6.8997258,97,2180,6,"Jonathan Wacks","Ethan Hawke","Parker Bennett"
"1235",1274,1991,"1991-10-11","Stepping Out","Paramount Pictures","USA","PG","Comedy",0,0.242014,0,0.4356252,0.4356252,106,903,6.4,"Lewis Gilbert","Liza Minnelli","Richard Harris"
"1236",1275,1991,"1991-09-20","McBain","Marble Hall","USA","R","Action",0,0.456127,0,0.8210286,0.8210286,107,1284,4.7,"James Glickenhaus","Christopher Walken","James Glickenhaus"
"1237",1276,1991,"1991-03-06","Closet Land","Imagine Entertainment","USA","R","Drama",4,0.259012,7.2,0.4662216,-6.7337784,100,2293,7.2,"Radha Bharadwaj","Madeleine Stowe","Radha Bharadwaj"
"1238",1277,1991,"1991-08-09","Bingo","TriStar Pictures","USA","PG","Adventure",10,8.667684,18,15.6018312,-2.3981688,100,2380,4.7,"Matthew Robbins","Cindy Williams","Jim Strain"
"1239",1278,1991,"1992-02-28","Where Angels Fear to Tread","Sovereign Pictures","UK","PG","Drama",0,1.403033,0,2.5254594,2.5254594,100,1691,6.6,"Charles Sturridge","Helena Bonham Carter","E.M. Forster"
"1240",1279,1991,"1992-10-30","Van Gogh","Erato Films","France","R","Biography",0,0.13872,0,0.249696,0.249696,158,2069,7.3,"Maurice Pialat","Jacques Dutronc","Maurice Pialat"
"1241",1280,1991,"1991-11-01","29th Street","JVC Entertainment Networks","USA","R","Comedy",0,2.120564,0,3.8170152,3.8170152,101,2157,7.3,"George Gallo","Anthony LaPaglia","Frank Pesce"
"1242",1281,1991,"1992-11-06","Becoming Colette","BC","Germany","R","Biography",0,0.218316,0,0.3929688,0.3929688,100,192,5.4,"Danny Huston","Klaus Maria Brandauer","Ruth Graham"
"1243",1282,1991,"1991-10-11","The Taking of Beverly Hills","Nelson Entertainment","USA","R","Action",19,0.939277,34.2,1.6906986,-32.5093014,96,869,4.9,"Sidney J. Furie","Ken Wahl","Sidney J. Furie"
"1244",1283,1991,"1991-06-19","Toto the Hero","Iblis Films","Belgium","PG-13","Comedy",0,1.228153,0,2.2106754,2.2106754,91,4546,7.7,"Jaco Van Dormael","Michel Bouquet","Didier De Neck"
"1245",1284,1991,"1991-04-05","Hangin' with the Homeboys","Juno Pix","USA","R","Comedy",1.9,0.532933,3.42,0.9592794,-2.4607206,100,1147,7,"Joseph B. Vasquez","Doug E. Doug","Joseph B. Vasquez"
"1246",1285,1991,"1991-10-04","Paradise","Grand Highway Productions","USA","PG-13","Drama",0,18.634643,0,33.5423574,33.5423574,111,2375,6.7,"Mary Agnes Donoghue","Melanie Griffith","Mary Agnes Donoghue"
"1247",1286,1991,"1992-04-17","Cabeza de Vaca","American Playhouse","Mexico","R","Adventure",0,0.789127,0,1.4204286,1.4204286,100,883,7,"Nicolás Echevarría","Juan Diego","Nicolás Echevarría"
"1248",1287,1991,"1991-12-25","The Inner Circle","Numero Uno International","Italy","PG-13","Drama",0,0.583979,0,1.0511622,1.0511622,137,1676,7.1,"Andrey Konchalovskiy","Tom Hulce","Andrey Konchalovskiy"
"1249",1288,1991,"1991-11","Liebestraum","Initial Entertainment Group (IEG)","USA","R","Mystery",0,0.133645,0,0.240561,0.240561,112,1320,6,"Mike Figgis","Kevin Anderson","Mike Figgis"
"1250",1289,1991,"1991-04-12","The Object of Beauty","Avenue Pictures","UK","R","Comedy",0,5.186392,0,9.3355056,9.3355056,103,1660,5.7,"Michael Lindsay-Hogg","John Malkovich","Michael Lindsay-Hogg"
"1251",1290,1991,"1991-09-06","Crooked Hearts","A&M; Films","USA","R","Drama",0,0.031,0,0.0558,0.0558,113,761,6.1,"Michael Bortman","Peter Berg","Robert Boswell"
"1252",1291,1991,"1991-09-20","Late for Dinner","Castle Rock Entertainment","USA","PG","Drama",0,8.906823,0,16.0322814,16.0322814,99,1474,6.5,"W.D. Richter","Peter Berg","Mark Andrus"
"1253",1292,1991,"1991-06","Straight Out of Brooklyn","American Playhouse","USA","R","Crime",0.45,2.712293,0.81,4.8821274,4.0721274,100,499,5.9,"Matty Rich","George T. Odom","Matty Rich"
"1254",1294,1991,"1991-08-16","Talkin' Dirty After Dark","New Line Cinema","USA","R","Comedy",0,0.978775,0,1.761795,1.761795,89,425,5.2,"Topper Carew","Martin Lawrence","Topper Carew"
"1255",1295,1991,"1991-04-12","Lovers: A True Story","Pedro Costa Producciones Cinematográficas S.A.","Spain","R","Crime",0,1.407309,0,2.5331562,2.5331562,103,1875,7.2,"Vicente Aranda","Victoria Abril","Álvaro del Amo"
"1256",1296,1991,"1991-03-29","The Unborn","Califilm","USA","R","Drama",0,1.159578,0,2.0872404,2.0872404,100,780,4,"Rodman Flender","Brooke Adams","John Brancato"
"1257",1297,1991,"1991-09-20","Livin' Large!","WMG Pictures","USA","R","Comedy",0,5.467959,0,9.8423262,9.8423262,100,374,5,"Michael Schultz","Terrence 'T.C.' Carson","William Mosley-Payne"
"1258",1299,1991,"1991-11","Thousand Pieces of Gold","American Playhouse","USA","PG-13","Romance",0,0.717772,0,1.2919896,1.2919896,105,460,7.1,"Nancy Kelly","Rosalind Chao","Ruthanne Lum McCunn"
"1259",1300,1991,"1991-11-15","And You Thought Your Parents Were Weird","Panorama","USA","PG","Comedy",0,0.402539,0,0.7245702,0.7245702,92,393,4.5,"Tony Cookson","Joshua John Miller","Tony Cookson"
"1260",1301,1991,"1991-02-01","Queens Logic","Carolco Pictures","USA","R","Comedy",0,0.612781,0,1.1030058,1.1030058,100,1343,5.9,"Steve Rash","Kevin Bacon","Tony Spiridakis"
"1261",1302,1991,"1991-02-22","Scenes from a Mall","Touchstone Pictures","USA","R","Comedy",3,9.563393,5.4,17.2141074,11.8141074,89,4158,5.3,"Paul Mazursky","Bette Midler","Roger L. Simon"
"1262",1303,1991,"1991-03-01","My Heroes Have Always Been Cowboys","Home Grown Inc.","USA","PG","Drama",0,3.603615,0,6.486507,6.486507,100,413,6.4,"Stuart Rosenberg","Scott Glenn","Joel Don Humphreys"
"1263",1304,1991,"1991-04-26","Talent for the Game","Paramount Pictures","USA","PG","Drama",0,0.336396,0,0.6055128,0.6055128,91,624,5.9,"Robert M. Young","Edward James Olmos","David Himmelstein"
"1264",1305,1991,"1991-11-15","City of Hope","Esperanza Films Inc.","USA","R","Crime",3,1.26491,5.4,2.276838,-3.123162,129,1889,7.4,"John Sayles","Vincent Spano","John Sayles"
"1265",1306,1991,"1991-10-04","Twenty-One","Anglo International Films","UK","R","Drama",0,0.256521,0,0.4617378,0.4617378,92,429,5.3,"Don Boyd","Patsy Kensit","Zoe Heller"
"1266",1307,1991,"1992-02","Hear My Song","British Screen Productions","Ireland","R","Comedy",0,4.313173,0,7.7637114,7.7637114,100,1338,7.2,"Peter Chelsom","Ned Beatty","Peter Chelsom"
"1267",1308,1991,"1991-01-18","Eve of Destruction","Nelson Entertainment","USA","R","Action",13,5.451119,23.4,9.8120142,-13.5879858,99,1664,4.8,"Duncan Gibbins","Gregory Hines","Duncan Gibbins"
"1268",1309,1991,"1991-05-25","Timebomb","Raffaella Productions","USA","R","Action",6,0.064562,10.8,0.1162116,-10.6837884,96,1236,5.5,"Avi Nesher","Michael Biehn","Avi Nesher"
"1269",1310,1991,"1993-03-26","Married to It","Not specified","USA","R","Comedy",14,1.989059,25.2,3.5803062,-21.6196938,112,757,5.9,"Arthur Hiller","Beau Bridges","Janet Kovalcik"
